"Entry","Name","Origin","Region","Cluster","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10"
26,"CN 105604 AGL","Ethiopia","Africa","1",-11.3729539128445,-3.40862868832152,-0.0883846890482681,0.521171360262215,1.41836418875462,-0.0673754292418374,-0.0693117831838429,0.127301376783658,-0.18599389592195,-0.178175159053968
27,"CN 105605 AGL","Eritrea","Africa","2",-3.85776358220091,-3.00108511095063,-3.68393050986004,-1.10785978278859,-3.39891825322912,-0.331828024059921,-0.496610712946201,0.0168134011369382,0.471370283908606,-1.23590084220922
28,"CN 105715 AGL","Ethiopia","Africa","3",5.58497133494049,-0.394474010895048,-4.56100210631475,2.06463387120778,0.950969129267055,-2.17303216947234,-1.80099134174412,0.737904583506445,-0.128238634504266,0.373204852812581
29,"CN 105732 AGL","Ethiopia","Africa","3",9.21873631986719,3.99441828200294,0.54776458395034,0.011265273495277,-0.934797891252563,-1.3967553489925,0.505665518209289,-1.21722870285361,0.852355984900212,-1.26771900519601
30,"CN 105767 AGL","Libya","Africa","2",-2.47433076924596,3.16527706666463,-0.0392026199346791,-4.10245244106628,2.23475051463996,-1.39278814158121,-0.0179773103692246,-1.28827701235419,-0.0571350033373688,-0.627287072912691
31,"CN 105777 AGL","Egypt","Africa","2",2.10366541621719,3.20112167309203,-3.92962122619954,2.97040760003547,-2.66703988564524,1.36401222787275,-1.80378996151348,-1.29517398416971,-1.30856491489839,-0.590056618415654
32,"CN 105789 AGL","Ethiopia","Africa","3",3.27619296317243,-1.47563432538636,-3.17486540012769,0.790093562465071,2.42309411656331,0.67692712403962,-0.595417588527979,0.097716770961784,0.476527812901522,-1.85009427247848
33,"CN 105791 AGL","Egypt","Africa","3",4.86270818837574,0.94024449886004,1.54095622766258,-0.0681861875417802,1.48271273138048,2.50279720819336,-2.4608463267011,-0.575046628091735,-2.40639191463685,-0.292946745007518
34,"CN 105862 AGL","Tunisia","Africa","3",5.07055937139648,0.824292865491417,5.44862851748991,-0.0814083548257627,1.14899128978711,-1.27894324110712,0.387123973483986,0.143322510944479,-0.418945067793259,-0.899814720326523
35,"CN 105863 AGL","Tunisia","Africa","3",4.92197854547699,0.0719171763314731,3.17269162186576,1.34148241597707,1.62685087491745,-2.02604762002051,1.0260205586858,-0.464187467675598,-0.111098621100097,-0.577471005822007
36,"CN 105864 AGL","Tunisia","Africa","3",3.58022460640409,-2.46911686174724,3.61043014373489,3.39729582542741,-3.84826345394192,0.0760380373613961,-0.0020735768923699,-0.190087128178366,0.18837296048028,-0.673877210366803
37,"CN 105865 AGL","Tunisia","Africa","3",6.35060818411494,-1.56119801871617,-0.938233516480713,0.785322472479246,5.47204883086567,-0.790659148475641,0.20126999073733,-0.135621972241603,-1.27411410077638,-0.0849130557328685
205,"CN 105866 AGL","Tunisia","Africa","2",0.541177449230407,1.51633373372148,5.41264005699087,3.43060015916788,-3.19936787864959,-1.0533292970566,-0.469709781901838,1.60594356238163,-0.246254844543042,0.147380062247296
38,"CN 105895 AGL","Egypt","Africa","3",7.82200769419071,1.89623279635973,0.783026846769766,-0.620916540959899,2.11515697118997,-1.35641714347532,-0.730677490296912,-0.365247281428451,-0.00578674028737851,-0.98091717153149
39,"CN 106265 AGL","Egypt","Africa","2",-2.99790128950326,-1.53145524826243,-0.594905803076079,-0.0951549736081888,0.595080809749609,0.266242555188971,-0.205780369197716,-1.27649023929108,-0.209999942573311,-0.566153139036967
40,"CN 108369 AGL","Libya","Africa","2",-1.42347716571428,-3.54239545448785,-1.87526511877705,1.56582341340762,4.05401975659756,-0.0778117874504271,-0.117121108955724,-1.64833903630178,0.459686308378124,0.03369592800087
41,"CN 108370 AGL","Libya","Africa","3",6.78927144320787,-6.34036755521017,-0.970043657998763,1.52573642109258,0.190845384092075,-0.878731377383999,-0.717746754681369,-0.201581168365741,1.32642874142185,-0.275303473936551
42,"Crimson AGL","USA","Americas","2",-2.16414438154894,-3.28508122256137,-0.657024557190739,1.42634731113166,-0.30841391092802,0.0371411608236273,0.273631730711943,-0.508356998370442,-0.264837127039513,-1.48773587152413
43,"DPL 62 AGL","India","Asia","2",-1.49772451760243,-3.03174499638241,1.66595153397016,0.792474310707002,2.76434716137419,1.84233146382948,-1.31474340843651,-0.448010118093917,-0.439339182642889,-0.046641929281776
44,"Eston AGL","Canada","Americas","2",-2.32488047370055,0.793569769528761,-1.96675325137332,0.653483219233392,-0.938648398966465,1.17795716318858,-0.449528545312774,-0.751257176609315,0.280970927491363,-0.499415923585435
45,"Gudo AGL","Ethiopia","Africa","3",7.62534877329359,-0.508088400556195,1.96948108700781,1.53455687390621,0.186280127391789,0.201509363538729,-1.68984281817085,0.542966307619412,-1.01620071330539,0.2962434174744
46,"IG 1046 AGL","Egypt","Africa","3",7.77188292113216,-3.63367893637779,2.44564110674117,-1.89749287651613,-1.32660969338424,2.10519308285324,-0.47989454884989,-1.43027261541,0.0310846372070846,-0.574881273773764
47,"IG 1706 AGL","Ethiopia","Africa","3",18.0224768222359,-3.64837481915206,-0.484326150855793,1.31086850918615,-2.44098993391381,2.23062058077179,-1.80664988241106,-0.10643315876711,-0.0595620389640841,-1.09693816868302
48,"IG 1959 AGL","Ethiopia","Africa","1",-7.40132799930544,3.35996079237917,1.84684216864061,-4.15209877126956,-2.45099482001238,0.880493979766458,-0.578154634995685,-1.05772239132715,0.412091316325557,0.336963881989601
49,"IG 4258 AGL","India","Asia","1",-11.8736567127446,4.44890642929615,3.06863907806518,0.0753212621927175,0.950710389809538,0.132954332137897,-1.27544251905084,-0.570004189477739,0.264879124617381,-0.0579561013695665
50,"IG 4781 AGL","Algeria","Africa","3",9.06694446450071,1.61738649252788,3.56159582309784,1.79144034622099,-3.69792764399612,-1.1203243275967,-0.70637486890203,-0.622240384691461,-0.361022691175901,-0.650466462579568
51,"IG 858 AGL","Algeria","Africa","2",2.86887242076689,1.64865711159802,4.33932564751136,0.0449610985412034,-0.921303885114502,0.1048166804864,-1.91086114353553,-0.358074625674874,-0.271071279328545,-0.44746882484185
52,"ILL 10657 AGL","Turkey","Asia","3",5.2332344906727,0.769283551316312,-5.53423991199603,-1.72781480206682,0.743396966967375,-0.412625229868569,-1.16943887741281,-0.937865371612737,-0.455997428410263,-2.43872940927286
53,"ILL 10748 AGL","ICARDA","Other","1",-7.11192347787914,2.94981811842999,2.51364580400714,0.511244936271207,-0.115588435819912,-0.22323062685284,0.0233262001503517,-0.40273660078779,0.26871981922179,-1.24869359430094
54,"ILL 11547 AGL","Ethiopia","Africa","3",13.0351615591794,-0.471602166443302,-2.35582063302961,2.42239630195067,-1.9229334090522,1.1729722379862,-2.44050643437544,-0.0561580440849286,-0.178130601655262,-0.227429422103148
55,"ILL 11548 AGL","Ethiopia","Africa","3",5.94397315808955,2.398430841022,-0.992515646616516,-0.18469582799198,-2.23279874057418,-0.994204895625916,-0.261616361534134,-0.584694219734558,0.976579625235242,-1.42615828022459
56,"ILL 11553 AGL","India","Asia","2",-5.08103951965809,4.24149490295179,1.44337434506535,2.07884859581593,0.621052940942785,0.834411906121856,0.184504978542365,-0.667148507972685,-0.393229842678903,-1.02569920895348
57,"ILL 11555 AGL","India","Asia","3",2.86573508984532,4.9903131012398,-1.22009420550616,3.76027348527153,-0.918158249426265,1.57609341908138,-0.813070193522341,-0.406842070307463,0.387773585712795,-0.949865717738048
58,"ILL 11557 AGL","India","Asia","2",0.786113339941397,3.13342716518626,-0.2682406371695,1.56731912050869,1.08064299481708,-0.189565589695424,-0.581613470914914,-0.703148632803506,-1.04558884438889,-0.46737485398196
59,"ILL 11558 AGL","India","Asia","2",-2.94352908069849,3.7777006942293,2.99474292207947,1.5764634585808,3.57648579908439,1.90337820837068,-0.166565095064994,-1.21524109692438,-1.17503846912606,-0.919768649156821
60,"ILL 1220 AGL","Iran","Asia","2",3.3790546239179,-2.88722395481517,4.7331915538853,-1.36393058681603,-2.53467468747895,1.58328611923937,-0.452328672423188,0.815893914879495,0.68623533258325,-0.335942437366225
61,"ILL 1553 AGL","Iran","Asia","3",7.02125629801442,0.548996208771077,-0.976106347891244,-2.10121520132107,0.248985450656106,-0.271441723108138,-1.51196820750424,-0.07827551456719,-0.0323856972622825,-1.4613013041282
62,"ILL 1762 AGL","Afghanistan","Asia","1",-16.3519490692936,-0.339517813859856,-2.19248703391975,-3.44418686687519,-0.548935248839704,-0.168741032095704,-1.17439482342766,-0.277018750882902,0.600894031190272,-0.560131384639824
63,"ILL 1983 AGL","Ethiopia","Africa","1",-9.97581241234291,1.94581110015144,0.703508906305856,2.69013479528778,2.0495236528426,1.58463968678767,-1.81183138290177,-0.808782550068754,0.277029969367478,-0.0302672398932577
64,"ILL 213 AGL","Afghanistan","Asia","2",-5.12932253291684,1.73927696098434,-2.82200620911978,-1.47773080562997,-2.12059426936635,0.650665834921808,-0.866871485890269,0.338942781210259,1.05442585911706,-0.74186621413833
65,"ILL 2194 AGL","Pakistan","Asia","1",-12.8959677349859,3.46471269152096,3.04490789294598,0.313660165327252,-0.733656651440222,1.14897304668132,-0.393589405034106,0.15934592286688,-0.10443783377987,-1.3778242759283
67,"ILL 2507 AGL","India","Asia","1",-7.99536091768284,2.05542333802786,-0.909322057946398,1.50465578655581,2.32261547960164,0.261951829591285,-0.218196932705445,-0.198620578167546,-0.364762935387125,-0.394855106038237
68,"ILL 2580 AGL","India","Asia","2",-1.70977642556888,7.70886488819005,2.55003364622663,0.433826341558443,1.54377082126396,0.21760770149727,0.710330517243314,-0.242538228982384,0.224370944098362,-0.436996203415705
69,"ILL 28 AGL","Syria","Asia","1",-10.8393542963621,0.260103497121082,-1.52857847573265,0.274604666031436,1.63911997277138,-1.47687738564368,-0.179666033520318,0.320269382757595,-1.12298254100519,0.0161216834513128
70,"ILL 3025 AGL","India","Asia","1",-13.0543239209463,4.06550016136642,0.892040353080559,0.917078258466123,0.603284025743991,-0.899182893477876,-0.922310771940605,-0.0849095429947189,0.778712251071,-0.0249608010972968
71,"ILL 313 AGL","Israel","Asia","2",1.60822496696577,1.81170494827856,0.476125131983411,0.486857083043012,2.13243008128861,-0.539943449267878,-0.715393115921134,1.20984552042426,0.429014407584115,0.24006875176727
72,"ILL 3347 AGL","India","Asia","1",-12.1324025161725,3.19701435668757,0.769425601432727,1.3310970308333,-1.10701091546296,0.986124851985167,-0.635104760658377,0.0598920619007084,0.606593592955744,0.557601908110872
73,"ILL 358 AGL","Ethiopia","Africa","3",4.70829496258268,2.40359708296022,0.106574723649044,1.55926907027914,0.555722550579645,-1.93411685202605,-0.821711140872047,0.919455045793016,0.406816598004464,-0.486478917564711
74,"ILL 3597 AGL","India","Asia","1",-13.4710859214704,3.17889648419652,-0.929920840772778,2.26353790760715,-0.183664642948502,0.708979471150148,-1.15874688532587,-0.422785465182764,1.52033205207686,0.00928101260586309
75,"ILL 4164 AGL","India","Asia","2",-5.70596875848024,-0.712669583507418,2.86178694469654,0.549742368945621,1.47352348490853,-0.0176736075575603,-2.6911101076983,1.27001310493246,0.31689672188107,-0.308028092592408
76,"ILL 4400 AGL","Syria","Asia","3",3.32098719232029,3.20419701069601,-2.46168240912367,-0.0337089128011719,2.15616676460336,-0.115612312674429,-0.370894023076267,-1.52091695236656,0.588749685890381,0.122538234535359
77,"ILL 4605 AGL","Argentina","Americas","2",-4.79742027107022,4.54518524149164,-0.088316752449858,-0.312063313777339,-2.02196092985924,-0.897998569309068,0.188178242677705,-0.383621468168553,1.08194804665533,-0.179980989399399
78,"ILL 4609 AGL","Netherlands","Europe","1",-6.16751871075181,1.69543677121425,0.195807767239813,-0.221970286834814,-0.652657824366195,0.000893901592846415,-0.824302816269545,-1.08422655378766,1.18792483935052,-0.228276002451593
79,"ILL 4665 AGL","Hungary","Europe","2",-0.100864107464986,0.731689770484995,-0.584055263772385,0.0701721857076378,2.40051794668733,0.0763780940157255,-0.890884963584334,-1.15161566156971,1.79460590470114,-0.731062601417535
80,"ILL 4671 AGL","USA","Americas","3",3.73019210906072,0.263668622051273,0.427760801946148,2.15077452310021,0.743875252994023,-0.647073816647089,0.566653711196819,-0.0549164734827788,0.994620346817577,0.177684079821062
81,"ILL 4768 AGL","Yemen","Asia","2",-0.90754011813548,0.534385933229291,-3.37520880012458,-1.24781100672306,2.50590570395047,0.0701000648303693,-1.0383973312047,0.185208513195356,-0.355901015808092,-0.893293720289989
82,"ILL 4782 AGL","Unknown","Other","2",-4.37889722854347,-0.247696100383941,-7.05249369456143,2.39609751882324,-0.954153362829414,1.19355507356543,-0.443917211649854,0.34916885998809,1.35398399302336,-0.0919419478194491
83,"ILL 4783 AGL","Czech Republic","Europe","2",-0.804167723145689,-3.91877744401781,-1.86647175646687,1.61342023573644,-0.641234465238858,-0.906077734286166,0.901660358331599,0.400915362810851,0.453205901823102,-0.0437505378295674
84,"ILL 4804 AGL","Libya","Africa","2",-2.19206549742099,-0.988198648188869,5.39348254102836,0.980353201572929,1.09231294599524,0.437356481292068,1.65619573715243,0.148723347618314,0.724695345374815,-0.808229859695278
85,"ILL 4875 AGL","Uzbekistan","Asia","2",-3.73964617464006,-1.0393783462625,-2.41014248730701,0.0802443476376986,-1.71488984388768,0.0859380049194612,0.25547716614549,1.02095923719099,0.816962978577307,-0.239432781703085
86,"ILL 4956 AGL","Portugal","Europe","3",12.1209132949369,2.30639957367992,2.36121039877425,-2.83498424247838,1.24778998469235,-1.27110609110835,0.897896532627111,0.982477924832538,0.737662735570171,-0.504237241497262
87,"ILL 5058 AGL","Spain","Europe","2",1.69930691869865,-2.09211106692504,1.68600172388402,2.49704164402609,-2.28575369746106,-0.490785616734077,0.030319681600157,-0.432281661738632,-0.0377125620477211,0.646286957522668
88,"ILL 5151 AGL","India","Asia","3",9.49774174007761,-1.64056255535767,-0.400212645886084,-0.445474406570405,3.41637635591358,1.34516123796654,0.195395664846341,2.30991077390313,0.112391873645351,-0.769297314245281
89,"ILL 5209 AGL","Jordan","Asia","2",-0.158119076425852,0.306591086714016,-2.37973151842117,-0.751883291494413,0.11664771874918,-0.40855483767197,-0.196703144980476,0.994504998150666,-1.25236544819478,-1.1330861100165
90,"ILL 5480 AGL","Czech Republic","Europe","3",7.52145560828828,-1.54426998848123,-0.102257145069442,1.2089262748041,-0.333725169606457,0.13818607229942,1.32344545728335,-0.597093887700106,-0.151656790775432,-0.174195318436777
91,"ILL 5639 AGL","Ethiopia","Africa","1",-12.1255165141791,-0.23846090420974,-2.55242873509636,3.07254884127028,-0.0257921079230934,-1.08202042465996,1.24520003584065,0.566989616748992,-0.777511766749763,-0.373201756757614
92,"ILL 5722 AGL","Turkey","Asia","2",-1.2366722203438,-4.11492479069951,2.57957233733093,1.10328602897163,3.23556188947982,-0.639700945369807,-1.69483522416632,0.334525348052874,-1.77800389918168,0.519088966239473
93,"ILL 5883 AGL","Jordan","Asia","3",4.87134785657483,0.887596511481677,-0.483112240801902,-0.552279974144019,4.52833335560217,-1.38289730987115,-0.571659443461693,1.28890915354321,-1.66549832939338,0.816151997510384
94,"ILL 5888 AGL","Bangladesh","Asia","1",-17.5503747447399,0.953914525247233,1.70922625222661,-1.17664012545922,-0.657982149711756,0.580509218508788,0.938217463489095,-0.807292498962633,-0.0927824036924649,-0.323883743046636
95,"ILL 5945 AGL","Ethiopia","Africa","2",2.09389247470901,-3.22983167272268,-1.21002655489602,0.886082532496892,2.77155235586096,0.948537471780188,0.551957573930422,-0.0523032494236776,0.463104266276845,-1.16393253521831
96,"ILL 6002 AGL","ICARDA","Other","3",4.94302292354984,1.38182437850326,-0.628284924231491,-0.599811605663684,0.192249960264676,-1.37302429863485,-0.0361330120232884,0.078298989196121,0.276894232063054,0.494711537012959
97,"ILL 618 AGL","Tajikistan","Asia","2",1.43815724248886,-1.38887639258191,-1.5250600780295,1.16938942390551,-3.09649061416479,1.07449954064456,0.538854696419837,1.11395205789295,-0.466628125514463,-0.407513977494246
98,"ILL 6182 AGL","Tunisia","Africa","2",2.73650665827289,-0.587599157782204,0.173767260307401,2.00646007101109,1.16765390016922,0.679112021278079,0.332349697086332,0.363600014854808,-0.692859726215767,0.19879218869077
99,"ILL 6211 AGL","ICARDA","Other","2",2.02802978854833,-4.17940889360059,-1.36916397572236,1.46211567728008,1.57012858078449,-0.348700641522003,0.474257718230577,0.124057318812194,-0.407467659154328,0.239317923609471
100,"ILL 624 AGL","Macedonia","Europe","2",-2.36882292863183,-0.0241517187920955,4.0516628862292,0.0172470156453103,-0.635642246891932,0.495888992608632,1.02223475466059,-0.190369295949261,-0.684025994535115,-0.0400033146553745
101,"ILL 6821 AGL","Ethiopia","Africa","2",-5.6560764867034,-7.38413109699418,1.09301757707574,-2.70440285928029,4.66616093525235,-0.997824155520212,-0.921447758385327,1.68855926221399,0.211465212004796,0.102135386242485
102,"ILL 6853 AGL","Syria","Asia","2",-2.76359985839422,0.347433986119983,1.43009875559652,-1.97056510806001,1.62692957959292,-0.824626207807151,0.476498314801253,1.43090418133622,0.685023221390049,-0.0688655872274381
103,"ILL 7089 AGL","Russia","Europe","2",1.88152176442533,-0.948797035423707,1.85835450558277,-0.914930636086018,-1.42518654781444,1.29453625044503,-0.589161489322098,2.08017231426808,-0.377148348775421,-0.167412158293964
104,"ILL 7558 AGL","India","Asia","1",-6.20564459810877,0.964635143225472,0.978186013186974,-0.470005915790842,-0.629681015513118,-0.256243308512645,0.746695225740825,0.629369039382086,-0.327977529938238,-0.0505272621475262
105,"ILL 7663 AGL","ICARDA","Other","2",2.5325836268974,1.55538300383899,4.81815513959676,-2.75510608990432,2.49204626130921,0.660170833600305,0.632940040862573,0.639951642751745,-0.568281805724373,0.668310674296129
106,"ILL 7668 AGL","ICARDA","Other","3",3.86881340117495,2.73932242122427,4.00420066692626,2.84242503521438,2.46084953847668,2.77970005319825,-0.273217929700419,-0.351840681651654,2.18258224955578,0.164942837417974
107,"ILL 7716 AGL","India","Asia","2",-3.89807376165487,0.968617920160971,-3.33750984152099,2.20407268658878,-4.93832163871266,-0.300855750684365,0.0550110552025661,0.170006936860817,-0.727935517318076,0.442205509897594
108,"ILL 7747 AGL","Syria","Asia","2",1.72494389810957,3.0104152801589,-0.523391733233532,0.0987833949367951,-2.03725436098213,-1.34260855940042,-0.242690171069661,0.576936136325721,0.224070309590692,-0.156596060372812
110,"ILL 7978 AGL","Ethiopia","Africa","3",5.05410049386203,-0.29704173261741,-3.40045973646396,0.151946524969228,-0.339572405865918,1.28907405099944,0.291142464767394,-0.960012143666957,-0.530117442443976,-0.478020045983505
111,"ILL 7979 AGL","ICARDA","Other","2",-2.87754935038753,0.473143264227248,-0.844388329669693,0.890964929422093,4.03424087662796,0.585651015648655,-0.0715034523031951,-0.940184079797731,1.79301253828866,-0.434758856772534
112,"ILL 8007 AGL","Bangladesh","Asia","2",-5.45135981377282,-0.318835821882238,-0.798329917387513,1.58559435658691,1.71872189596615,-1.04988227545636,-0.969045216020336,0.422259830731042,1.68424539924487,-0.375979637029488
113,"ILL 8009 AGL","Bangladesh","Asia","2",-4.08454447389987,4.01073713370288,2.44781291031141,0.173058250930392,-0.238630993536025,0.295676810206971,-0.65751787640094,0.467298332298503,0.479289162919314,-0.0911791707795898
114,"ILL 8010 AGL","Bangladesh","Asia","2",2.73659366453751,5.08725943250385,5.07152109520129,1.18419241548861,2.74277384663694,1.9537138204122,-0.123319682425841,0.877235893942178,-0.283348712135101,0.174109104621723
115,"ILL 8072 AGL","India","Asia","1",-8.42329574750258,-0.353731807320065,2.01796772568852,2.23328885976623,-2.78925928877681,-0.810320411605272,1.18565058611699,2.04552929812038,-0.541036294849965,0.496730730317733
116,"ILL 8174 AGL","ICARDA","Other","2",2.61602096870112,-3.09769377137931,-1.42611601035146,-2.42572608093364,2.3992724640061,-1.11140870224939,1.82551308442221,0.0481436924210161,0.184139097435659,-0.350916629207097
117,"ILL 8595 AGL","Ecuador","Americas","3",5.32293790757957,-2.50474022361866,-1.64280459027487,-0.418460503918532,-0.492429218160167,0.3776669699177,2.44105343157124,-1.27763982692862,0.794991715384469,-0.674763224034227
118,"ILL 9 AGL","Jordan","Asia","1",-7.04903946922081,0.228447598107181,1.33211876152341,0.86456906510688,-0.755935127960337,0.527719657185596,0.442143836436996,1.6449409329616,-0.31643790928454,0.00651537160089569
119,"ILL 975 AGL","Chile","Americas","1",-6.42961536770332,0.202771188741808,-5.18796488056764,0.307794585596266,1.66823208014766,-1.55034015001417,-0.201934973543528,0.940807536902561,-0.926437886333263,0.907871560752212
120,"ILL 9888 AGL","ICARDA","Other","3",9.13620401949206,0.278099244100967,-3.36790442566123,0.282660675356874,2.64108532847277,-1.54152066616563,-1.72472598541341,-0.000342851051699745,-0.587545739611968,-0.0930411633314913
121,"ILL 9932 AGL","ICARDA","Other","2",-4.58336873346029,3.14358713752942,2.82112888441784,-0.379613406821635,1.30221574214102,0.255617185734419,-0.853397868032639,-0.0457147534323204,-0.311275344071186,-1.06894081743498
122,"ILL 9945 AGL","ICARDA","Other","3",11.4655323372643,3.8384965760414,1.98914284784454,2.36727315023412,1.05916218017233,-0.418270858337482,-2.21500154469585,0.207342178731629,0.545757379170469,-0.577687531751662
123,"ILL 9977 AGL","Jordan","Asia","2",-4.6196931993597,1.88189605951257,3.23237511030162,1.73641944888363,0.789603803724388,0.258981758111158,-1.15666990203997,-0.945103391798876,0.444683345290662,0.0687199824942625
124,"ILL 9997 AGL","ICARDA","Other","2",-4.95748309960434,2.83102361285596,0.322810125837749,2.32229084656699,0.931676724479638,1.02686850460914,-0.104370171733479,-0.397900703186981,-0.0355266311702228,-0.768115897306396
125,"ILWL 118 AGL","Syria","Asia","1",-11.7386377927841,0.423627900445373,-3.52731483607063,1.7973993366336,0.96168911201788,0.862582457711569,1.15007058733762,1.08149906543124,-0.275939527566468,-0.305913935707916
126,"Indianhead AGL","Canada","Americas","3",10.8715822165523,-1.67648684166406,0.516179854660512,0.151707772066233,-1.32830089935752,-1.81986196100677,-0.21751234049029,-0.631141058402969,1.50519650359842,-0.455558777060529
127,"IPL 220 AGL","India","Asia","2",-0.604473631056188,3.00512256754384,4.79021449122035,-0.969997637307712,3.6146976470172,0.367633569977146,-0.396389873037469,0.0134404229323389,1.25457578484771,0.299977664000652
