"Name","Alanine_Ro16","Alanine_Ro17","Alanine_Su16","Alanine_Su17","Arginine_Ro16","Arginine_Ro17","Arginine_Su16","Arginine_Su17","Aspartic.acid_Ro16","Aspartic.acid_Ro17","Aspartic.acid_Su16","Aspartic.acid_Su17","Cysteine_Ro16","Cysteine_Ro17","Cysteine_Su16","Cysteine_Su17","Glutamic.acid_Ro16","Glutamic.acid_Ro17","Glutamic.acid_Su16","Glutamic.acid_Su17","Glycine_Ro16","Glycine_Ro17","Glycine_Su16","Glycine_Su17","Histidine_Ro16","Histidine_Ro17","Histidine_Su16","Histidine_Su17","Isoleucine_Ro16","Isoleucine_Ro17","Isoleucine_Su16","Isoleucine_Su17","Leucine_Ro16","Leucine_Ro17","Leucine_Su16","Leucine_Su17","Lysine_Ro16","Lysine_Ro17","Lysine_Su16","Lysine_Su17","Methionine_Ro16","Methionine_Ro17","Methionine_Su16","Methionine_Su17","Phenylalanine_Ro16","Phenylalanine_Ro17","Phenylalanine_Su16","Phenylalanine_Su17","Proline_Ro16","Proline_Ro17","Proline_Su16","Proline_Su17","Protein_Ro16","Protein_Ro17","Protein_Su16","Protein_Su17","Serine_Ro16","Serine_Ro17","Serine_Su16","Serine_Su17","Threonine_Ro16","Threonine_Ro17","Threonine_Su16","Threonine_Su17","Tryptophan_Ro16","Tryptophan_Ro17","Tryptophan_Su16","Tryptophan_Su17","Tyrosine_Ro16","Tyrosine_Ro17","Tyrosine_Su16","Tyrosine_Su17","Valine_Ro16","Valine_Ro17","Valine_Su16","Valine_Su17"
"PI_297285_LSP_AGL",1.393948,1.147535,1.177323,1.160083,2.304617,2.19164,2.191349,2.226418,3.70969,3.289533,3.497318,3.299383,0.2765618,0.2724781,0.2582802,0.2704512,5.142449,4.653512,4.907118,4.676558,1.273317,1.136473,1.186872,1.157857,0.990374,0.7765191,1.081402,0.8837245,1.366734,1.255654,1.272688,1.258884,2.336462,2.089181,2.181597,2.113097,2.100167,1.895833,1.963323,1.896519,0.2856311,0.2604552,0.2568823,0.2651754,1.570198,1.462872,1.467511,1.467411,1.35614,1.188762,1.24977,1.213926,33.05352,28.83768,31.4669,29.60253,1.553793,1.419213,1.471542,1.431652,1.139913,1.208747,1.086616,1.153478,0.2530527,0.2285925,0.2387878,0.233565,0.9016271,0.881905,0.875958,0.8747952,1.539163,1.425262,1.430732,1.446067
"PI_297287_AGL",1.281097,1.189547,1.232237,1.16613,2.365096,2.341369,2.384754,2.233465,3.727331,3.481897,3.726431,3.28807,0.2638536,0.2775386,0.2682667,0.2634282,5.104605,4.832849,5.100111,4.665098,1.247928,1.195537,1.244833,1.17486,1.084362,0.8074684,1.079862,0.9180918,1.306583,1.276209,1.306348,1.250459,2.284852,2.161479,2.264656,2.124172,2.051081,1.963332,2.021177,1.898955,0.2935072,0.2826515,0.2775775,0.2697686,1.529277,1.504631,1.520836,1.466695,1.320636,1.227596,1.297969,1.23909,32.77113,30.03188,32.58381,29.85007,1.515323,1.462238,1.523434,1.43152,1.124058,1.290551,1.138907,1.130522,0.2493815,0.2382926,0.2500981,0.234734,0.904583,0.9243192,0.9145146,0.8748122,1.499622,1.475462,1.488268,1.45149
"PI_297754_LSP_AGL",1.155868,1.08495,1.049578,1.128413,1.911672,1.978985,1.825026,2.080569,3.237681,3.128428,3.086217,3.164242,0.2531017,0.2653109,0.2456961,0.2740423,4.398322,4.284995,4.268257,4.378765,1.086106,1.063399,1.040752,1.108148,0.9157884,0.8066005,0.9274778,0.9272963,1.165687,1.17574,1.144063,1.210173,2.00909,1.945567,1.934228,2.014079,1.866488,1.791255,1.785624,1.826715,0.2710426,0.2498293,0.2319898,0.2542191,1.360912,1.364894,1.310552,1.401906,1.18037,1.112692,1.132353,1.166948,28.48347,27.16217,27.80666,28.52725,1.360747,1.325622,1.326702,1.394557,0.9776179,1.164617,0.9359349,1.075345,0.2125066,0.2089586,0.2063409,0.2209612,0.7971435,0.8292384,0.760806,0.84551,1.316415,1.322304,1.269183,1.389459
"PI_297767_AGL",1.188082,1.126187,1.194626,1.210166,2.11179,2.150974,2.184042,2.258566,3.407166,3.149926,3.491833,3.117001,0.252706,0.265529,0.2547404,0.2481207,4.840436,4.509435,4.913811,4.544351,1.174873,1.100083,1.192495,1.126366,0.9457404,0.7868093,1.089152,1.093626,1.262335,1.222356,1.270616,1.241449,2.166737,2.026933,2.179415,2.085973,1.944934,1.849714,1.965757,1.850787,0.2719923,0.2446961,0.2639427,0.2337973,1.45008,1.430693,1.460725,1.455882,1.244754,1.166315,1.249092,1.248659,30.11457,27.92217,31.35074,29.64024,1.452553,1.401748,1.480565,1.419792,0.9874654,1.175551,1.033722,1.023486,0.22771,0.2199384,0.2378775,0.2257986,0.868723,0.8658772,0.8803474,0.8405936,1.419606,1.384241,1.431843,1.421126
"PI_297772_LSP_AGL",1.161366,1.085046,1.209561,1.2109,2.11085,2.144874,2.275177,2.304528,3.476871,3.215818,3.608482,3.255785,0.2624931,0.2609494,0.2555583,0.2406185,4.722996,4.416471,4.966606,4.550582,1.148388,1.076075,1.194883,1.12167,1.018066,0.8887752,1.216232,1.234886,1.232777,1.182503,1.294757,1.229557,2.117304,1.998098,2.215591,2.088223,1.919528,1.775369,1.960677,1.81616,0.2803398,0.2523388,0.2589889,0.243734,1.424305,1.386463,1.481238,1.441185,1.197583,1.159784,1.261943,1.242695,29.88022,27.97028,31.72261,29.84207,1.444583,1.352757,1.498463,1.400237,1.046301,1.150397,1.042999,1.055757,0.2224256,0.2147214,0.2353395,0.2243878,0.8664337,0.8667588,0.884831,0.8561577,1.39716,1.347954,1.457842,1.416957
"PI_297783_AGL",1.196613,1.136894,1.206451,1.135827,2.215447,2.212186,2.310108,2.117852,3.596731,3.344299,3.705976,3.183412,0.2580175,0.2620718,0.2611167,0.2505901,4.894153,4.581967,5.036106,4.435022,1.158807,1.127434,1.214908,1.086814,1.005611,0.7944329,1.164819,0.8916434,1.255822,1.214835,1.300833,1.184428,2.176032,2.079271,2.236649,2.028361,1.952875,1.849304,1.995188,1.802525,0.287042,0.2633878,0.2638952,0.2567056,1.451479,1.427669,1.487533,1.384679,1.222629,1.173971,1.24889,1.176931,30.97507,28.904,32.15216,28.48604,1.466989,1.406652,1.518166,1.363707,1.046562,1.204615,1.091493,1.080565,0.2311243,0.2271773,0.2420092,0.2207285,0.8680614,0.8667082,0.8755996,0.8316582,1.433469,1.403871,1.480474,1.372933
"PI_297787_LSP_AGL",1.161189,1.16172,1.154361,1.199159,2.004915,2.133833,2.041182,2.179406,3.439401,3.427666,3.463322,3.411324,0.2644534,0.2813045,0.2595422,0.274884,4.627356,4.545975,4.656803,4.61172,1.131749,1.110874,1.132666,1.134416,0.9405136,0.7411983,1.029587,0.8722954,1.199922,1.227414,1.216395,1.247491,2.079225,2.045995,2.079894,2.091113,1.922606,1.873252,1.909508,1.902828,0.2866785,0.2790723,0.2645911,0.2781756,1.385805,1.413364,1.387265,1.432357,1.195238,1.171928,1.200196,1.201108,29.42339,28.70138,30.02276,29.75889,1.415104,1.397538,1.429853,1.425046,1.03709,1.236622,1.009712,1.191046,0.2218949,0.223901,0.2288388,0.2318802,0.8308854,0.8563904,0.839493,0.8635218,1.355317,1.393272,1.373998,1.430555
"PI_298023_LSP_AGL",1.251327,1.227225,1.223035,1.19448,2.257174,2.387149,2.267241,2.337863,3.675847,3.653312,3.614845,3.398797,0.2908985,0.2978137,0.2671647,0.2825513,4.99478,4.945875,4.946001,4.675413,1.237175,1.231065,1.225264,1.170848,1.020076,0.883579,1.153174,1.102708,1.31667,1.315999,1.2881,1.259485,2.25008,2.211795,2.215365,2.119538,2.040432,1.972133,2.000725,1.897213,0.295276,0.288405,0.265805,0.2635504,1.517544,1.526405,1.489447,1.471243,1.256463,1.254655,1.267499,1.223391,31.43173,30.71198,31.91363,30.39075,1.543084,1.505006,1.510871,1.459388,1.10106,1.261076,1.101852,1.140205,0.2421008,0.2458667,0.2409289,0.2389202,0.9196688,0.9303222,0.8918262,0.9064808,1.491117,1.503145,1.458896,1.449161
"PI_298121_LSP_AGL",1.25024,1.194814,1.157117,1.219084,2.248973,2.358691,2.101467,2.332819,3.65481,3.531954,3.417379,3.479528,0.2578968,0.2684523,0.24164,0.2675219,4.99952,4.852603,4.79228,4.808321,1.215101,1.192959,1.151064,1.181893,1.102683,0.9490881,1.077678,1.020527,1.293136,1.284321,1.244689,1.279675,2.248196,2.167351,2.140753,2.163047,2.024969,1.94275,1.95226,1.933938,0.2925867,0.2648038,0.2574863,0.2706182,1.506503,1.498594,1.439574,1.494305,1.289116,1.230858,1.238591,1.23943,31.76731,30.43723,30.63752,30.53367,1.501021,1.458722,1.444205,1.457376,1.086432,1.267296,1.033241,1.182492,0.2335402,0.2362791,0.2233177,0.2338795,0.8820474,0.9112663,0.836934,0.8893315,1.466908,1.462371,1.39844,1.469991
"PI_298122_LSP_AGL",1.167056,1.142609,1.097881,1.1089,2.08239,2.190671,1.954016,2.09658,3.367551,3.249675,3.196635,3.096057,0.238731,0.2467453,0.2225626,0.2479365,4.700585,4.5955,4.54056,4.413607,1.14034,1.120827,1.096202,1.077791,0.9000944,0.7773658,0.882673,0.8063974,1.231491,1.241063,1.193341,1.205362,2.124866,2.078394,2.03633,2.007585,1.93604,1.860266,1.852775,1.806546,0.2751896,0.2504303,0.250192,0.2401628,1.433306,1.442931,1.369497,1.394437,1.215757,1.175529,1.160466,1.148768,29.6234,28.55823,28.32977,28.14116,1.433679,1.405119,1.383688,1.366758,1.048709,1.144979,0.9423696,1.042529,0.2149241,0.2165189,0.2084033,0.216485,0.8231758,0.8545374,0.7941113,0.8136795,1.402913,1.421558,1.351589,1.389637
"PI_298357_LSP_AGL",1.314472,1.270639,1.332314,1.20844,2.478801,2.455284,2.464987,2.307136,3.891299,3.678732,3.870629,3.448634,0.2959771,0.2916543,0.264647,0.2865443,5.155331,5.036934,5.155548,4.693671,1.274045,1.224065,1.30986,1.165534,1.26048,0.9464223,1.354616,0.9381575,1.345653,1.34084,1.333207,1.25585,2.325565,2.272042,2.336922,2.123859,2.088126,2.086904,2.066293,1.898286,0.2951986,0.2745944,0.2760111,0.265168,1.562912,1.566771,1.551484,1.472663,1.308867,1.272426,1.328777,1.208235,33.77536,32.53601,33.49854,29.99854,1.58297,1.565082,1.567299,1.444586,1.18451,1.235325,1.147295,1.192251,0.2551636,0.2495249,0.2603517,0.2367396,0.9403,0.947198,0.9290996,0.8797985,1.54691,1.563299,1.544413,1.448357
"PI_298631_LSP_AGL",1.194652,1.12983,1.238601,1.166145,2.043459,2.186651,2.213701,2.227805,3.292408,3.166115,3.430236,3.220645,0.235977,0.2510228,0.2368482,0.2497747,4.689953,4.528538,4.847091,4.592175,1.159398,1.129413,1.184744,1.13171,0.920289,0.9039739,1.230775,0.9972065,1.224321,1.217324,1.256263,1.229252,2.125481,2.043971,2.182559,2.075649,1.909011,1.837281,1.937382,1.856018,0.2791589,0.2535483,0.2611565,0.2580336,1.41979,1.426991,1.452381,1.434244,1.243301,1.190441,1.294785,1.221327,29.62248,28.65334,31.8866,29.47229,1.399274,1.392268,1.45675,1.40402,1.031285,1.169142,1.002892,1.074009,0.2254221,0.2241241,0.2364053,0.2282893,0.8454719,0.8583519,0.8553504,0.8544079,1.391701,1.391689,1.415665,1.414793
"PI_298644_LSP_AGL",1.251048,1.228244,1.277515,1.119806,2.187098,2.341886,2.220127,2.131425,3.415733,3.314187,3.438794,3.162461,0.2396408,0.2599316,0.2314494,0.2527746,4.930492,4.746484,4.961158,4.493443,1.204369,1.181035,1.220975,1.099902,0.9469402,0.9110607,1.272158,0.7701424,1.2634,1.26921,1.272878,1.22425,2.215082,2.143092,2.216727,2.040529,1.999452,1.909769,1.981185,1.799976,0.2913793,0.2506377,0.2650683,0.2438695,1.48823,1.488098,1.47112,1.41368,1.300145,1.256848,1.312869,1.159217,30.95817,29.87065,32.69678,28.11562,1.459471,1.454266,1.48292,1.376511,1.133179,1.231502,1.040966,1.059081,0.2263031,0.2314248,0.2432543,0.2185727,0.8886821,0.8998923,0.8946037,0.8175715,1.426165,1.442487,1.43446,1.404909
"PI_298645_AGL",1.238316,1.1308,1.182517,1.169962,2.204627,2.175599,2.097935,2.217489,3.540636,3.343733,3.368932,3.325679,0.2465644,0.2586592,0.2331258,0.2583043,4.920997,4.613753,4.745711,4.641791,1.187809,1.121922,1.136975,1.137817,1.046229,0.8906341,1.054344,1.000178,1.278009,1.233559,1.231117,1.252156,2.225506,2.060366,2.127182,2.093948,1.994954,1.851068,1.904667,1.868358,0.2825531,0.2529638,0.2593452,0.2598987,1.486052,1.430319,1.420385,1.445189,1.298039,1.177764,1.261156,1.220957,31.53215,28.95326,30.80387,29.83928,1.481618,1.394685,1.422934,1.419914,1.069686,1.188905,1.020987,1.075286,0.2291449,0.2238066,0.2248589,0.2293587,0.8631378,0.8650367,0.8294434,0.8622225,1.438355,1.388965,1.373978,1.430471
"PI_298921_AGL",1.297045,1.151192,1.191724,1.114388,2.080173,2.106654,2.058834,2.119447,3.380452,3.274865,3.383085,3.117384,0.2496879,0.2602682,0.2423811,0.2599744,4.809278,4.636173,4.804201,4.488715,1.155619,1.132332,1.149473,1.087465,0.8773493,0.6060753,0.8858967,0.7391973,1.278545,1.245832,1.252753,1.213932,2.169291,2.08186,2.138115,2.015142,2.02003,1.90595,1.955426,1.834316,0.2656204,0.264875,0.2669084,0.2524776,1.471167,1.454853,1.438997,1.417902,1.288789,1.170476,1.235308,1.169837,30.20908,27.47796,29.76728,27.8163,1.461116,1.413584,1.448647,1.376265,0.9864269,1.220706,1.017782,1.071556,0.2242383,0.2139282,0.220653,0.2168386,0.8671468,0.8680955,0.8562973,0.8434113,1.444418,1.402698,1.403424,1.382713
"PI_298922_LSP_AGL",1.222516,1.087147,1.13181,1.13307,2.156599,2.001171,1.969847,2.136961,3.521788,3.12249,3.28447,3.206174,0.252178,0.2401736,0.2371947,0.2497638,4.811842,4.368643,4.587928,4.481675,1.16919,1.076815,1.109731,1.091378,1.073215,0.8594828,1.042488,0.9448406,1.262026,1.165131,1.19524,1.201597,2.174579,1.967798,2.046926,2.021783,2.001681,1.802189,1.852805,1.820948,0.2684559,0.2368255,0.2490957,0.2438756,1.465376,1.367387,1.374552,1.408438,1.266723,1.135801,1.200582,1.182127,31.05056,27.44163,29.57171,28.81965,1.473469,1.311448,1.368997,1.349233,1.021579,1.159342,0.9919227,1.09259,0.2298785,0.206281,0.2165104,0.2153416,0.8546588,0.8061438,0.8003005,0.8257228,1.444297,1.315959,1.330695,1.36518
"PI_298923_LSP_AGL",1.281135,1.213002,1.326662,1.276533,2.427315,2.403967,2.467807,2.631872,3.711032,3.54843,3.794847,3.64688,0.2715164,0.2852219,0.2648042,0.2763456,5.155869,4.882876,5.189292,5.08965,1.246372,1.204745,1.303032,1.232256,1.225087,0.9284438,1.505042,1.277725,1.342227,1.305998,1.327636,1.339931,2.307231,2.185376,2.319596,2.273957,2.095718,1.947965,2.040056,1.998229,0.2740268,0.2715051,0.27883,0.2661946,1.559098,1.526089,1.534239,1.57172,1.325317,1.24053,1.343097,1.312916,33.27574,30.5077,34.47001,33.10401,1.581417,1.495837,1.560398,1.541021,1.12636,1.27798,1.143815,1.202446,0.2456241,0.2418354,0.2619501,0.2513731,0.939973,0.9212251,0.9374264,0.9477386,1.534696,1.484926,1.511073,1.545894
"PI_299116_LSP_AGL",1.137273,1.051711,1.11721,1.012043,2.050071,1.853967,2.037649,1.697597,3.390372,2.946665,3.317749,2.694038,0.2419658,0.2397203,0.2337154,0.2206352,4.550176,4.070087,4.600897,3.811578,1.125266,1.027254,1.112269,0.9770086,1.04748,0.6725354,1.032066,0.6864918,1.193326,1.116764,1.206552,1.050693,2.04755,1.862563,2.055305,1.765765,1.876489,1.708817,1.855637,1.624655,0.2572854,0.2391197,0.2476505,0.2291631,1.385875,1.299685,1.388047,1.232426,1.197958,1.105815,1.201657,1.061924,29.34877,26.10146,29.51776,24.5985,1.403405,1.260238,1.384998,1.177222,0.9658432,1.103791,0.9936116,0.9976877,0.2200315,0.2006419,0.2168494,0.192414,0.7957799,0.7595764,0.7920485,0.7119603,1.363091,1.263241,1.351182,1.2001
"PI_299120_LSP_AGL",1.102613,1.03803,1.078983,1.136754,1.935017,1.890676,1.897499,2.144388,3.23575,3.010905,3.141582,3.214304,0.2273184,0.2431962,0.2291458,0.2369621,4.49455,4.136785,4.402423,4.51756,1.061712,1.006152,1.054141,1.066928,0.9125296,0.7638384,0.9827596,0.9086336,1.175111,1.129502,1.156912,1.221169,2.012183,1.874204,1.973748,2.035903,1.863749,1.731586,1.797783,1.843162,0.2515019,0.2428223,0.2450717,0.2440123,1.357299,1.305929,1.328233,1.416517,1.201203,1.122701,1.184889,1.196755,28.32593,26.50746,28.46501,28.71426,1.357993,1.273624,1.330267,1.377098,0.9351996,1.074345,0.9307824,1.075188,0.2068296,0.1966865,0.2061422,0.2107326,0.7803138,0.7663426,0.7596163,0.8103009,1.315233,1.260391,1.278542,1.379722
"PI_299121_LSP_AGL",1.149112,1.10719,1.125804,1.115909,1.966562,2.085814,2.052521,2.10524,3.321969,3.245147,3.374587,3.101957,0.2446876,0.2530627,0.244656,0.245949,4.517279,4.462802,4.684842,4.377786,1.081346,1.088628,1.109749,1.045305,0.8855936,0.7668195,0.9065488,0.9472585,1.188694,1.189485,1.23102,1.193656,2.041404,1.995115,2.088915,1.984125,1.883891,1.814091,1.901592,1.801034,0.2593952,0.2613709,0.2482996,0.235595,1.380265,1.387018,1.413021,1.39041,1.205029,1.175125,1.221865,1.170596,28.71008,27.82166,29.61614,28.36534,1.384043,1.351221,1.420241,1.350914,0.9667923,1.161172,0.9839803,1.067704,0.2155216,0.215937,0.2172125,0.2111526,0.7858029,0.8280969,0.8070152,0.8001945,1.335664,1.339771,1.369794,1.348294
"PI_299126_LSP_AGL",1.104226,1.11959,1.127692,1.153885,1.927262,2.170767,2.022604,2.237401,3.246385,3.259223,3.315449,3.253748,0.2196748,0.2447364,0.2299112,0.2408447,4.472364,4.558619,4.630706,4.540422,1.099602,1.119697,1.134047,1.124352,1.019192,0.9203988,1.084911,1.059913,1.152909,1.212731,1.191696,1.217544,2.005162,2.047385,2.071102,2.057237,1.837258,1.853149,1.857379,1.826487,0.2608734,0.2537197,0.2642964,0.2489395,1.339621,1.423569,1.378969,1.422412,1.214337,1.204458,1.22961,1.223333,28.74494,28.75947,29.82506,29.68245,1.334717,1.378823,1.377152,1.38028,0.9977254,1.226433,0.9995558,1.123438,0.2111755,0.2165187,0.2217433,0.2237022,0.7693129,0.8437808,0.8046987,0.8375934,1.291051,1.366544,1.334789,1.385344
"PI_299163_LSP_AGL",1.239852,1.170244,1.236315,1.174841,2.253943,2.317652,2.237504,2.293521,3.601281,3.362667,3.440822,3.324431,0.2512412,0.2650871,0.2415638,0.2662759,5.040872,4.720043,4.910124,4.663761,1.221559,1.158016,1.18824,1.157092,1.006096,0.9040511,1.156639,0.9456488,1.29644,1.253788,1.265613,1.253298,2.252127,2.114197,2.190287,2.104797,2.044011,1.911182,1.973235,1.888155,0.2786683,0.2625161,0.2625218,0.2687644,1.509654,1.474306,1.46621,1.462611,1.297301,1.216807,1.296129,1.231596,31.60594,29.51437,31.98417,29.77069,1.508708,1.438843,1.462568,1.429338,1.119165,1.236278,1.045462,1.138221,0.2391334,0.2297758,0.2358466,0.2325255,0.8945583,0.9097053,0.8692366,0.899541,1.475699,1.43699,1.433802,1.445446
"PI_299164_LSP_AGL",1.24964,1.076257,1.163219,1.126279,2.151398,2.022064,2.044828,1.932427,3.421365,3.050141,3.304462,2.873969,0.2439114,0.2483593,0.2354459,0.2538649,4.747441,4.273512,4.638708,4.084421,1.176458,1.070132,1.136583,1.056796,1.071933,0.8751332,1.105904,0.8976395,1.238055,1.135239,1.192459,1.137466,2.148299,1.922761,2.075396,1.897709,1.973689,1.759168,1.871413,1.733994,0.2760145,0.2581401,0.2654228,0.2438461,1.444387,1.338125,1.381477,1.32119,1.269222,1.149243,1.232407,1.1554,30.97049,27.42819,30.2695,27.13154,1.441707,1.291065,1.3788,1.288681,1.079281,1.149912,1.007339,1.019673,0.2340261,0.2152026,0.2274951,0.2147455,0.8735143,0.8276665,0.831667,0.7868577,1.424126,1.296339,1.344931,1.306244
"PI_299165_AGL",1.181895,1.140141,1.118244,1.111385,2.011829,2.195576,1.984388,1.979218,3.276449,3.220258,3.217023,3.025785,0.2364185,0.259017,0.2362199,0.2516525,4.654657,4.5828,4.617065,4.292524,1.140881,1.122098,1.126045,1.097141,0.9802006,0.8154056,1.036268,0.8699338,1.218627,1.226336,1.202534,1.171044,2.097748,2.060855,2.068341,1.965257,1.94629,1.877009,1.895841,1.787049,0.2623757,0.2554775,0.2451735,0.2596153,1.409861,1.445702,1.387599,1.355935,1.245461,1.195631,1.224486,1.176872,30.05438,28.68994,29.93506,27.81008,1.405153,1.395512,1.395082,1.3258,1.039378,1.204439,1.012248,1.07596,0.2221884,0.2221846,0.2186606,0.2152713,0.8354328,0.8626117,0.8165515,0.8118781,1.378634,1.398833,1.341894,1.335252
"PI_299177_LSP_AGL",1.328406,1.172186,1.136443,1.154805,2.063781,2.225949,1.979928,2.149388,3.414301,3.364297,3.228374,3.239845,0.2604297,0.2730156,0.2358717,0.259892,4.67779,4.627345,4.550919,4.527633,1.194496,1.156292,1.126241,1.133043,1.026448,0.8422699,1.129114,0.9548054,1.270824,1.243336,1.191481,1.218017,2.164712,2.087046,2.045605,2.054879,1.998749,1.887976,1.872146,1.870254,0.263117,0.2747854,0.2443275,0.2603678,1.456137,1.453926,1.373266,1.423445,1.293112,1.200264,1.19374,1.189484,30.96881,29.15169,29.86355,29.15818,1.461445,1.418019,1.390965,1.399509,1.029343,1.279563,0.998473,1.149187,0.2382676,0.2283018,0.2251399,0.2279337,0.8454778,0.8910315,0.8193476,0.8602718,1.445426,1.412954,1.345803,1.402966
"PI_299237_LSP_AGL",1.263586,1.133843,1.191023,1.189748,2.207585,2.181431,2.132208,2.24857,3.674022,3.393405,3.584581,3.554055,0.2824568,0.2906076,0.2629295,0.2935355,4.828445,4.539526,4.796647,4.758367,1.193707,1.120235,1.155723,1.161748,1.047797,0.8126456,0.9214569,0.877908,1.271128,1.223794,1.248232,1.273974,2.190247,2.048657,2.145681,2.139551,2.004089,1.870802,1.947059,1.916685,0.2847708,0.2699001,0.276202,0.2863454,1.466149,1.418381,1.427396,1.468356,1.266351,1.180591,1.235266,1.215957,31.26149,28.72331,30.29473,29.48425,1.498165,1.41097,1.439605,1.434839,1.075726,1.206434,1.051769,1.165327,0.2429451,0.2232243,0.234496,0.229374,0.8880931,0.8890007,0.869018,0.8973256,1.445317,1.382108,1.415822,1.442637
"PI_299289_AGL",1.289374,1.235759,1.251096,1.23335,2.260823,2.382975,2.223373,2.349533,3.61728,3.578812,3.577078,3.489407,0.2781482,0.2970292,0.2718434,0.2904465,4.851686,4.831588,4.772532,4.709861,1.197525,1.180827,1.193424,1.162971,1.141384,0.8541118,1.270069,0.9674017,1.293837,1.290246,1.258957,1.269162,2.217189,2.193847,2.160593,2.150567,2.046627,1.969219,1.948438,1.930631,0.2690009,0.2723968,0.2619968,0.2667724,1.506026,1.52903,1.457309,1.494386,1.259864,1.233117,1.24446,1.223175,31.59251,29.95691,31.58533,30.32924,1.526243,1.488336,1.488304,1.458951,1.044593,1.262357,1.039333,1.20364,0.2420783,0.2351161,0.2434348,0.2352314,0.8977766,0.9388639,0.8620999,0.9087214,1.500371,1.488753,1.434997,1.468767
"PI_299312_AGL",1.310409,1.249053,1.264444,1.321856,2.437401,2.320029,2.401461,2.540693,3.790987,3.397416,3.759286,3.657533,0.2609759,0.2600685,0.2763728,0.2683955,5.33551,4.804985,5.182386,5.150607,1.290007,1.164088,1.258144,1.257692,1.070106,0.8963186,1.115391,1.008734,1.368303,1.275463,1.340794,1.339227,2.363038,2.15603,2.293544,2.291103,2.135438,1.940292,2.047236,2.035673,0.2855116,0.2687858,0.2706355,0.2853018,1.585058,1.49227,1.540679,1.573745,1.356926,1.266245,1.310058,1.320695,33.61382,30.13457,33.15503,32.2167,1.581846,1.443319,1.557583,1.523246,1.188508,1.189806,1.16811,1.253987,0.2549661,0.2338449,0.2520594,0.250858,0.9481781,0.8821667,0.926788,0.9537973,1.566844,1.461292,1.514756,1.552168
"PI_299345_AGL",1.296351,1.162684,1.218816,1.187678,2.253098,2.277496,2.170079,2.253249,3.534534,3.321692,3.43985,3.267752,0.2472696,0.2598987,0.2404253,0.251734,4.998908,4.696172,4.844282,4.636327,1.208617,1.161452,1.18807,1.136829,1.123084,0.9473624,1.155958,1.038902,1.314873,1.24948,1.260164,1.23354,2.259599,2.107173,2.17501,2.089895,2.054792,1.880206,1.956575,1.872115,0.2694585,0.2593033,0.2516549,0.2577999,1.519749,1.464655,1.454796,1.439354,1.309708,1.219294,1.265795,1.232694,32.26373,29.5105,31.54344,29.83131,1.525101,1.415833,1.4733,1.406533,1.067861,1.208583,1.068048,1.110284,0.2447252,0.2306153,0.2382313,0.2329242,0.9034534,0.8826169,0.8566731,0.8660352,1.502856,1.425052,1.424511,1.415349
"PI_299351_LSP_AGL",1.176754,1.132505,1.22616,1.205872,1.89248,2.034511,2.101828,2.215199,3.352314,3.255216,3.541873,3.427674,0.2629329,0.2866224,0.2691031,0.280355,4.424071,4.307275,4.736263,4.622801,1.082442,1.075987,1.175902,1.123813,0.8197045,0.7013973,1.0901,0.9316137,1.160557,1.154575,1.245014,1.229609,2.004453,1.954771,2.14152,2.088817,1.883918,1.806031,1.954666,1.91307,0.27975,0.2731977,0.2652526,0.2757992,1.340032,1.35383,1.426893,1.433123,1.16757,1.126921,1.225942,1.194425,28.02286,27.24756,30.6175,29.606,1.363929,1.334775,1.455534,1.410683,0.9794997,1.203836,1.037763,1.146788,0.2203564,0.2210209,0.2346777,0.2320671,0.8074549,0.8565122,0.8549805,0.8804955,1.32553,1.332605,1.413608,1.427863
"PI_299366_LSP_AGL",1.201835,1.10977,1.115661,1.138719,2.0715,2.12396,1.988736,2.17687,3.362875,3.055499,3.203794,3.149764,0.230518,0.2467369,0.227012,0.2468152,4.784475,4.404221,4.590229,4.516553,1.150574,1.074349,1.107005,1.086949,0.9683212,0.8391302,1.046925,0.9280514,1.234362,1.169625,1.182292,1.197328,2.151808,1.9893,2.047793,2.035777,1.971967,1.796405,1.862914,1.815128,0.2627084,0.2345831,0.2390183,0.2406689,1.437697,1.389222,1.373417,1.406367,1.257152,1.166724,1.20874,1.2032,30.21656,27.81503,29.36328,28.74478,1.422599,1.331116,1.369606,1.350155,1.062349,1.157481,1.002121,1.062772,0.2247252,0.2155815,0.2169987,0.2200382,0.8348842,0.8205814,0.8009555,0.822917,1.408923,1.344727,1.330513,1.380274
"PI_299375_LSP_AGL",1.187801,1.078566,1.175246,1.192226,2.090269,2.02346,2.071345,2.147676,3.401866,3.036682,3.363445,3.238475,0.2467332,0.2490379,0.2502245,0.2510831,4.750437,4.309842,4.695464,4.569458,1.13561,1.053278,1.140612,1.129035,0.9609724,0.8534912,1.094039,0.9514943,1.240252,1.154927,1.236668,1.222691,2.1333,1.93509,2.106012,2.064466,1.97487,1.763986,1.926009,1.866353,0.2647808,0.2414723,0.2447381,0.2721115,1.43415,1.352683,1.419221,1.420646,1.240928,1.141369,1.21265,1.217052,30.31071,27.28638,30.01118,29.10747,1.444997,1.303116,1.437148,1.392321,1.047397,1.150397,1.006029,1.11446,0.2275803,0.2101715,0.2264445,0.226734,0.860353,0.8286796,0.8518971,0.8692021,1.414081,1.297918,1.39199,1.406247
