"Name","Alanine_Ro16","Alanine_Ro17","Alanine_Su16","Alanine_Su17","Arginine_Ro16","Arginine_Ro17","Arginine_Su16","Arginine_Su17","Aspartic.acid_Ro16","Aspartic.acid_Ro17","Aspartic.acid_Su16","Aspartic.acid_Su17","Cysteine_Ro16","Cysteine_Ro17","Cysteine_Su16","Cysteine_Su17","Glutamic.acid_Ro16","Glutamic.acid_Ro17","Glutamic.acid_Su16","Glutamic.acid_Su17","Glycine_Ro16","Glycine_Ro17","Glycine_Su16","Glycine_Su17","Histidine_Ro16","Histidine_Ro17","Histidine_Su16","Histidine_Su17","Isoleucine_Ro16","Isoleucine_Ro17","Isoleucine_Su16","Isoleucine_Su17","Leucine_Ro16","Leucine_Ro17","Leucine_Su16","Leucine_Su17","Lysine_Ro16","Lysine_Ro17","Lysine_Su16","Lysine_Su17","Methionine_Ro16","Methionine_Ro17","Methionine_Su16","Methionine_Su17","Phenylalanine_Ro16","Phenylalanine_Ro17","Phenylalanine_Su16","Phenylalanine_Su17","Proline_Ro16","Proline_Ro17","Proline_Su16","Proline_Su17","Protein_Ro16","Protein_Ro17","Protein_Su16","Protein_Su17","Serine_Ro16","Serine_Ro17","Serine_Su16","Serine_Su17","Threonine_Ro16","Threonine_Ro17","Threonine_Su16","Threonine_Su17","Tryptophan_Ro16","Tryptophan_Ro17","Tryptophan_Su16","Tryptophan_Su17","Tyrosine_Ro16","Tyrosine_Ro17","Tyrosine_Su16","Tyrosine_Su17","Valine_Ro16","Valine_Ro17","Valine_Su16","Valine_Su17"
"X3156.11_AGL",1.170521,1.119545,1.147713,1.100438,1.960124,2.008237,1.996774,1.963411,3.310755,3.034451,3.327064,2.967452,0.2445685,0.2620239,0.2561481,0.2591099,4.628204,4.234198,4.609587,4.152975,1.153866,1.074854,1.131029,1.061485,0.8896175,0.7939361,0.9557583,0.8476465,1.212467,1.146605,1.213634,1.130742,2.11258,1.936188,2.067974,1.917156,1.931364,1.738594,1.899425,1.703023,0.277661,0.2582,0.2595756,0.2506913,1.408849,1.340307,1.387495,1.321423,1.210446,1.149248,1.183646,1.150565,29.14351,27.26475,29.42614,27.24093,1.399733,1.307999,1.393642,1.280211,1.043926,1.1027,1.026432,1.072932,0.2218391,0.2177394,0.2209152,0.2175069,0.8259578,0.8415967,0.8340887,0.8099629,1.386194,1.318432,1.367091,1.302378
"CDC_Asterix_AGL",1.215247,1.078733,1.11237,1.08351,2.04548,1.957027,1.928847,2.003498,3.390554,3.03454,3.258381,3.064467,0.2526125,0.2508271,0.2523594,0.2587036,4.684016,4.27177,4.529692,4.309143,1.156099,1.062906,1.103829,1.076253,0.9098247,0.8390037,0.8403684,0.879967,1.241029,1.174901,1.204048,1.195043,2.125511,1.94884,2.03918,1.978162,1.946427,1.782495,1.893282,1.774548,0.2793403,0.2509427,0.2621036,0.2429536,1.431546,1.354691,1.380997,1.381357,1.237334,1.136566,1.1562,1.145267,29.89966,27.41141,28.6052,27.71493,1.43167,1.328827,1.396036,1.360961,1.051039,1.071529,1.014732,1.048735,0.2230552,0.2159134,0.2119168,0.2167616,0.831789,0.8061984,0.8157467,0.8026129,1.400189,1.340878,1.346796,1.363111
"CDC_Cherie_AGL",1.170239,1.118747,1.138144,1.1027,1.991178,2.078815,1.979395,2.044433,3.340863,3.177977,3.227132,3.1425,0.253344,0.2752726,0.2498944,0.2727979,4.613619,4.380801,4.499217,4.317713,1.132847,1.106435,1.10418,1.083734,0.8607842,0.7882895,1.036356,0.7180535,1.216031,1.183634,1.187333,1.169837,2.09948,1.995552,2.028755,1.984551,1.911059,1.773819,1.846657,1.772161,0.2688468,0.2519345,0.2477991,0.2480102,1.405309,1.38075,1.362227,1.368479,1.219457,1.154914,1.173681,1.148279,29.36302,27.98715,29.4213,27.74391,1.402175,1.340609,1.370835,1.338212,1.012522,1.168279,0.9995091,1.116879,0.2197617,0.2261984,0.222132,0.2227864,0.8140497,0.8265123,0.8053046,0.8073043,1.377561,1.354164,1.338733,1.347317
"CDC_Glamis_AGL",1.1706,1.141392,1.235555,1.061981,1.976436,2.101909,2.165099,1.901379,3.268544,3.119051,3.43375,2.836486,0.2643611,0.2790607,0.2618003,0.2639011,4.578091,4.423353,4.823459,4.058959,1.157989,1.128836,1.178717,1.054616,0.8337709,0.7609958,1.044625,0.7474457,1.227602,1.228007,1.290138,1.14378,2.087168,2.025785,2.184559,1.881787,1.92156,1.822967,1.985421,1.709188,0.2743606,0.2517747,0.252047,0.2354257,1.420139,1.426195,1.478183,1.32766,1.189836,1.170982,1.2506,1.123697,28.8665,27.71144,31.03044,26.1607,1.424919,1.40537,1.500866,1.300156,1.04585,1.121041,1.030143,1.026477,0.2196059,0.2258972,0.2344545,0.21259,0.8520275,0.8659954,0.884582,0.8053643,1.384372,1.402712,1.459453,1.302025
"CDC_Gold_AGL",1.262082,NA,1.198042,NA,2.037786,NA,1.880619,NA,3.385948,NA,3.248466,NA,0.2750916,NA,0.2676345,NA,4.599499,NA,4.405537,NA,1.115467,NA,1.115022,NA,0.9324229,NA,0.9547773,NA,1.271896,NA,1.197433,NA,2.135784,NA,2.019352,NA,1.924885,NA,1.833369,NA,0.2569128,NA,0.2545524,NA,1.455416,NA,1.364998,NA,1.237579,NA,1.184173,NA,30.32647,NA,28.7928,NA,1.449341,NA,1.365538,NA,0.9944572,NA,0.9685392,NA,0.2275565,NA,0.2259254,NA,0.8511596,NA,0.8298248,NA,1.408683,NA,1.3264,NA
"CDC_Greenstar_AGL",1.190861,1.112187,1.092922,1.108186,2.02918,1.971387,1.855518,1.968794,3.34755,2.962605,3.132818,3.025335,0.2590613,0.272399,0.2577307,0.2641262,4.737802,4.190592,4.369177,4.26989,1.190828,1.096228,1.103041,1.096358,0.8192866,0.7142224,0.8511178,0.7159963,1.254237,1.174313,1.168186,1.181653,2.155196,1.942528,1.978195,1.965544,1.966957,1.761064,1.812547,1.782441,0.2815545,0.2491131,0.2525682,0.2543712,1.454041,1.365038,1.331808,1.368749,1.225172,1.140281,1.149407,1.163797,29.47124,26.67634,27.95282,27.17546,1.448074,1.340322,1.336644,1.341229,1.079231,1.131446,1.014219,1.0551,0.2256638,0.2233934,0.2158112,0.2200813,0.8664122,0.8319325,0.8086462,0.8203995,1.414728,1.34138,1.293722,1.350149
"CDC_Imax_AGL",1.210722,1.168204,1.208175,1.218119,2.0915,2.2088,2.17874,2.282349,3.612778,3.320698,3.637485,3.439749,0.2551448,0.2939512,0.2548514,0.2889445,4.910028,4.625206,4.983331,4.764497,1.284948,1.138475,1.27435,1.172449,0.9406564,0.6363658,0.995947,0.7241914,1.273311,1.244079,1.293048,1.269338,2.197361,2.095724,2.232656,2.154222,1.987434,1.846005,2.002034,1.927171,0.2463443,0.2619229,0.2382034,0.2693835,1.449663,1.461794,1.477062,1.488467,1.211873,1.222689,1.234449,1.243204,30.40954,28.51782,31.08858,29.78868,1.488736,1.418274,1.509583,1.461161,1.150431,1.162923,1.146621,1.192587,0.2518519,0.2309244,0.2526817,0.2349474,0.8829025,0.8652385,0.8870061,0.8911862,1.450787,1.41761,1.468626,1.461992
"CDC_Impower_AGL",1.189327,1.155053,1.109734,1.210943,2.060246,2.244577,2.00939,2.214934,3.457822,3.333898,3.349966,3.249151,0.247754,0.2937534,0.2352966,0.2788281,4.662744,4.597022,4.594823,4.532069,1.224908,1.172809,1.205079,1.169288,1.037178,0.8506728,1.153761,0.9137324,1.225827,1.255376,1.197128,1.259589,2.124066,2.094856,2.092024,2.086713,1.874982,1.855761,1.848543,1.852306,0.2381312,0.2715851,0.2190067,0.2616288,1.403575,1.451831,1.372882,1.452363,1.227475,1.200615,1.193215,1.221252,29.94299,29.13566,29.81586,28.99632,1.422171,1.451964,1.41498,1.442542,1.103987,1.184126,1.06024,1.111386,0.2442622,0.2357689,0.2396782,0.2318555,0.8467467,0.9154301,0.8323579,0.8938254,1.37165,1.435635,1.343291,1.444767
"CDC_KR.1_AGL",1.236251,1.063728,1.129523,1.093677,2.030083,1.933787,1.954285,2.043114,3.372861,2.855236,3.191493,2.989332,0.2571591,0.2649822,0.2479179,0.275684,4.635821,4.027238,4.442738,4.170723,1.174684,1.036947,1.105491,1.085713,0.9423773,0.6725943,0.9834907,0.7951735,1.224931,1.105321,1.171927,1.140896,2.120441,1.871674,2.014989,1.942324,1.929361,1.660558,1.825247,1.690634,0.279059,0.2274209,0.2421359,0.2400552,1.42106,1.306621,1.353063,1.353113,1.241461,1.124142,1.172366,1.166194,29.73848,25.91811,28.60073,27.12016,1.418517,1.261478,1.34681,1.308001,1.048009,1.072891,0.999838,1.082703,0.2269196,0.2134342,0.2163507,0.2205278,0.8307694,0.7754538,0.7930027,0.8095384,1.387222,1.268431,1.316815,1.31321
"CDC_LeMay_AGL",1.169337,1.148326,1.145251,1.115184,2.083176,2.118462,2.140411,2.124872,3.333882,3.163877,3.312877,3.027848,0.241646,0.2561014,0.2420491,0.2631205,4.689579,4.509302,4.705755,4.362022,1.149694,1.106828,1.12893,1.09025,0.8839577,0.7425151,0.9973734,0.8144823,1.229271,1.227203,1.237335,1.209644,2.128716,2.049267,2.103072,2.011091,1.942791,1.85198,1.908339,1.775549,0.2794518,0.2537618,0.251496,0.2377785,1.435625,1.42574,1.4299,1.408732,1.215242,1.176567,1.210806,1.168743,29.80044,28.37162,29.98742,28.2269,1.440354,1.393478,1.430828,1.379566,1.029798,1.107773,0.9996691,1.098095,0.2222615,0.2221911,0.2175949,0.2174033,0.8409931,0.8361621,0.8175436,0.8316441,1.414266,1.417177,1.397241,1.389764
"CDC_Maxim_AGL",1.23163,1.104248,0.9883527,1.097393,2.063405,2.069536,1.688513,2.070177,3.49771,3.132369,3.051613,3.1006,0.2581782,0.2606795,0.2052326,0.2708034,4.638405,4.348938,4.243254,4.262007,1.214529,1.077544,1.092901,1.087995,0.9788758,0.7345212,0.8648165,0.7038908,1.240752,1.165229,1.095026,1.148272,2.119674,1.976665,1.914325,1.961596,1.866799,1.763186,1.743731,1.714182,0.2278243,0.2449932,0.2196233,0.2507553,1.409323,1.371168,1.253908,1.360256,1.250347,1.157887,1.090489,1.166313,30.08156,27.58875,26.65145,27.39621,1.429705,1.326036,1.264618,1.310972,1.0276,1.138068,1.022272,1.142367,0.2449374,0.2200623,0.2109836,0.222627,0.8109022,0.8137898,0.7448436,0.8157526,1.376381,1.333261,1.232847,1.319741
"CDC_QG.1_AGL",1.209437,1.16065,1.200875,1.176799,2.169261,2.251972,2.165516,2.238087,3.49535,3.293289,3.481152,3.256416,0.2582778,0.272976,0.265657,0.2697116,4.920284,4.638649,4.858769,4.612333,1.217213,1.149262,1.191162,1.152503,1.001537,0.9068511,1.013297,0.9029931,1.292559,1.263836,1.290641,1.25928,2.231112,2.101439,2.185012,2.099118,2.032024,1.891128,1.999438,1.887059,0.2832527,0.2594211,0.2695065,0.2616854,1.498432,1.465337,1.473746,1.466762,1.251704,1.187397,1.222527,1.199385,31.02439,29.40702,30.93782,29.23903,1.507042,1.446937,1.498474,1.442287,1.094215,1.186818,1.092366,1.17828,0.2314802,0.2297627,0.2305774,0.2284767,0.8894016,0.8995005,0.8952625,0.898445,1.47296,1.445452,1.452728,1.446075
"CDC_Red_Rider_AGL",1.25767,1.274659,1.237278,1.173,2.199828,2.370617,2.196399,2.166918,3.637898,3.507071,3.625291,3.310131,0.2683017,0.2917239,0.2819284,0.2833624,4.966259,4.823153,4.90951,4.540574,1.227422,1.190727,1.18317,1.121564,0.9474445,0.7699646,0.8916907,0.6949688,1.284,1.288082,1.288377,1.208854,2.227791,2.175285,2.192566,2.054414,2.030641,1.951497,2.004691,1.838431,0.2820218,0.2738473,0.2732534,0.2656814,1.497224,1.517081,1.47989,1.424822,1.274775,1.252198,1.23578,1.191939,30.94482,29.8111,30.78145,28.2467,1.497598,1.48305,1.488769,1.37307,1.108444,1.225049,1.098036,1.161686,0.240267,0.2396217,0.2334167,0.2271382,0.8852192,0.9247292,0.8843963,0.8632919,1.467214,1.484584,1.45286,1.38944
"CDC_Redcoat_AGL",1.345759,1.16344,1.18824,1.09923,2.018804,2.237051,2.144533,1.988665,3.481048,3.337035,3.43195,2.964148,0.2882285,0.2790018,0.2586613,0.2587815,4.655877,4.617962,4.791095,4.189201,1.2033,1.131818,1.168465,1.043819,0.7574043,0.8142626,1.083896,0.7792265,1.301152,1.222798,1.254777,1.132213,2.165936,2.089301,2.155999,1.920148,1.995131,1.853586,1.955283,1.737609,0.2549471,0.2562619,0.2521352,0.234812,1.483526,1.442253,1.448007,1.33763,1.240238,1.202555,1.227306,1.13102,29.27898,28.88556,30.68991,26.88517,1.492857,1.404095,1.455084,1.297181,1.037618,1.165295,1.021239,1.04928,0.2385522,0.2279015,0.2267568,0.2133961,0.8347015,0.8668935,0.8528177,0.8022131,1.46168,1.401987,1.415335,1.306455
"CDC_Redwing_AGL",1.273844,1.145312,1.189311,1.177329,2.156661,2.255183,2.185071,2.319422,3.546651,3.356863,3.544423,3.437438,0.2648632,0.2751398,0.2664481,0.2738141,4.926222,4.724436,4.945821,4.822094,1.18258,1.141698,1.182819,1.157466,0.833167,0.8445565,0.9999496,0.8552409,1.308203,1.285009,1.303043,1.307568,2.222791,2.118959,2.200675,2.171478,2.042049,1.924376,1.996615,1.950217,0.2827136,0.248108,0.261592,0.2585849,1.506227,1.488163,1.48604,1.520312,1.263251,1.178238,1.21834,1.212768,30.59752,29.33395,30.96719,29.81927,1.516625,1.483601,1.521014,1.495818,1.071707,1.163349,1.060472,1.190033,0.2219983,0.2257826,0.2277947,0.2282653,0.8697358,0.880629,0.8682097,0.8985568,1.462503,1.45404,1.447581,1.482549
"CDC_Robin_AGL",1.238664,1.118315,1.145153,1.164436,2.207946,2.170966,1.979572,2.20579,3.612878,3.24881,3.245692,3.313584,0.2690508,0.2821827,0.2556702,0.2688586,4.91708,4.467959,4.560409,4.574084,1.214787,1.101567,1.131494,1.102903,0.9508138,0.7506403,0.9691201,0.7982968,1.278227,1.193778,1.19561,1.22697,2.226653,2.032613,2.057657,2.078337,2.023972,1.821688,1.893403,1.875504,0.2898634,0.2521033,0.2603329,0.2469492,1.499057,1.415632,1.392741,1.446298,1.250607,1.157143,1.168309,1.180653,30.88439,28.16338,28.95313,28.7601,1.504623,1.383739,1.406134,1.408675,1.129175,1.175722,0.997028,1.105773,0.2319254,0.2237053,0.2189852,0.2223192,0.8846944,0.8586993,0.8330935,0.8389248,1.463247,1.374564,1.357255,1.41706
"CDC_Rosebud_AGL",1.235061,1.160439,1.168136,1.20339,2.136875,2.254402,2.169255,2.257934,3.562697,3.40907,3.535047,3.417258,0.2712409,0.2862604,0.274554,0.2755932,4.841523,4.741369,4.850385,4.71864,1.197588,1.167071,1.171606,1.165657,0.9023362,0.8444185,1.024354,0.8842127,1.277146,1.275186,1.290771,1.272732,2.198291,2.138441,2.176188,2.135916,2.031877,1.933949,1.989648,1.942907,0.291042,0.2711805,0.2641432,0.2723472,1.485873,1.495216,1.481557,1.490589,1.233751,1.201386,1.221959,1.215793,30.63089,29.38383,30.8643,29.65129,1.498927,1.470538,1.502501,1.453423,1.132606,1.199585,1.065519,1.211032,0.2313574,0.2320376,0.2294719,0.2320266,0.8882398,0.9026909,0.8907961,0.9009198,1.451964,1.46042,1.451982,1.457109
"CDC_Rosetown_AGL",1.208241,1.161422,1.144174,1.135253,1.956231,2.224927,1.98897,2.077781,3.309129,3.252627,3.241802,3.147849,0.247964,0.2756658,0.2492297,0.2651798,4.60362,4.55126,4.543701,4.402404,1.168295,1.122105,1.11334,1.085319,0.8965442,0.7814084,0.9484549,0.7147828,1.215399,1.226665,1.201595,1.197762,2.10435,2.074338,2.062315,2.019707,1.93374,1.848398,1.893911,1.832665,0.2810066,0.2487623,0.2473405,0.2414708,1.411952,1.449981,1.400535,1.409212,1.200698,1.185162,1.184162,1.150424,29.29557,28.86495,29.04261,27.81934,1.418358,1.411967,1.402354,1.382103,1.032531,1.171261,1.007313,1.096359,0.2253481,0.2264608,0.2158708,0.2181453,0.8305147,0.8663138,0.8124937,0.8244476,1.390338,1.415741,1.365967,1.383015
"CDC_Rosie_AGL",1.180443,1.176293,1.238377,1.122901,2.025815,2.281186,2.232701,2.173579,3.391816,3.382008,3.603797,3.230254,0.2635619,0.2903677,0.275531,0.2843106,4.697875,4.685127,4.996131,4.49334,1.15489,1.148363,1.207756,1.115613,0.770489,0.8015325,0.9453551,0.7496583,1.245068,1.263788,1.315901,1.224832,2.151994,2.127068,2.238958,2.07133,1.962961,1.903641,2.041035,1.8162,0.2740397,0.2567224,0.2686248,0.2445591,1.454311,1.489071,1.513053,1.448039,1.209675,1.188137,1.237957,1.182183,29.27792,29.54323,31.30323,28.61224,1.451303,1.460544,1.531409,1.410118,1.057255,1.211484,1.109716,1.153263,0.2212555,0.2342092,0.232506,0.2266484,0.833351,0.8916442,0.8897411,0.8397278,1.421303,1.462194,1.489424,1.405927
"CDC_Rouleau_AGL",1.197762,1.154148,1.094049,1.110673,1.970794,2.110993,1.769264,1.936336,3.297143,3.185484,3.042777,2.922532,0.2365194,0.2548642,0.2298095,0.2431519,4.633782,4.458569,4.293802,4.182833,1.149196,1.116303,1.068751,1.05943,0.9710769,0.8049219,0.858447,0.8128453,1.223812,1.185816,1.124818,1.125538,2.124002,2.025931,1.930986,1.919031,1.926465,1.790099,1.775372,1.733683,0.2705749,0.2603109,0.2478117,0.2387289,1.417213,1.389206,1.287751,1.322305,1.222569,1.189464,1.146964,1.141449,29.64454,28.08401,27.50914,27.05375,1.409818,1.341137,1.294489,1.288779,1.058227,1.12568,0.9589879,1.078132,0.2227961,0.2251669,0.2109913,0.2146104,0.8239537,0.8473852,0.7667879,0.7954326,1.391753,1.366229,1.264539,1.295051
"CDC_Royale_AGL",1.299487,1.10877,1.140972,1.09979,2.023703,2.061684,1.960253,2.089469,3.391268,3.106117,3.220034,2.99392,0.2671072,0.2600322,0.2453667,0.2679735,4.647505,4.355546,4.511311,4.294154,1.186915,1.101172,1.129098,1.102857,0.9121397,0.8466395,0.9887463,0.8707201,1.268279,1.190877,1.1946,1.189507,2.15098,1.988887,2.040474,1.986046,1.968806,1.793712,1.87594,1.759823,0.272768,0.2462906,0.2512591,0.2356916,1.455984,1.384674,1.369379,1.389213,1.261088,1.139313,1.174936,1.161778,29.74553,27.66838,29.06245,28.09112,1.439584,1.346963,1.388531,1.364365,1.027343,1.131682,0.9845126,1.084633,0.2271362,0.2186394,0.2190638,0.2206776,0.8234563,0.8211297,0.8151931,0.8308707,1.426852,1.362615,1.349224,1.365491
"CDC_Ruby_AGL",1.296275,1.218782,1.189156,1.100088,2.259972,2.294461,2.102966,2.012855,3.739464,3.541923,3.436802,3.095775,0.2786808,0.294659,0.2646044,0.274895,5.068961,4.860908,4.815493,4.326644,1.253179,1.190837,1.169178,1.077211,0.9293195,0.6966701,0.9401428,0.6526276,1.326131,1.296536,1.263059,1.173935,2.287502,2.177437,2.155291,1.977622,2.058231,1.963506,1.961864,1.767043,0.3012097,0.2715068,0.2636554,0.247109,1.532972,1.512492,1.454342,1.377631,1.289627,1.20207,1.209212,1.124428,31.64368,29.77346,30.41903,27.23771,1.538998,1.495092,1.470369,1.345322,1.146879,1.269807,1.051751,1.142181,0.2415754,0.2393649,0.2282222,0.2215153,0.9012834,0.9035869,0.8505231,0.8135552,1.508333,1.488932,1.424749,1.34713
"CDC_SB.1_AGL",1.060151,1.048927,1.119978,1.013373,1.72271,1.925338,1.990492,1.839395,3.048259,2.995518,3.29808,2.83363,0.2441551,0.2582253,0.2462538,0.2534187,4.163575,4.114537,4.48467,3.908733,1.02897,1.013162,1.097348,0.9781014,0.7620447,0.7799174,1.127621,0.8150016,1.109454,1.110106,1.18374,1.06858,1.902034,1.877059,2.02236,1.798919,1.748106,1.692969,1.845209,1.630743,0.2618536,0.2443765,0.2478865,0.230662,1.279537,1.30338,1.357966,1.255823,1.126093,1.112878,1.183031,1.074748,26.45319,26.17572,29.39633,25.56862,1.284573,1.267707,1.384363,1.231813,0.9390415,1.056133,0.9615992,1.008439,0.1972836,0.2051039,0.2183692,0.200219,0.7593158,0.7937841,0.8125973,0.7632036,1.23666,1.256326,1.338325,1.210633
"CDC_Sedley_AGL",1.31314,1.102969,1.103339,1.132713,2.076504,2.077184,1.987735,2.152571,3.462423,3.097049,3.181054,3.152143,0.2854585,0.2647969,0.2494671,0.2675529,4.680941,4.348349,4.464412,4.424229,1.191609,1.087644,1.100341,1.116411,0.8578584,0.8479258,1.014816,0.93817,1.305061,1.193233,1.182294,1.202498,2.167191,1.983604,2.013924,2.018403,1.957007,1.785395,1.835668,1.802188,0.2647029,0.2466095,0.2475016,0.251893,1.484483,1.387297,1.362479,1.406402,1.255444,1.160943,1.183304,1.193453,29.50343,27.5209,28.95717,28.3671,1.473922,1.358636,1.372482,1.375733,1.024969,1.079862,0.984448,1.079435,0.2299775,0.215676,0.2177383,0.2252081,0.837687,0.8480376,0.8244498,0.864567,1.452628,1.353799,1.330516,1.372031
"CDC_Vantage_AGL",1.181036,1.154894,1.191431,1.155362,1.964303,2.033003,1.934157,2.034652,3.348344,3.134787,3.295157,3.119476,0.266406,0.2745087,0.2704216,0.2676227,4.595099,4.348334,4.535003,4.332709,1.165187,1.120909,1.157647,1.106749,0.8533387,0.7459561,0.9178417,0.7763543,1.221467,1.186788,1.205202,1.175409,2.098579,1.988056,2.0569,1.974944,1.93155,1.825943,1.905074,1.812472,0.2822836,0.2673885,0.2715347,0.2710244,1.417058,1.386067,1.382237,1.3768,1.203403,1.164946,1.1964,1.169909,28.95377,27.54606,29.17578,27.72624,1.416461,1.361815,1.404746,1.329647,1.095907,1.164377,1.063495,1.190616,0.2218751,0.2240088,0.2261421,0.2214745,0.8485324,0.8682494,0.8453164,0.8705916,1.380139,1.355947,1.347823,1.338905
"CN_105604_AGL",1.102591,1.06985,1.088927,1.050307,1.940384,2.016796,1.925909,1.846247,3.217827,3.040416,3.132792,2.879507,0.2367809,0.2563235,0.2345572,0.2393669,4.435287,4.224103,4.439368,4.016448,1.084462,1.051237,1.083052,0.9959233,0.9430094,0.7346446,1.068252,0.8576329,1.156952,1.155027,1.16577,1.093913,2.006268,1.955883,1.999043,1.841594,1.837051,1.718228,1.827929,1.682919,0.2665208,0.2422575,0.2518868,0.2369724,1.351525,1.355651,1.349703,1.281118,1.160085,1.140869,1.152474,1.087787,28.45997,27.17323,28.92264,26.12494,1.362627,1.334149,1.360931,1.248729,0.9822904,1.049745,0.9611143,0.9846928,0.2088012,0.2100304,0.2103505,0.2025842,0.78659,0.8024322,0.7908937,0.7530931,1.316839,1.319628,1.316538,1.255775
"CN_105605_AGL",1.204537,1.090076,1.182448,1.141418,2.059925,1.951757,2.010481,2.04221,3.508684,3.083338,3.417225,3.167429,0.2701319,0.2787939,0.2656521,0.2659047,4.665071,4.184648,4.641679,4.340622,1.137219,1.050241,1.13728,1.073117,0.8676813,0.6268615,0.8825332,0.7227998,1.218545,1.142358,1.221023,1.166455,2.108435,1.932535,2.098898,1.981682,1.943266,1.739985,1.934248,1.821355,0.2884796,0.2573459,0.278759,0.2575725,1.41471,1.334537,1.40136,1.365819,1.206383,1.129578,1.18836,1.13385,29.62245,26.82134,29.43827,27.7495,1.431208,1.314406,1.430469,1.354112,1.067507,1.129584,1.045344,1.144936,0.2279347,0.2186236,0.2250482,0.2196856,0.8370494,0.7925944,0.8292048,0.8133636,1.391189,1.312041,1.388637,1.349896
"CN_105715_AGL",1.188987,1.10602,1.24477,1.188542,2.213714,2.171295,2.367307,2.282888,3.535292,3.189901,3.648906,3.356485,0.2577927,0.27955,0.2641112,0.2633466,4.946817,4.550331,5.1869,4.75077,1.171571,1.095515,1.226657,1.139475,0.9557621,0.7533456,1.089442,0.879546,1.299407,1.270202,1.364048,1.29434,2.210843,2.054982,2.312582,2.143342,2.005751,1.841336,2.075686,1.921936,0.2781625,0.2456833,0.2663752,0.2579604,1.49557,1.448298,1.563151,1.488033,1.243633,1.164894,1.285019,1.222971,30.74439,28.37177,32.69125,29.74064,1.509324,1.440466,1.579626,1.48188,1.075144,1.087206,1.113087,1.102866,0.2245398,0.2220077,0.2389146,0.2284523,0.8828663,0.8663764,0.9027666,0.879118,1.461633,1.42747,1.530514,1.472649
"CN_105732_AGL",1.239323,1.206449,1.211526,1.234595,2.238396,2.321665,2.181294,2.485255,3.580553,3.447881,3.495549,3.599775,0.2483368,0.2748141,0.256595,0.2792712,5.007692,4.788929,4.916379,5.011408,1.219155,1.19919,1.205827,1.221265,1.024915,0.9365425,1.018827,0.9892328,1.291964,1.288528,1.279489,1.33652,2.236522,2.160925,2.188358,2.235252,2.030396,1.939925,1.987528,1.993796,0.2797904,0.272525,0.2745467,0.269988,1.496381,1.491666,1.46699,1.549393,1.302736,1.246483,1.261199,1.278962,31.78251,30.47396,31.23585,31.85315,1.494565,1.477968,1.484631,1.525189,1.117594,1.195706,1.072812,1.258991,0.2359054,0.2378324,0.230792,0.2446281,0.8770478,0.8987463,0.8729249,0.9333034,1.463146,1.477188,1.438441,1.525977
"CN_105767_AGL",1.131116,1.179792,1.144088,1.155958,1.82552,2.220603,2.035483,2.196411,3.175373,3.332291,3.310398,3.273237,0.2442038,0.2746467,0.2533918,0.2775567,4.330568,4.639061,4.600235,4.524558,1.081119,1.148875,1.121608,1.13861,0.843138,0.8174471,0.9861652,0.9285671,1.13994,1.246425,1.213071,1.21256,1.969802,2.103361,2.08294,2.054243,1.835956,1.875594,1.895175,1.833248,0.2587134,0.2630685,0.2594032,0.2549619,1.328182,1.46216,1.405215,1.420301,1.165469,1.209091,1.21188,1.195609,27.64246,29.13231,29.53514,29.1459,1.326777,1.418866,1.402756,1.397966,0.9753737,1.162118,1.015407,1.171961,0.2138326,0.2293303,0.216216,0.2293231,0.7714297,0.873351,0.8219354,0.866535,1.291844,1.426478,1.36303,1.386102
"CN_105777_AGL",1.226418,1.104155,1.201359,1.17406,2.311402,2.042623,2.185526,2.429525,3.697778,3.055071,3.524876,3.518242,0.2698551,0.2558358,0.2614028,0.3033944,4.80243,4.297177,4.843568,4.816176,1.156034,1.086437,1.163317,1.158857,1.127751,0.8240256,1.178226,0.9583609,1.23603,1.179519,1.243538,1.282283,2.147929,1.967245,2.153512,2.178384,1.950322,1.793008,1.950186,1.916478,0.2604394,0.2430015,0.2692475,0.2523914,1.452219,1.372443,1.445556,1.518215,1.258308,1.133601,1.221666,1.228232,31.1316,27.44049,31.23244,30.93172,1.474187,1.334523,1.467173,1.50861,0.9915473,1.113175,1.019053,1.185934,0.2382465,0.2165314,0.2310873,0.24305,0.8381074,0.8219992,0.8556305,0.9072763,1.420261,1.356158,1.408207,1.475764
"CN_105789_AGL",1.194139,1.154304,1.234633,1.186358,2.174834,2.208997,2.311723,2.234471,3.585456,3.314964,3.712206,3.180315,0.2540988,0.2630523,0.270422,0.2645373,4.800709,4.570842,5.056895,4.457344,1.152068,1.11729,1.22727,1.116826,1.04627,0.8427504,1.095505,1.000703,1.234013,1.219527,1.310286,1.209556,2.131751,2.068931,2.255065,2.051947,1.944908,1.84711,2.017485,1.794843,0.2785147,0.2604554,0.2849551,0.2494243,1.426704,1.421703,1.500663,1.41836,1.22505,1.175735,1.253938,1.20707,30.58449,29.06098,32.17154,29.13048,1.456132,1.407216,1.534616,1.398959,1.033497,1.152691,1.108112,1.068916,0.2338944,0.2303357,0.2415712,0.2307246,0.8457642,0.8569692,0.8986351,0.8517757,1.415787,1.411984,1.497001,1.404197
