"Expt","Date","DAP","Temp"
"Central Ferry, USA 2018","2018-05-10",42,14.8372916666667
"Central Ferry, USA 2018","2018-05-11",43,12.9872916666667
"Central Ferry, USA 2018","2018-05-12",44,17.0139583333333
"Central Ferry, USA 2018","2018-05-13",45,19.2939583333333
"Central Ferry, USA 2018","2018-05-14",46,21.3427083333333
"Central Ferry, USA 2018","2018-05-15",47,21.9560416666667
"Central Ferry, USA 2018","2018-05-16",48,18.1485416666667
"Central Ferry, USA 2018","2018-05-17",49,18.3110416666667
"Central Ferry, USA 2018","2018-05-18",50,16.250625
"Central Ferry, USA 2018","2018-05-19",51,18.4379166666667
"Central Ferry, USA 2018","2018-05-20",52,18.9920833333333
"Central Ferry, USA 2018","2018-05-21",53,20.6604166666667
"Central Ferry, USA 2018","2018-05-22",54,22.1752083333333
"Central Ferry, USA 2018","2018-05-23",55,23.0445833333333
"Central Ferry, USA 2018","2018-05-24",56,22.998125
"Central Ferry, USA 2018","2018-05-25",57,22.5460416666667
"Central Ferry, USA 2018","2018-05-26",58,19.108125
"Central Ferry, USA 2018","2018-05-27",59,19.7566666666667
"Central Ferry, USA 2018","2018-05-28",60,21.1691666666667
"Central Ferry, USA 2018","2018-05-29",61,19.6179166666667
"Central Ferry, USA 2018","2018-05-30",62,16.9214583333333
"Central Ferry, USA 2018","2018-05-31",63,13.8658333333333
"Central Ferry, USA 2018","2018-06-01",64,16.7935416666667
"Central Ferry, USA 2018","2018-06-02",65,19.1897916666667
"Central Ferry, USA 2018","2018-06-03",66,22.2458333333333
"Central Ferry, USA 2018","2018-06-04",67,19.281875
"Central Ferry, USA 2018","2018-06-05",68,16.898125
"Central Ferry, USA 2018","2018-06-06",69,19.3402083333333
"Central Ferry, USA 2018","2018-06-07",70,22.5466666666667
"Central Ferry, USA 2018","2018-06-08",71,23.495
"Central Ferry, USA 2018","2018-06-09",72,15.1270833333333
"Central Ferry, USA 2018","2018-06-10",73,14.930625
"Central Ferry, USA 2018","2018-06-11",74,16.4352083333333
"Central Ferry, USA 2018","2018-06-12",75,17.48875
"Central Ferry, USA 2018","2018-06-13",76,20.1858333333333
"Central Ferry, USA 2018","2018-06-14",77,18.841875
"Central Ferry, USA 2018","2018-06-15",78,18.4841666666667
"Central Ferry, USA 2018","2018-06-16",79,16.886875
"Central Ferry, USA 2018","2018-06-17",80,20.1045833333333
"Central Ferry, USA 2018","2018-06-18",81,17.998125
"Central Ferry, USA 2018","2018-06-19",82,22.1295833333333
"Central Ferry, USA 2018","2018-06-20",83,25.04625
"Central Ferry, USA 2018","2018-06-21",84,23.10125
"Central Ferry, USA 2018","2018-06-22",85,24.2470833333333
"Central Ferry, USA 2018","2018-06-23",86,22.731875
"Central Ferry, USA 2018","2018-06-24",87,23.911875
"Central Ferry, USA 2018","2018-06-25",88,23.8197916666667
"Central Ferry, USA 2018","2018-06-26",89,19.885
"Central Ferry, USA 2018","2018-06-27",90,20.984375
"Central Ferry, USA 2018","2018-06-28",91,20.7752083333333
"Central Ferry, USA 2018","2018-06-29",92,21.5975
"Central Ferry, USA 2018","2018-06-30",93,22.1066666666667
"Central Ferry, USA 2018","2018-07-01",94,22.9747916666667
"Central Ferry, USA 2018","2018-07-02",95,19.3635416666667
"Central Ferry, USA 2018","2018-07-03",96,18.889375
"Central Ferry, USA 2018","2018-07-04",97,21.8054166666667
"Central Ferry, USA 2018","2018-07-05",98,25.83375
"Central Ferry, USA 2018","2018-07-06",99,27.6964583333333
"Central Ferry, USA 2018","2018-07-07",100,24.3402083333333
"Central Ferry, USA 2018","2018-07-08",101,23.63375
"Central Ferry, USA 2018","2018-07-09",102,26.435625
"Central Ferry, USA 2018","2018-07-10",103,24.0964583333333
"Central Ferry, USA 2018","2018-07-11",104,23.4375
"Central Ferry, USA 2018","2018-07-12",105,26.3433333333333
"Central Ferry, USA 2018","2018-07-13",106,28.6572916666667
"Central Ferry, USA 2018","2018-07-14",107,29.3404166666667
"Central Ferry, USA 2018","2018-07-15",108,26.4002083333333
"Central Ferry, USA 2018","2018-07-16",109,27.0485416666667
"Central Ferry, USA 2018","2018-07-17",110,29.3166666666667
"Central Ferry, USA 2018","2018-07-18",111,29.8727083333333
"Central Ferry, USA 2018","2018-07-19",112,27.9510416666667
"Central Ferry, USA 2018","2018-07-20",113,23.9697916666667
"Central Ferry, USA 2018","2018-07-21",114,21.933125
"Central Ferry, USA 2018","2018-07-22",115,23.4485416666667
"Central Ferry, USA 2018","2018-07-23",116,26.2154166666667
"Central Ferry, USA 2018","2018-07-24",117,27.2802083333333
"Central Ferry, USA 2018","2018-07-25",118,27.6845833333333
"Cordoba, Spain 2016","2016-12-13",0,10.85
"Cordoba, Spain 2016","2016-12-14",1,10.45
"Cordoba, Spain 2016","2016-12-15",2,10.8
"Cordoba, Spain 2016","2016-12-16",3,10
"Cordoba, Spain 2016","2016-12-17",4,9.6
"Cordoba, Spain 2016","2016-12-18",5,10.9
"Cordoba, Spain 2016","2016-12-19",6,10.25
"Cordoba, Spain 2016","2016-12-20",7,8.45
"Cordoba, Spain 2016","2016-12-21",8,8.2
"Cordoba, Spain 2016","2016-12-22",9,9.15
"Cordoba, Spain 2016","2016-12-23",10,10.8
"Cordoba, Spain 2016","2016-12-24",11,10.65
"Cordoba, Spain 2016","2016-12-25",12,10.75
"Cordoba, Spain 2016","2016-12-26",13,9.25
"Cordoba, Spain 2016","2016-12-27",14,10.15
"Cordoba, Spain 2016","2016-12-28",15,9.8
"Cordoba, Spain 2016","2016-12-29",16,10.25
"Cordoba, Spain 2016","2016-12-30",17,9.5
"Cordoba, Spain 2016","2016-12-31",18,7.35
"Cordoba, Spain 2016","2017-01-01",19,7.3
"Cordoba, Spain 2016","2017-01-02",20,9.25
"Cordoba, Spain 2016","2017-01-03",21,9.8
"Cordoba, Spain 2016","2017-01-04",22,11.65
"Cordoba, Spain 2016","2017-01-05",23,10.9
"Cordoba, Spain 2016","2017-01-06",24,10.5
"Cordoba, Spain 2016","2017-01-07",25,9.8
"Cordoba, Spain 2016","2017-01-08",26,8.4
"Cordoba, Spain 2016","2017-01-09",27,8.5
"Cordoba, Spain 2016","2017-01-10",28,6.3
"Cordoba, Spain 2016","2017-01-11",29,9.8
"Cordoba, Spain 2016","2017-01-12",30,10.55
"Cordoba, Spain 2016","2017-01-13",31,9.05
"Cordoba, Spain 2016","2017-01-14",32,7.6
"Cordoba, Spain 2016","2017-01-15",33,6.75
"Cordoba, Spain 2016","2017-01-16",34,7.55
"Cordoba, Spain 2016","2017-01-17",35,8.1
"Cordoba, Spain 2016","2017-01-18",36,3.45
"Cordoba, Spain 2016","2017-01-19",37,7.65
"Cordoba, Spain 2016","2017-01-20",38,8.2
"Cordoba, Spain 2016","2017-01-21",39,7.8
"Cordoba, Spain 2016","2017-01-22",40,7.55
"Cordoba, Spain 2016","2017-01-23",41,6.9
"Cordoba, Spain 2016","2017-01-24",42,6.75
"Cordoba, Spain 2016","2017-01-25",43,6.85
"Cordoba, Spain 2016","2017-01-26",44,6.7
"Cordoba, Spain 2016","2017-01-27",45,10.3
"Cordoba, Spain 2016","2017-01-28",46,8.95
"Cordoba, Spain 2016","2017-01-29",47,12.05
"Cordoba, Spain 2016","2017-01-30",48,11.5
"Cordoba, Spain 2016","2017-01-31",49,12.5
"Cordoba, Spain 2016","2017-02-01",50,11.2
"Cordoba, Spain 2016","2017-02-02",51,11.4
"Cordoba, Spain 2016","2017-02-03",52,14.5
"Cordoba, Spain 2016","2017-02-04",53,13.75
"Cordoba, Spain 2016","2017-02-05",54,10.8
"Cordoba, Spain 2016","2017-02-06",55,10.9
"Cordoba, Spain 2016","2017-02-07",56,10.6
"Cordoba, Spain 2016","2017-02-08",57,10.3
"Cordoba, Spain 2016","2017-02-09",58,8.7
"Cordoba, Spain 2016","2017-02-10",59,8.15
"Cordoba, Spain 2016","2017-02-11",60,11.05
"Cordoba, Spain 2016","2017-02-12",61,12.5
"Cordoba, Spain 2016","2017-02-13",62,12.85
"Cordoba, Spain 2016","2017-02-14",63,13.3
"Cordoba, Spain 2016","2017-02-15",64,11.3
"Cordoba, Spain 2016","2017-02-16",65,12
"Cordoba, Spain 2016","2017-02-17",66,12.5
"Cordoba, Spain 2016","2017-02-18",67,11.8
"Cordoba, Spain 2016","2017-02-19",68,13.9
"Cordoba, Spain 2016","2017-02-20",69,12.05
"Cordoba, Spain 2016","2017-02-21",70,15.6
"Cordoba, Spain 2016","2017-02-22",71,15.65
"Cordoba, Spain 2016","2017-02-23",72,14
"Cordoba, Spain 2016","2017-02-24",73,13.1
"Cordoba, Spain 2016","2017-02-25",74,13.55
"Cordoba, Spain 2016","2017-02-26",75,14.7
"Cordoba, Spain 2016","2017-02-27",76,13.25
"Cordoba, Spain 2016","2017-02-28",77,12
"Cordoba, Spain 2016","2017-03-01",78,12.8
"Cordoba, Spain 2016","2017-03-02",79,13.85
"Cordoba, Spain 2016","2017-03-03",80,8.45
"Cordoba, Spain 2016","2017-03-04",81,9.8
"Cordoba, Spain 2016","2017-03-05",82,10.1
"Cordoba, Spain 2016","2017-03-06",83,16.2
"Cordoba, Spain 2016","2017-03-07",84,15.7
"Cordoba, Spain 2016","2017-03-08",85,17.75
"Cordoba, Spain 2016","2017-03-09",86,17.8
"Cordoba, Spain 2016","2017-03-10",87,18.9
"Cordoba, Spain 2016","2017-03-11",88,17.05
"Cordoba, Spain 2016","2017-03-12",89,17
"Cordoba, Spain 2016","2017-03-13",90,11.6
"Cordoba, Spain 2016","2017-03-14",91,11.55
"Cordoba, Spain 2016","2017-03-15",92,16.05
"Cordoba, Spain 2016","2017-03-16",93,13.85
"Cordoba, Spain 2016","2017-03-17",94,13.65
"Cordoba, Spain 2016","2017-03-18",95,15.85
"Cordoba, Spain 2016","2017-03-19",96,15.5
"Cordoba, Spain 2016","2017-03-20",97,17
"Cordoba, Spain 2016","2017-03-21",98,16.55
"Cordoba, Spain 2016","2017-03-22",99,12.3
"Cordoba, Spain 2016","2017-03-23",100,8.85
"Cordoba, Spain 2016","2017-03-24",101,9.25
"Cordoba, Spain 2016","2017-03-25",102,9.95
"Cordoba, Spain 2016","2017-03-26",103,15.55
"Cordoba, Spain 2016","2017-03-27",104,13.8
"Cordoba, Spain 2016","2017-03-28",105,17.35
"Cordoba, Spain 2016","2017-03-29",106,16.95
"Cordoba, Spain 2016","2017-03-30",107,17.25
"Cordoba, Spain 2016","2017-03-31",108,16.7
"Cordoba, Spain 2016","2017-04-01",109,15.25
"Cordoba, Spain 2016","2017-04-02",110,15.2
"Cordoba, Spain 2016","2017-04-03",111,16.9
"Cordoba, Spain 2016","2017-04-04",112,18.65
"Cordoba, Spain 2016","2017-04-05",113,16.15
"Cordoba, Spain 2016","2017-04-06",114,15.8
"Cordoba, Spain 2016","2017-04-07",115,17.1
"Cordoba, Spain 2016","2017-04-08",116,16.15
"Cordoba, Spain 2016","2017-04-09",117,17.25
"Cordoba, Spain 2016","2017-04-10",118,18.4
"Cordoba, Spain 2016","2017-04-11",119,19.75
"Cordoba, Spain 2016","2017-04-12",120,20.8
"Cordoba, Spain 2016","2017-04-13",121,19.15
"Cordoba, Spain 2016","2017-04-14",122,19.95
"Cordoba, Spain 2016","2017-04-15",123,19.45
"Cordoba, Spain 2016","2017-04-16",124,20.2
"Cordoba, Spain 2016","2017-04-17",125,21.9
"Cordoba, Spain 2016","2017-04-18",126,22.8
"Cordoba, Spain 2016","2017-04-19",127,21.15
"Cordoba, Spain 2016","2017-04-20",128,20.35
"Cordoba, Spain 2016","2017-04-21",129,19.95
"Cordoba, Spain 2016","2017-04-22",130,20.4
"Cordoba, Spain 2016","2017-04-23",131,21.85
"Cordoba, Spain 2016","2017-04-24",132,20
"Cordoba, Spain 2016","2017-04-25",133,19.2
"Cordoba, Spain 2016","2017-04-26",134,18.95
"Cordoba, Spain 2016","2017-04-27",135,19
"Cordoba, Spain 2016","2017-04-28",136,13.9
"Cordoba, Spain 2016","2017-04-29",137,16.55
"Cordoba, Spain 2016","2017-04-30",138,14.8
"Cordoba, Spain 2016","2017-05-01",139,15.45
"Cordoba, Spain 2016","2017-05-02",140,18.1
"Cordoba, Spain 2016","2017-05-03",141,20.25
"Cordoba, Spain 2016","2017-05-04",142,20.9
"Cordoba, Spain 2016","2017-05-05",143,19.55
"Cordoba, Spain 2016","2017-05-06",144,18.55
"Cordoba, Spain 2016","2017-05-07",145,21.7
"Cordoba, Spain 2016","2017-05-08",146,21.7
"Cordoba, Spain 2016","2017-05-09",147,19.7
"Cordoba, Spain 2016","2017-05-10",148,21.7
"Cordoba, Spain 2016","2017-05-11",149,21.7
"Cordoba, Spain 2016","2017-05-12",150,21.7
"Cordoba, Spain 2016","2017-05-13",151,21.7
"Cordoba, Spain 2016","2017-05-14",152,20.3
"Cordoba, Spain 2016","2017-05-15",153,23.15
"Cordoba, Spain 2016","2017-05-16",154,25
"Cordoba, Spain 2016","2017-05-17",155,22.9
"Cordoba, Spain 2016","2017-05-18",156,22.15
"Cordoba, Spain 2016","2017-05-19",157,19.25
"Cordoba, Spain 2016","2017-05-20",158,21.75
"Cordoba, Spain 2016","2017-05-21",159,22.1
"Cordoba, Spain 2016","2017-05-22",160,23.1
"Cordoba, Spain 2016","2017-05-23",161,24.35
"Cordoba, Spain 2016","2017-05-24",162,25.95
"Cordoba, Spain 2016","2017-05-25",163,26.3
"Cordoba, Spain 2016","2017-05-26",164,23.55
"Cordoba, Spain 2016","2017-05-27",165,25.4
"Cordoba, Spain 2016","2017-05-28",166,22.8
"Cordoba, Spain 2016","2017-05-29",167,22
"Cordoba, Spain 2016","2017-05-30",168,22.9
"Cordoba, Spain 2016","2017-05-31",169,24.75
"Cordoba, Spain 2016","2017-06-01",170,26.65
"Cordoba, Spain 2016","2017-06-02",171,26.8
"Cordoba, Spain 2017","2017-12-14",0,7.8
"Cordoba, Spain 2017","2017-12-15",1,13.45
"Cordoba, Spain 2017","2017-12-16",2,9.65
"Cordoba, Spain 2017","2017-12-17",3,7.8
"Cordoba, Spain 2017","2017-12-18",4,7.5
"Cordoba, Spain 2017","2017-12-19",5,8.05
"Cordoba, Spain 2017","2017-12-20",6,8.9
"Cordoba, Spain 2017","2017-12-21",7,9.25
"Cordoba, Spain 2017","2017-12-22",8,8.4
"Cordoba, Spain 2017","2017-12-23",9,9.85
"Cordoba, Spain 2017","2017-12-24",10,9.75
"Cordoba, Spain 2017","2017-12-25",11,6.85
"Cordoba, Spain 2017","2017-12-26",12,11.3
"Cordoba, Spain 2017","2017-12-27",13,12.45
"Cordoba, Spain 2017","2017-12-28",14,14.6
"Cordoba, Spain 2017","2017-12-29",15,15.5
"Cordoba, Spain 2017","2017-12-30",16,14.6
"Cordoba, Spain 2017","2017-12-31",17,10.05
"Cordoba, Spain 2017","2018-01-01",18,9.2
"Cordoba, Spain 2017","2018-01-02",19,8.75
"Cordoba, Spain 2017","2018-01-03",20,12.35
"Cordoba, Spain 2017","2018-01-04",21,13.65
"Cordoba, Spain 2017","2018-01-05",22,13.2
"Cordoba, Spain 2017","2018-01-06",23,8.9
"Cordoba, Spain 2017","2018-01-07",24,4.35
"Cordoba, Spain 2017","2018-01-08",25,7.2
"Cordoba, Spain 2017","2018-01-09",26,3.75
"Cordoba, Spain 2017","2018-01-10",27,11.7
"Cordoba, Spain 2017","2018-01-11",28,8.5
"Cordoba, Spain 2017","2018-01-12",29,6.9
"Cordoba, Spain 2017","2018-01-13",30,5.55
"Cordoba, Spain 2017","2018-01-14",31,7.75
"Cordoba, Spain 2017","2018-01-15",32,6.8
"Cordoba, Spain 2017","2018-01-16",33,7.9
"Cordoba, Spain 2017","2018-01-17",34,10.9
"Cordoba, Spain 2017","2018-01-18",35,9.85
"Cordoba, Spain 2017","2018-01-19",36,10.55
"Cordoba, Spain 2017","2018-01-20",37,8.95
"Cordoba, Spain 2017","2018-01-21",38,9.1
"Cordoba, Spain 2017","2018-01-22",39,10.85
"Cordoba, Spain 2017","2018-01-23",40,11.7
"Cordoba, Spain 2017","2018-01-24",41,12.15
"Cordoba, Spain 2017","2018-01-25",42,9.95
"Cordoba, Spain 2017","2018-01-26",43,8.8
"Cordoba, Spain 2017","2018-01-27",44,7.65
"Cordoba, Spain 2017","2018-01-28",45,8.45
"Cordoba, Spain 2017","2018-01-29",46,12.8
"Cordoba, Spain 2017","2018-01-30",47,11.25
"Cordoba, Spain 2017","2018-01-31",48,10.95
"Cordoba, Spain 2017","2018-02-01",49,8.4
"Cordoba, Spain 2017","2018-02-02",50,7.35
"Cordoba, Spain 2017","2018-02-03",51,5.8
"Cordoba, Spain 2017","2018-02-04",52,8.3
"Cordoba, Spain 2017","2018-02-05",53,6.25
"Cordoba, Spain 2017","2018-02-06",54,7.1
"Cordoba, Spain 2017","2018-02-07",55,7.1
"Cordoba, Spain 2017","2018-02-08",56,7.05
"Cordoba, Spain 2017","2018-02-09",57,4.95
"Cordoba, Spain 2017","2018-02-10",58,8.1
"Cordoba, Spain 2017","2018-02-11",59,8.35
"Cordoba, Spain 2017","2018-02-12",60,11.5
"Cordoba, Spain 2017","2018-02-13",61,7
"Cordoba, Spain 2017","2018-02-14",62,8.8
"Cordoba, Spain 2017","2018-02-15",63,11.75
"Cordoba, Spain 2017","2018-02-16",64,13.05
"Cordoba, Spain 2017","2018-02-17",65,9.65
"Cordoba, Spain 2017","2018-02-18",66,10.7
"Cordoba, Spain 2017","2018-02-19",67,10.45
"Cordoba, Spain 2017","2018-02-20",68,12.05
"Cordoba, Spain 2017","2018-02-21",69,11.65
"Cordoba, Spain 2017","2018-02-22",70,8.2
"Cordoba, Spain 2017","2018-02-23",71,8.2
"Cordoba, Spain 2017","2018-02-24",72,8.85
"Cordoba, Spain 2017","2018-02-25",73,13.3
"Cordoba, Spain 2017","2018-02-26",74,12.4
"Cordoba, Spain 2017","2018-02-27",75,14.65
"Cordoba, Spain 2017","2018-02-28",76,13.95
"Cordoba, Spain 2017","2018-03-01",77,14.1
"Cordoba, Spain 2017","2018-03-02",78,13.2
"Cordoba, Spain 2017","2018-03-03",79,13.6
"Cordoba, Spain 2017","2018-03-04",80,14
"Cordoba, Spain 2017","2018-03-05",81,12.65
"Cordoba, Spain 2017","2018-03-06",82,10.9
"Cordoba, Spain 2017","2018-03-07",83,10.45
"Cordoba, Spain 2017","2018-03-08",84,13.85
"Cordoba, Spain 2017","2018-03-09",85,15.05
"Cordoba, Spain 2017","2018-03-10",86,14.65
"Cordoba, Spain 2017","2018-03-11",87,12.55
"Cordoba, Spain 2017","2018-03-12",88,12.35
"Cordoba, Spain 2017","2018-03-13",89,16.45
"Cordoba, Spain 2017","2018-03-14",90,15.65
"Cordoba, Spain 2017","2018-03-15",91,12.5
"Cordoba, Spain 2017","2018-03-16",92,9.6
"Cordoba, Spain 2017","2018-03-17",93,8.9
"Cordoba, Spain 2017","2018-03-18",94,12
"Cordoba, Spain 2017","2018-03-19",95,9.95
"Cordoba, Spain 2017","2018-03-20",96,8.45
"Cordoba, Spain 2017","2018-03-21",97,9.85
"Cordoba, Spain 2017","2018-03-22",98,8.35
"Cordoba, Spain 2017","2018-03-23",99,9.1
"Cordoba, Spain 2017","2018-03-24",100,12.1
"Cordoba, Spain 2017","2018-03-25",101,11.8
"Cordoba, Spain 2017","2018-03-26",102,10.95
"Cordoba, Spain 2017","2018-03-27",103,13.95
"Cordoba, Spain 2017","2018-03-28",104,15.7
"Cordoba, Spain 2017","2018-03-29",105,13.05
"Cordoba, Spain 2017","2018-03-30",106,11.9
"Cordoba, Spain 2017","2018-03-31",107,12.15
"Cordoba, Spain 2017","2018-04-01",108,14.8
"Cordoba, Spain 2017","2018-04-02",109,14.5
"Cordoba, Spain 2017","2018-04-03",110,17
"Cordoba, Spain 2017","2018-04-04",111,15
"Cordoba, Spain 2017","2018-04-05",112,15.75
"Cordoba, Spain 2017","2018-04-06",113,16.5
"Cordoba, Spain 2017","2018-04-07",114,13.95
"Cordoba, Spain 2017","2018-04-08",115,13.65
"Cordoba, Spain 2017","2018-04-09",116,10.8
"Cordoba, Spain 2017","2018-04-10",117,10.3
"Cordoba, Spain 2017","2018-04-11",118,12.45
"Cordoba, Spain 2017","2018-04-12",119,10.55
"Cordoba, Spain 2017","2018-04-13",120,12.1
"Cordoba, Spain 2017","2018-04-14",121,13.05
"Cordoba, Spain 2017","2018-04-15",122,15.55
"Cordoba, Spain 2017","2018-04-16",123,14.1
"Cordoba, Spain 2017","2018-04-17",124,16.75
"Cordoba, Spain 2017","2018-04-18",125,18.45
"Cordoba, Spain 2017","2018-04-19",126,18.6
"Cordoba, Spain 2017","2018-04-20",127,18.95
"Cordoba, Spain 2017","2018-04-21",128,19.5
"Cordoba, Spain 2017","2018-04-22",129,20.6
"Cordoba, Spain 2017","2018-04-23",130,21.65
"Cordoba, Spain 2017","2018-04-24",131,22.95
"Cordoba, Spain 2017","2018-04-25",132,20.35
"Cordoba, Spain 2017","2018-04-26",133,22.45
"Cordoba, Spain 2017","2018-04-27",134,20.7
"Cordoba, Spain 2017","2018-04-28",135,16.35
"Cordoba, Spain 2017","2018-04-29",136,14.15
"Cordoba, Spain 2017","2018-04-30",137,12.8
"Cordoba, Spain 2017","2018-05-01",138,11.5
"Cordoba, Spain 2017","2018-05-02",139,14.05
"Cordoba, Spain 2017","2018-05-03",140,16.1
"Cordoba, Spain 2017","2018-05-04",141,18.75
"Cordoba, Spain 2017","2018-05-05",142,19.5
"Cordoba, Spain 2017","2018-05-06",143,21.6
"Cordoba, Spain 2017","2018-05-07",144,19
"Cordoba, Spain 2017","2018-05-08",145,20.55
"Cordoba, Spain 2017","2018-05-09",146,19.7
"Cordoba, Spain 2017","2018-05-10",147,21.25
"Cordoba, Spain 2017","2018-05-11",148,18.85
"Cordoba, Spain 2017","2018-05-12",149,19.15
"Cordoba, Spain 2017","2018-05-13",150,16.6
"Cordoba, Spain 2017","2018-05-14",151,17.95
"Cordoba, Spain 2017","2018-05-15",152,20.6
"Cordoba, Spain 2017","2018-05-16",153,21.05
"Cordoba, Spain 2017","2018-05-17",154,20.95
"Cordoba, Spain 2017","2018-05-18",155,20.35
"Cordoba, Spain 2017","2018-05-19",156,22.35
"Cordoba, Spain 2017","2018-05-20",157,19.2
"Cordoba, Spain 2017","2018-05-21",158,19.7
"Cordoba, Spain 2017","2018-05-22",159,21.8
"Cordoba, Spain 2017","2018-05-23",160,21.05
"Cordoba, Spain 2017","2018-05-24",161,22.15
"Cordoba, Spain 2017","2018-05-25",162,19.65
"Cordoba, Spain 2017","2018-05-26",163,19.8
"Cordoba, Spain 2017","2018-05-27",164,20.6
"Cordoba, Spain 2017","2018-05-28",165,21.35
"Cordoba, Spain 2017","2018-05-29",166,19.85
"Cordoba, Spain 2017","2018-05-30",167,19.95
"Cordoba, Spain 2017","2018-05-31",168,20.3
"Cordoba, Spain 2017","2018-06-01",169,21.4
"Cordoba, Spain 2017","2018-06-02",170,20.3
"Cordoba, Spain 2017","2018-06-03",171,22.85
"Cordoba, Spain 2017","2018-06-04",172,19.85
"Jessore, Bangladesh 2016","2016-11-15",0,19.7
"Jessore, Bangladesh 2016","2016-11-16",1,20.5
"Jessore, Bangladesh 2016","2016-11-17",2,20.9
"Jessore, Bangladesh 2016","2016-11-18",3,19.95
"Jessore, Bangladesh 2016","2016-11-19",4,20.3
"Jessore, Bangladesh 2016","2016-11-20",5,20.2
"Jessore, Bangladesh 2016","2016-11-21",6,19.75
"Jessore, Bangladesh 2016","2016-11-22",7,19.75
"Jessore, Bangladesh 2016","2016-11-23",8,19.9
"Jessore, Bangladesh 2016","2016-11-24",9,19.35
"Jessore, Bangladesh 2016","2016-11-25",10,19.65
"Jessore, Bangladesh 2016","2016-11-26",11,19.5
"Jessore, Bangladesh 2016","2016-11-27",12,19.1
"Jessore, Bangladesh 2016","2016-11-28",13,19.25
"Jessore, Bangladesh 2016","2016-11-29",14,19.3
"Jessore, Bangladesh 2016","2016-11-30",15,24.5
"Jessore, Bangladesh 2016","2016-12-01",16,19.2
"Jessore, Bangladesh 2016","2016-12-02",17,19.1
"Jessore, Bangladesh 2016","2016-12-03",18,18.95
"Jessore, Bangladesh 2016","2016-12-04",19,19.1
"Jessore, Bangladesh 2016","2016-12-05",20,18.75
"Jessore, Bangladesh 2016","2016-12-06",21,18.75
"Jessore, Bangladesh 2016","2016-12-07",22,18.15
"Jessore, Bangladesh 2016","2016-12-08",23,17.95
"Jessore, Bangladesh 2016","2016-12-09",24,18.1
"Jessore, Bangladesh 2016","2016-12-10",25,17.9
"Jessore, Bangladesh 2016","2016-12-11",26,18.2
"Jessore, Bangladesh 2016","2016-12-12",27,18.45
"Jessore, Bangladesh 2016","2016-12-13",28,17.85
"Jessore, Bangladesh 2016","2016-12-14",29,17.75
"Jessore, Bangladesh 2016","2016-12-15",30,17.8
"Jessore, Bangladesh 2016","2016-12-16",31,17.8
"Jessore, Bangladesh 2016","2016-12-17",32,17.35
"Jessore, Bangladesh 2016","2016-12-18",33,17.4
"Jessore, Bangladesh 2016","2016-12-19",34,17.6
"Jessore, Bangladesh 2016","2016-12-20",35,17.45
"Jessore, Bangladesh 2016","2016-12-21",36,17.9
"Jessore, Bangladesh 2016","2016-12-22",37,17.4
"Jessore, Bangladesh 2016","2016-12-23",38,16.95
"Jessore, Bangladesh 2016","2016-12-24",39,16.5
"Jessore, Bangladesh 2016","2016-12-25",40,17.3
"Jessore, Bangladesh 2016","2016-12-26",41,17.1
"Jessore, Bangladesh 2016","2016-12-27",42,16.75
"Jessore, Bangladesh 2016","2016-12-28",43,16.35
"Jessore, Bangladesh 2016","2016-12-29",44,16.75
"Jessore, Bangladesh 2016","2016-12-30",45,16.15
"Jessore, Bangladesh 2016","2016-12-31",46,15.2
"Jessore, Bangladesh 2016","2017-01-01",47,22.5
"Jessore, Bangladesh 2016","2017-01-02",48,19.2
"Jessore, Bangladesh 2016","2017-01-03",49,19.3
"Jessore, Bangladesh 2016","2017-01-04",50,18.5
"Jessore, Bangladesh 2016","2017-01-05",51,18.25
"Jessore, Bangladesh 2016","2017-01-06",52,18.45
"Jessore, Bangladesh 2016","2017-01-07",53,17.95
"Jessore, Bangladesh 2016","2017-01-08",54,17.6
"Jessore, Bangladesh 2016","2017-01-09",55,17.9
"Jessore, Bangladesh 2016","2017-01-10",56,17.8
"Jessore, Bangladesh 2016","2017-01-11",57,16.75
"Jessore, Bangladesh 2016","2017-01-12",58,17.25
"Jessore, Bangladesh 2016","2017-01-13",59,16.95
"Jessore, Bangladesh 2016","2017-01-14",60,16.9
"Jessore, Bangladesh 2016","2017-01-15",61,16.55
"Jessore, Bangladesh 2016","2017-01-16",62,15.9
"Jessore, Bangladesh 2016","2017-01-17",63,17.45
"Jessore, Bangladesh 2016","2017-01-18",64,17.85
"Jessore, Bangladesh 2016","2017-01-19",65,18.45
"Jessore, Bangladesh 2016","2017-01-20",66,18.25
"Jessore, Bangladesh 2016","2017-01-21",67,17.75
"Jessore, Bangladesh 2016","2017-01-22",68,18.25
"Jessore, Bangladesh 2016","2017-01-23",69,18.175
"Jessore, Bangladesh 2016","2017-01-24",70,18.08333333335
"Jessore, Bangladesh 2016","2017-01-25",71,18
"Jessore, Bangladesh 2016","2017-01-26",72,18.25
"Jessore, Bangladesh 2016","2017-01-27",73,18.7
"Jessore, Bangladesh 2016","2017-01-28",74,18.475
"Jessore, Bangladesh 2016","2017-01-29",75,18.2666666667
"Jessore, Bangladesh 2016","2017-01-30",76,18.1375
"Jessore, Bangladesh 2016","2017-01-31",77,17.8
"Jessore, Bangladesh 2016","2017-02-01",78,18.7
"Jessore, Bangladesh 2016","2017-02-02",79,18.25
"Jessore, Bangladesh 2016","2017-02-03",80,17.85
"Jessore, Bangladesh 2016","2017-02-04",81,17.75
