"Expt","Date","DAP","Temp"
"Marchouch, Morocco 2017","2018-03-01",70,14.9541666666667
"Marchouch, Morocco 2017","2018-03-02",71,16.0708333333333
"Marchouch, Morocco 2017","2018-03-03",72,12.7583333333333
"Marchouch, Morocco 2017","2018-03-04",73,14.1708333333333
"Marchouch, Morocco 2017","2018-03-05",74,13.0791666666667
"Marchouch, Morocco 2017","2018-03-06",75,13.6333333333333
"Marchouch, Morocco 2017","2018-03-07",76,15.825
"Marchouch, Morocco 2017","2018-03-08",77,15.75
"Marchouch, Morocco 2017","2018-03-09",78,15.8416666666667
"Marchouch, Morocco 2017","2018-03-10",79,15.7
"Marchouch, Morocco 2017","2018-03-11",80,13.1333333333333
"Marchouch, Morocco 2017","2018-03-12",81,13.0791666666667
"Marchouch, Morocco 2017","2018-03-13",82,12.4625
"Marchouch, Morocco 2017","2018-03-14",83,13.8708333333333
"Marchouch, Morocco 2017","2018-03-15",84,12.0833333333333
"Marchouch, Morocco 2017","2018-03-16",85,10.1458333333333
"Marchouch, Morocco 2017","2018-03-17",86,11.6333333333333
"Marchouch, Morocco 2017","2018-03-18",87,13.4958333333333
"Marchouch, Morocco 2017","2018-03-19",88,13.0083333333333
"Marchouch, Morocco 2017","2018-03-20",89,10.8375
"Marchouch, Morocco 2017","2018-03-21",90,8.70833333333333
"Marchouch, Morocco 2017","2018-03-22",91,8.0375
"Marchouch, Morocco 2017","2018-03-23",92,9.59130434782609
"Marchouch, Morocco 2017","2018-03-24",93,11.0416666666667
"Marchouch, Morocco 2017","2018-03-25",94,10.6041666666667
"Marchouch, Morocco 2017","2018-03-26",95,11.3208333333333
"Marchouch, Morocco 2017","2018-03-27",96,12.4375
"Marchouch, Morocco 2017","2018-03-28",97,13.4
"Marchouch, Morocco 2017","2018-03-29",98,12.5916666666667
"Marchouch, Morocco 2017","2018-03-30",99,12.5125
"Marchouch, Morocco 2017","2018-03-31",100,12.8458333333333
"Marchouch, Morocco 2017","2018-04-01",101,13.9875
"Marchouch, Morocco 2017","2018-04-02",102,13.4416666666667
"Marchouch, Morocco 2017","2018-04-03",103,13.2791666666667
"Marchouch, Morocco 2017","2018-04-04",104,14.604347826087
"Marchouch, Morocco 2017","2018-04-05",105,14
"Marchouch, Morocco 2017","2018-04-06",106,14.3041666666667
"Marchouch, Morocco 2017","2018-04-07",107,12.2166666666667
"Marchouch, Morocco 2017","2018-04-08",108,12.075
"Marchouch, Morocco 2017","2018-04-09",109,10.8333333333333
"Marchouch, Morocco 2017","2018-04-10",110,11.5833333333333
"Marchouch, Morocco 2017","2018-04-11",111,11.7833333333333
"Marchouch, Morocco 2017","2018-04-12",112,12.25
"Marchouch, Morocco 2017","2018-04-13",113,10.1791666666667
"Marchouch, Morocco 2017","2018-04-14",114,11.4708333333333
"Marchouch, Morocco 2017","2018-04-15",115,11.5416666666667
"Marchouch, Morocco 2017","2018-04-16",116,14.2666666666667
"Marchouch, Morocco 2017","2018-04-17",117,16.6833333333333
"Marchouch, Morocco 2017","2018-04-18",118,17.395652173913
"Marchouch, Morocco 2017","2018-04-19",119,19.725
"Marchouch, Morocco 2017","2018-04-20",120,16.625
"Marchouch, Morocco 2017","2018-04-21",121,13.8291666666667
"Marchouch, Morocco 2017","2018-04-22",122,14.3291666666667
"Marchouch, Morocco 2017","2018-04-23",123,14.925
"Marchouch, Morocco 2017","2018-04-24",124,15.2083333333333
"Marchouch, Morocco 2017","2018-04-25",125,15.15
"Marchouch, Morocco 2017","2018-04-26",126,16.4
"Marchouch, Morocco 2017","2018-04-27",127,16.2041666666667
"Marchouch, Morocco 2017","2018-04-28",128,14.7291666666667
"Marchouch, Morocco 2017","2018-04-29",129,12.6875
"Marchouch, Morocco 2017","2018-04-30",130,11.0375
"Marchouch, Morocco 2017","2018-05-01",131,11.375
"Marchouch, Morocco 2017","2018-05-02",132,11.3791666666667
"Marchouch, Morocco 2017","2018-05-03",133,12.525
"Marchouch, Morocco 2017","2018-05-04",134,13.4166666666667
"Marchouch, Morocco 2017","2018-05-05",135,14.7833333333333
"Marchouch, Morocco 2017","2018-05-06",136,15.8083333333333
"Marchouch, Morocco 2017","2018-05-07",137,16.6083333333333
"Marchouch, Morocco 2017","2018-05-08",138,17.1958333333333
"Marchouch, Morocco 2017","2018-05-09",139,15.4083333333333
"Marchouch, Morocco 2017","2018-05-10",140,15.8083333333333
"Marchouch, Morocco 2017","2018-05-11",141,15.5125
"Marchouch, Morocco 2017","2018-05-12",142,15.8166666666667
"Marchouch, Morocco 2017","2018-05-13",143,15.5041666666667
"Marchouch, Morocco 2017","2018-05-14",144,14.6791666666667
"Marchouch, Morocco 2017","2018-05-15",145,16.6458333333333
"Marchouch, Morocco 2017","2018-05-16",146,18.2875
"Marchouch, Morocco 2017","2018-05-17",147,18.375
"Marchouch, Morocco 2017","2018-05-18",148,17.7041666666667
"Marchouch, Morocco 2017","2018-05-19",149,16.5666666666667
"Marchouch, Morocco 2017","2018-05-20",150,17.7208333333333
"Marchouch, Morocco 2017","2018-05-21",151,16.1
"Marchouch, Morocco 2017","2018-05-22",152,17.7458333333333
"Marchouch, Morocco 2017","2018-05-23",153,15.975
"Marchouch, Morocco 2017","2018-05-24",154,15.3041666666667
"Marchouch, Morocco 2017","2018-05-25",155,16.4791666666667
"Marchouch, Morocco 2017","2018-05-26",156,15.9541666666667
"Marchouch, Morocco 2017","2018-05-27",157,17.3041666666667
"Marchouch, Morocco 2017","2018-05-28",158,15.8
"Marchouch, Morocco 2017","2018-05-29",159,16.1125
"Marchouch, Morocco 2017","2018-05-30",160,15.8833333333333
"Marchouch, Morocco 2017","2018-05-31",161,16.6791666666667
"Marchouch, Morocco 2017","2018-06-01",162,17.225
"Marchouch, Morocco 2017","2018-06-02",163,16.6416666666667
"Marchouch, Morocco 2017","2018-06-03",164,16.6625
"Marchouch, Morocco 2017","2018-06-04",165,17.9291666666667
"Marchouch, Morocco 2017","2018-06-05",166,17.9
"Marchouch, Morocco 2017","2018-06-06",167,18.0666666666667
"Marchouch, Morocco 2017","2018-06-07",168,18.5
"Marchouch, Morocco 2017","2018-06-08",169,18.1083333333333
"Marchouch, Morocco 2017","2018-06-09",170,17.9875
"Marchouch, Morocco 2017","2018-06-10",171,17.2666666666667
"Marchouch, Morocco 2017","2018-06-11",172,16.3791666666667
"Marchouch, Morocco 2017","2018-06-12",173,18.2166666666667
"Marchouch, Morocco 2017","2018-06-13",174,19.0208333333333
"Marchouch, Morocco 2017","2018-06-14",175,19.7291666666667
"Marchouch, Morocco 2017","2018-06-15",176,21.1125
"Marchouch, Morocco 2017","2018-06-16",177,20.5625
"Marchouch, Morocco 2017","2018-06-17",178,20.8
"Marchouch, Morocco 2017","2018-06-18",179,22.1083333333333
"Marchouch, Morocco 2017","2018-06-19",180,20.9
"Metaponto, Italy 2016","2016-11-29",0,9.007
"Metaponto, Italy 2016","2016-11-30",1,8.69425
"Metaponto, Italy 2016","2016-12-01",2,9.025
"Metaponto, Italy 2016","2016-12-02",3,9.0125
"Metaponto, Italy 2016","2016-12-03",4,9.372
"Metaponto, Italy 2016","2016-12-04",5,11.005
"Metaponto, Italy 2016","2016-12-05",6,10.535
"Metaponto, Italy 2016","2016-12-06",7,9.23
"Metaponto, Italy 2016","2016-12-07",8,11.63475
"Metaponto, Italy 2016","2016-12-08",9,9.799
"Metaponto, Italy 2016","2016-12-09",10,8.435
"Metaponto, Italy 2016","2016-12-10",11,9.2435
"Metaponto, Italy 2016","2016-12-11",12,8.101
"Metaponto, Italy 2016","2016-12-12",13,9.53475
"Metaponto, Italy 2016","2016-12-13",14,9.5225
"Metaponto, Italy 2016","2016-12-14",15,7.3175
"Metaponto, Italy 2016","2016-12-15",16,7.517
"Metaponto, Italy 2016","2016-12-16",17,8.61175
"Metaponto, Italy 2016","2016-12-17",18,6.209
"Metaponto, Italy 2016","2016-12-18",19,6.67675
"Metaponto, Italy 2016","2016-12-19",20,6.99625
"Metaponto, Italy 2016","2016-12-20",21,14.1475
"Metaponto, Italy 2016","2016-12-21",22,11.3225
"Metaponto, Italy 2016","2016-12-22",23,9.5765
"Metaponto, Italy 2016","2016-12-23",24,11.4365
"Metaponto, Italy 2016","2016-12-24",25,10.5245
"Metaponto, Italy 2016","2016-12-25",26,7.89125
"Metaponto, Italy 2016","2016-12-26",27,11.85575
"Metaponto, Italy 2016","2016-12-27",28,10.72175
"Metaponto, Italy 2016","2016-12-28",29,9.9825
"Metaponto, Italy 2016","2016-12-29",30,6.208
"Metaponto, Italy 2016","2016-12-30",31,4.8495
"Metaponto, Italy 2016","2016-12-31",32,6.5335
"Metaponto, Italy 2016","2017-01-01",33,6.84
"Metaponto, Italy 2016","2017-01-02",34,6.295
"Metaponto, Italy 2016","2017-01-03",35,6.6165
"Metaponto, Italy 2016","2017-01-04",36,5.98475
"Metaponto, Italy 2016","2017-01-05",37,3.02575
"Metaponto, Italy 2016","2017-01-06",38,0.44825
"Metaponto, Italy 2016","2017-01-07",39,-1.8545
"Metaponto, Italy 2016","2017-01-08",40,1.257
"Metaponto, Italy 2016","2017-01-09",41,2.3565
"Metaponto, Italy 2016","2017-01-10",42,1.16975
"Metaponto, Italy 2016","2017-01-11",43,1.15025
"Metaponto, Italy 2016","2017-01-12",44,2.751
"Metaponto, Italy 2016","2017-01-13",45,7.595
"Metaponto, Italy 2016","2017-01-14",46,5.96675
"Metaponto, Italy 2016","2017-01-15",47,4.24625
"Metaponto, Italy 2016","2017-01-16",48,6.55
"Metaponto, Italy 2016","2017-01-17",49,6.11825
"Metaponto, Italy 2016","2017-01-18",50,9.14
"Metaponto, Italy 2016","2017-01-19",51,8.2815
"Metaponto, Italy 2016","2017-01-20",52,8.359
"Metaponto, Italy 2016","2017-01-21",53,8.27
"Metaponto, Italy 2016","2017-01-22",54,11.77
"Metaponto, Italy 2016","2017-01-23",55,11.02
"Metaponto, Italy 2016","2017-01-24",56,9.88
"Metaponto, Italy 2016","2017-01-25",57,9.9375
"Metaponto, Italy 2016","2017-01-26",58,8.81625
"Metaponto, Italy 2016","2017-01-27",59,7.0045
"Metaponto, Italy 2016","2017-01-28",60,5.94
"Metaponto, Italy 2016","2017-01-29",61,9.49
"Metaponto, Italy 2016","2017-01-30",62,8.63375
"Metaponto, Italy 2016","2017-01-31",63,6.434
"Metaponto, Italy 2016","2017-02-01",64,8.55725
"Metaponto, Italy 2016","2017-02-02",65,9.64575
"Metaponto, Italy 2016","2017-02-03",66,10.2395
"Metaponto, Italy 2016","2017-02-04",67,15.01
"Metaponto, Italy 2016","2017-02-05",68,14.3875
"Metaponto, Italy 2016","2017-02-06",69,10.262
"Metaponto, Italy 2016","2017-02-07",70,10.04075
"Metaponto, Italy 2016","2017-02-08",71,10.22725
"Metaponto, Italy 2016","2017-02-09",72,11.4375
"Metaponto, Italy 2016","2017-02-10",73,11.9325
"Metaponto, Italy 2016","2017-02-11",74,10.92025
"Metaponto, Italy 2016","2017-02-12",75,9.65075
"Metaponto, Italy 2016","2017-02-13",76,11.04875
"Metaponto, Italy 2016","2017-02-14",77,10.17975
"Metaponto, Italy 2016","2017-02-15",78,10.3085
"Metaponto, Italy 2016","2017-02-16",79,10.6255
"Metaponto, Italy 2016","2017-02-17",80,9.545
"Metaponto, Italy 2016","2017-02-18",81,8.9365
"Metaponto, Italy 2016","2017-02-19",82,9.28025
"Metaponto, Italy 2016","2017-02-20",83,7.80325
"Metaponto, Italy 2016","2017-02-21",84,10.5535
"Metaponto, Italy 2016","2017-02-22",85,9.5195
"Metaponto, Italy 2016","2017-02-23",86,9.5735
"Metaponto, Italy 2016","2017-02-24",87,9.8725
"Metaponto, Italy 2016","2017-02-25",88,13.1325
"Metaponto, Italy 2016","2017-02-26",89,10.73
"Metaponto, Italy 2016","2017-02-27",90,13.085
"Metaponto, Italy 2016","2017-02-28",91,12.84625
"Metaponto, Italy 2016","2017-03-01",92,13.8175
"Metaponto, Italy 2016","2017-03-02",93,11.3545
"Metaponto, Italy 2016","2017-03-03",94,11.60625
"Metaponto, Italy 2016","2017-03-04",95,10.92525
"Metaponto, Italy 2016","2017-03-05",96,12.7515
"Metaponto, Italy 2016","2017-03-06",97,13.0425
"Metaponto, Italy 2016","2017-03-07",98,12.745
"Metaponto, Italy 2016","2017-03-08",99,11.9775
"Metaponto, Italy 2016","2017-03-09",100,13.6
"Metaponto, Italy 2016","2017-03-10",101,14.7
"Metaponto, Italy 2016","2017-03-11",102,11.895
"Metaponto, Italy 2016","2017-03-12",103,11.059
"Metaponto, Italy 2016","2017-03-13",104,9.67575
"Metaponto, Italy 2016","2017-03-14",105,11.2625
"Metaponto, Italy 2016","2017-03-15",106,11.7385
"Metaponto, Italy 2016","2017-03-16",107,12.41675
"Metaponto, Italy 2016","2017-03-17",108,13.5275
"Metaponto, Italy 2016","2017-03-18",109,12.8665
"Metaponto, Italy 2016","2017-03-19",110,13.63575
"Metaponto, Italy 2016","2017-03-20",111,13.80175
"Metaponto, Italy 2016","2017-03-21",112,12.347
"Metaponto, Italy 2016","2017-03-22",113,11.68625
"Metaponto, Italy 2016","2017-03-23",114,14.4935
"Metaponto, Italy 2016","2017-03-24",115,14.52175
"Metaponto, Italy 2016","2017-03-25",116,14.272
"Metaponto, Italy 2016","2017-03-26",117,14.33825
"Metaponto, Italy 2016","2017-03-27",118,12.9475
"Metaponto, Italy 2016","2017-03-28",119,12.8255
"Metaponto, Italy 2016","2017-03-29",120,14.4125
"Metaponto, Italy 2016","2017-03-30",121,17.335
"Metaponto, Italy 2016","2017-03-31",122,16.995
"Metaponto, Italy 2016","2017-04-01",123,13.58325
"Metaponto, Italy 2016","2017-04-02",124,14.855
"Metaponto, Italy 2016","2017-04-03",125,13.66
"Metaponto, Italy 2016","2017-04-04",126,13.555
"Metaponto, Italy 2016","2017-04-05",127,13.9975
"Metaponto, Italy 2016","2017-04-06",128,14.6325
"Metaponto, Italy 2016","2017-04-07",129,13.16725
"Metaponto, Italy 2016","2017-04-08",130,12.877
"Metaponto, Italy 2016","2017-04-09",131,14.46725
"Metaponto, Italy 2016","2017-04-10",132,13.42175
"Metaponto, Italy 2016","2017-04-11",133,13.59875
"Metaponto, Italy 2016","2017-04-12",134,16.495
"Metaponto, Italy 2016","2017-04-13",135,15.8505
"Metaponto, Italy 2016","2017-04-14",136,17.2375
"Metaponto, Italy 2016","2017-04-15",137,14.72
"Metaponto, Italy 2016","2017-04-16",138,15.76
"Metaponto, Italy 2016","2017-04-17",139,14.08
"Metaponto, Italy 2016","2017-04-18",140,13.595
"Metaponto, Italy 2016","2017-04-19",141,10.52
"Metaponto, Italy 2016","2017-04-20",142,10.145
"Metaponto, Italy 2016","2017-04-21",143,9.71625
"Metaponto, Italy 2016","2017-04-22",144,10.89675
"Metaponto, Italy 2016","2017-04-23",145,11.05425
"Metaponto, Italy 2016","2017-04-24",146,13.4625
"Metaponto, Italy 2016","2017-04-25",147,14.3
"Metaponto, Italy 2016","2017-04-26",148,13.44025
"Metaponto, Italy 2016","2017-04-27",149,16.0375
"Metaponto, Italy 2016","2017-04-28",150,17.4375
"Metaponto, Italy 2016","2017-04-29",151,14.87
"Metaponto, Italy 2016","2017-04-30",152,16.5475
"Metaponto, Italy 2016","2017-05-01",153,15.84
"Metaponto, Italy 2016","2017-05-02",154,15.9455
"Metaponto, Italy 2016","2017-05-03",155,17.8025
"Metaponto, Italy 2016","2017-05-04",156,15.1525
"Metaponto, Italy 2016","2017-05-05",157,16.14
"Metaponto, Italy 2016","2017-05-06",158,16.0625
"Metaponto, Italy 2016","2017-05-07",159,18.8075
"Metaponto, Italy 2016","2017-05-08",160,15.64
"Metaponto, Italy 2016","2017-05-09",161,16.675
"Metaponto, Italy 2016","2017-05-10",162,15.92
"Metaponto, Italy 2016","2017-05-11",163,16.8825
"Metaponto, Italy 2016","2017-05-12",164,19.5575
"Metaponto, Italy 2016","2017-05-13",165,22.4275
"Metaponto, Italy 2016","2017-05-14",166,21.2375
"Metaponto, Italy 2016","2017-05-15",167,20.77
"Metaponto, Italy 2016","2017-05-16",168,21.4175
"Metaponto, Italy 2016","2017-05-17",169,22.1575
"Metaponto, Italy 2016","2017-05-18",170,20.0975
"Metaponto, Italy 2016","2017-05-19",171,17.565
"Metaponto, Italy 2016","2017-05-20",172,20.4625
"Metaponto, Italy 2016","2017-05-21",173,18.6325
"Metaponto, Italy 2016","2017-05-22",174,22.185
"Metaponto, Italy 2016","2017-05-23",175,20.6275
"Metaponto, Italy 2016","2017-05-24",176,21.2
"Metaponto, Italy 2016","2017-05-25",177,17.7125
"Metaponto, Italy 2016","2017-05-26",178,18.2275
"Metaponto, Italy 2016","2017-05-27",179,21.5675
"Metaponto, Italy 2016","2017-05-28",180,21.575
"Metaponto, Italy 2016","2017-05-29",181,20.9375
"Metaponto, Italy 2016","2017-05-30",182,19.3775
"Metaponto, Italy 2016","2017-05-31",183,20.315
"Metaponto, Italy 2016","2017-06-01",184,22.5425
"Metaponto, Italy 2016","2017-06-02",185,22.61
"Metaponto, Italy 2016","2017-06-03",186,23.2175
"Metaponto, Italy 2016","2017-06-04",187,21.5325
"Metaponto, Italy 2016","2017-06-05",188,21.71
"Metaponto, Italy 2016","2017-06-06",189,23.09
"Metaponto, Italy 2016","2017-06-07",190,22.785
"Metaponto, Italy 2016","2017-06-08",191,25.435
"Metaponto, Italy 2016","2017-06-09",192,23.185
"Metaponto, Italy 2016","2017-06-10",193,20.6875
"Metaponto, Italy 2016","2017-06-11",194,23.4975
"Metaponto, Italy 2016","2017-06-12",195,24.39
"Metaponto, Italy 2016","2017-06-13",196,22.95
"Metaponto, Italy 2016","2017-06-14",197,25.3525
"Metaponto, Italy 2016","2017-06-15",198,26.4175
"Metaponto, Italy 2016","2017-06-16",199,24.735
"Metaponto, Italy 2016","2017-06-17",200,25.2425
"Metaponto, Italy 2016","2017-06-18",201,22.57
"Metaponto, Italy 2016","2017-06-19",202,24.685
"Metaponto, Italy 2016","2017-06-20",203,24.4125
"Metaponto, Italy 2016","2017-06-21",204,24.34
"Metaponto, Italy 2016","2017-06-22",205,25.11
"Metaponto, Italy 2016","2017-06-23",206,24.98
"Metaponto, Italy 2016","2017-06-24",207,27.61
"Metaponto, Italy 2016","2017-06-25",208,27.675
"Metaponto, Italy 2016","2017-06-26",209,27.5525
"Metaponto, Italy 2016","2017-06-27",210,25.3575
"Metaponto, Italy 2016","2017-06-28",211,26.23
"Metaponto, Italy 2016","2017-06-29",212,30.2025
"Metaponto, Italy 2016","2017-06-30",213,24.7975
"Metaponto, Italy 2017","2017-11-28",0,7.6595
"Metaponto, Italy 2017","2017-11-29",1,8.228
"Metaponto, Italy 2017","2017-11-30",2,15.425
"Metaponto, Italy 2017","2017-12-01",3,10.475
"Metaponto, Italy 2017","2017-12-02",4,10.405
"Metaponto, Italy 2017","2017-12-03",5,10.775
"Metaponto, Italy 2017","2017-12-04",6,8.0665
"Metaponto, Italy 2017","2017-12-05",7,9.166
"Metaponto, Italy 2017","2017-12-06",8,10.0345
"Metaponto, Italy 2017","2017-12-07",9,8.393
"Metaponto, Italy 2017","2017-12-08",10,8.1265
"Metaponto, Italy 2017","2017-12-09",11,10.608
"Metaponto, Italy 2017","2017-12-10",12,6.7585
"Metaponto, Italy 2017","2017-12-11",13,9.9725
"Metaponto, Italy 2017","2017-12-12",14,12.6395
"Metaponto, Italy 2017","2017-12-13",15,11.2105
"Metaponto, Italy 2017","2017-12-14",16,9.9705
"Metaponto, Italy 2017","2017-12-15",17,13.485
"Metaponto, Italy 2017","2017-12-16",18,13.385
"Metaponto, Italy 2017","2017-12-17",19,9.2385
"Metaponto, Italy 2017","2017-12-18",20,6.053
"Metaponto, Italy 2017","2017-12-19",21,5.0865
"Metaponto, Italy 2017","2017-12-20",22,4.8895
"Metaponto, Italy 2017","2017-12-21",23,6.6245
"Metaponto, Italy 2017","2017-12-22",24,8.799
"Metaponto, Italy 2017","2017-12-23",25,10.775
"Metaponto, Italy 2017","2017-12-24",26,12.0045
"Metaponto, Italy 2017","2017-12-25",27,9.996
"Metaponto, Italy 2017","2017-12-26",28,8.6285
"Metaponto, Italy 2017","2017-12-27",29,8.562
"Metaponto, Italy 2017","2017-12-28",30,9.97
"Metaponto, Italy 2017","2017-12-29",31,6.8255
"Metaponto, Italy 2017","2017-12-30",32,6.592
"Metaponto, Italy 2017","2017-12-31",33,7.4915
"Metaponto, Italy 2017","2018-01-01",34,8.9
"Metaponto, Italy 2017","2018-01-02",35,10.04
"Metaponto, Italy 2017","2018-01-03",36,11.5395
"Metaponto, Italy 2017","2018-01-04",37,11.037
"Metaponto, Italy 2017","2018-01-05",38,10.7635
"Metaponto, Italy 2017","2018-01-06",39,10.97
"Metaponto, Italy 2017","2018-01-07",40,12.345
"Metaponto, Italy 2017","2018-01-08",41,15.805
"Metaponto, Italy 2017","2018-01-09",42,15.385
"Metaponto, Italy 2017","2018-01-10",43,12.11
"Metaponto, Italy 2017","2018-01-11",44,10.2665
"Metaponto, Italy 2017","2018-01-12",45,9.405
"Metaponto, Italy 2017","2018-01-13",46,10.3
"Metaponto, Italy 2017","2018-01-14",47,8.768
"Metaponto, Italy 2017","2018-01-15",48,9.967
"Metaponto, Italy 2017","2018-01-16",49,10.4365
"Metaponto, Italy 2017","2018-01-17",50,13.036
"Metaponto, Italy 2017","2018-01-18",51,8.4045
"Metaponto, Italy 2017","2018-01-19",52,7.939
"Metaponto, Italy 2017","2018-01-20",53,10.3825
"Metaponto, Italy 2017","2018-01-21",54,9.56
"Metaponto, Italy 2017","2018-01-22",55,7.003
"Metaponto, Italy 2017","2018-01-23",56,5.5725
"Metaponto, Italy 2017","2018-01-24",57,8.469
"Metaponto, Italy 2017","2018-01-25",58,7.122
"Metaponto, Italy 2017","2018-01-26",59,6.9305
"Metaponto, Italy 2017","2018-01-27",60,11.353
"Metaponto, Italy 2017","2018-01-28",61,10.376
"Metaponto, Italy 2017","2018-01-29",62,9.48
"Metaponto, Italy 2017","2018-01-30",63,8.889
"Metaponto, Italy 2017","2018-01-31",64,8.778
"Metaponto, Italy 2017","2018-02-01",65,8.8845
"Metaponto, Italy 2017","2018-02-02",66,12.0695
"Metaponto, Italy 2017","2018-02-03",67,12.329
"Metaponto, Italy 2017","2018-02-04",68,9.607
"Metaponto, Italy 2017","2018-02-05",69,7.3835
"Metaponto, Italy 2017","2018-02-06",70,9.905
"Metaponto, Italy 2017","2018-02-07",71,12.06
"Metaponto, Italy 2017","2018-02-08",72,10.373
"Metaponto, Italy 2017","2018-02-09",73,8.217
"Metaponto, Italy 2017","2018-02-10",74,9.455
"Metaponto, Italy 2017","2018-02-11",75,8.3585
"Metaponto, Italy 2017","2018-02-12",76,8.999
"Metaponto, Italy 2017","2018-02-13",77,8.3665
"Metaponto, Italy 2017","2018-02-14",78,6.673
"Metaponto, Italy 2017","2018-02-15",79,7.032
"Metaponto, Italy 2017","2018-02-16",80,8.556
"Metaponto, Italy 2017","2018-02-17",81,8.024
"Metaponto, Italy 2017","2018-02-18",82,9.396
"Metaponto, Italy 2017","2018-02-19",83,11.945
"Metaponto, Italy 2017","2018-02-20",84,10.71
"Metaponto, Italy 2017","2018-02-21",85,7.231
"Metaponto, Italy 2017","2018-02-22",86,7.939
"Metaponto, Italy 2017","2018-02-23",87,13.06
"Metaponto, Italy 2017","2018-02-24",88,12.33
"Metaponto, Italy 2017","2018-02-25",89,8.411
"Metaponto, Italy 2017","2018-02-26",90,3.2875
"Metaponto, Italy 2017","2018-02-27",91,0.62
"Metaponto, Italy 2017","2018-02-28",92,1.624
"Metaponto, Italy 2017","2018-03-01",93,4.708
"Metaponto, Italy 2017","2018-03-02",94,13.151
"Metaponto, Italy 2017","2018-03-03",95,10.207
"Metaponto, Italy 2017","2018-03-04",96,12.013
"Metaponto, Italy 2017","2018-03-05",97,11.825
"Metaponto, Italy 2017","2018-03-06",98,13.0805
"Metaponto, Italy 2017","2018-03-07",99,12.229
"Metaponto, Italy 2017","2018-03-08",100,12.182
"Metaponto, Italy 2017","2018-03-09",101,11.643
"Metaponto, Italy 2017","2018-03-10",102,9.6435
"Metaponto, Italy 2017","2018-03-11",103,13.3
"Metaponto, Italy 2017","2018-03-12",104,15.205
"Metaponto, Italy 2017","2018-03-13",105,12.983
"Metaponto, Italy 2017","2018-03-14",106,10.708
"Metaponto, Italy 2017","2018-03-15",107,9.6855
"Metaponto, Italy 2017","2018-03-16",108,14.715
"Metaponto, Italy 2017","2018-03-17",109,18.245
"Metaponto, Italy 2017","2018-03-18",110,11.642
"Metaponto, Italy 2017","2018-03-19",111,12.831
"Metaponto, Italy 2017","2018-03-20",112,9.4375
"Metaponto, Italy 2017","2018-03-21",113,10.621
"Metaponto, Italy 2017","2018-03-22",114,4.9255
"Metaponto, Italy 2017","2018-03-23",115,6.001
"Metaponto, Italy 2017","2018-03-24",116,8.256
"Metaponto, Italy 2017","2018-03-25",117,8.338
"Metaponto, Italy 2017","2018-03-26",118,9.4795
"Metaponto, Italy 2017","2018-03-27",119,10.68
"Metaponto, Italy 2017","2018-03-28",120,10.0295
"Metaponto, Italy 2017","2018-03-29",121,10.674
"Metaponto, Italy 2017","2018-03-30",122,12.427
"Metaponto, Italy 2017","2018-03-31",123,16.885
"Metaponto, Italy 2017","2018-04-01",124,12.703
"Metaponto, Italy 2017","2018-04-02",125,11.7015
"Metaponto, Italy 2017","2018-04-03",126,11.861
"Metaponto, Italy 2017","2018-04-04",127,14.3
"Metaponto, Italy 2017","2018-04-05",128,15.03
"Metaponto, Italy 2017","2018-04-06",129,15.35
"Metaponto, Italy 2017","2018-04-07",130,15.735
"Metaponto, Italy 2017","2018-04-08",131,14.486
"Metaponto, Italy 2017","2018-04-09",132,15.165
"Metaponto, Italy 2017","2018-04-10",133,12.628
"Metaponto, Italy 2017","2018-04-11",134,14.125
"Metaponto, Italy 2017","2018-04-12",135,17.07
"Metaponto, Italy 2017","2018-04-13",136,16.44
"Metaponto, Italy 2017","2018-04-14",137,16.9
"Metaponto, Italy 2017","2018-04-15",138,18.62
"Metaponto, Italy 2017","2018-04-16",139,17.395
"Metaponto, Italy 2017","2018-04-17",140,17.51
"Metaponto, Italy 2017","2018-04-18",141,19.23
"Metaponto, Italy 2017","2018-04-19",142,20.34
"Metaponto, Italy 2017","2018-04-20",143,20.9
"Metaponto, Italy 2017","2018-04-21",144,18.43
"Metaponto, Italy 2017","2018-04-22",145,16.915
"Metaponto, Italy 2017","2018-04-23",146,18.005
"Metaponto, Italy 2017","2018-04-24",147,19.465
"Metaponto, Italy 2017","2018-04-25",148,19.375
"Metaponto, Italy 2017","2018-04-26",149,19.455
"Metaponto, Italy 2017","2018-04-27",150,19.01
"Metaponto, Italy 2017","2018-04-28",151,20.275
"Metaponto, Italy 2017","2018-04-29",152,21.06
"Metaponto, Italy 2017","2018-04-30",153,18.255
"Metaponto, Italy 2017","2018-05-01",154,18.97
"Metaponto, Italy 2017","2018-05-02",155,18.36
"Metaponto, Italy 2017","2018-05-03",156,18.72
"Metaponto, Italy 2017","2018-05-04",157,18.74
"Metaponto, Italy 2017","2018-05-05",158,19.2
"Metaponto, Italy 2017","2018-05-06",159,19.555
"Metaponto, Italy 2017","2018-05-07",160,21.715
"Metaponto, Italy 2017","2018-05-08",161,20.74
"Metaponto, Italy 2017","2018-05-09",162,18.6
"Metaponto, Italy 2017","2018-05-10",163,19.85
"Metaponto, Italy 2017","2018-05-11",164,21.695
"Metaponto, Italy 2017","2018-05-12",165,20.69
"Metaponto, Italy 2017","2018-05-13",166,19.455
"Metaponto, Italy 2017","2018-05-14",167,19.54
"Metaponto, Italy 2017","2018-05-15",168,16.395
"Metaponto, Italy 2017","2018-05-16",169,14.915
"Metaponto, Italy 2017","2018-05-17",170,17.29
