"Name","Alanine_Ro17","Arginine_Ro17","Aspartic.acid_Ro17","Cysteine_Ro17","Glutamic.acid_Ro17","Glycine_Ro17","Histidine_Ro17","Isoleucine_Ro17","Leucine_Ro17","Lysine_Ro17","Methionine_Ro17","Phenylalanine_Ro17","Proline_Ro17","Protein_Ro17","Serine_Ro17","Threonine_Ro17","Tryptophan_Ro17","Tyrosine_Ro17","Valine_Ro17"
"PI_472327_LSP_AGL",1.053,2.1419,3.1062,0.2562,4.3224,1.0571,0.9921,1.1618,1.9633,1.7583,0.2339,1.3722,1.1284,28.2862,1.3496,1.1444,0.2119,0.8311,1.333
"PI_472380_LSP_AGL",1.039,2.0017,2.9983,0.2378,4.1438,1.0371,0.9487,1.1106,1.8875,1.6964,0.2296,1.3157,1.0952,26.8005,1.2818,1.1387,0.2046,0.7865,1.2663
"PI_472416_LSP_AGL",1.1215,2.2728,3.2977,0.27,4.583,1.1156,1.0254,1.2296,2.0603,1.8478,0.2415,1.4419,1.1569,29.5876,1.4213,1.1889,0.2235,0.879,1.4077
"PI_472488_LSP_AGL",1.1018,2.1183,3.1689,0.2604,4.3528,1.0726,0.7177,1.1806,2.0213,1.7632,0.2493,1.3911,1.183,28.0546,1.3731,1.13,0.2108,0.8437,1.3438
"PI_472559_LSP_AGL",1.1,2.2503,3.1393,0.2482,4.423,1.0679,1.0974,1.1868,2.0006,1.7834,0.2252,1.4052,1.1635,29.1965,1.3688,1.135,0.2137,0.8396,1.3624
"PI_472561_LSP_AGL",1.0756,2.0561,3.0774,0.2558,4.2474,1.0457,0.8837,1.1545,1.9394,1.7488,0.238,1.3535,1.1383,27.7338,1.3174,1.136,0.2101,0.8115,1.3156
"PI_472569_LSP_AGL",1.0313,2.0164,3.0379,0.2339,4.2535,1.025,0.9902,1.1316,1.9165,1.7627,0.2282,1.3289,1.1143,27.8085,1.3081,1.067,0.2027,0.7907,1.2943
"PI_472588_LSP_AGL",1.2038,2.3899,3.559,0.2801,4.957,1.2084,0.9801,1.3034,2.2061,2.0014,0.2773,1.5213,1.2443,31.1616,1.5089,1.2729,0.2356,0.9328,1.4982
"PI_472590_LSP_AGL",1.0561,1.8995,2.9537,0.2719,4.0047,1.0184,0.7772,1.0845,1.842,1.6892,0.2514,1.2737,1.1027,26.1757,1.2541,1.1166,0.2078,0.817,1.2459
"PI_472615_LSP_AGL",1.0848,2.1576,3.1918,0.2621,4.4984,1.1018,0.9076,1.2067,2.02,1.823,0.2504,1.4099,1.1789,28.6617,1.3699,1.1753,0.2163,0.8643,1.3544
"PI_472629_LSP_AGL",1.0576,1.7942,3.0174,0.2707,4.0033,1.037,0.6335,1.1032,1.8397,1.6989,0.2649,1.2778,1.0838,25.6249,1.2555,1.14,0.2116,0.7923,1.2517
"PI_477921_LSP_AGL",1.189,2.1411,3.3058,0.269,4.5559,1.1683,0.7616,1.2277,2.0681,1.8769,0.2734,1.4342,1.1962,28.6909,1.4012,1.2217,0.2336,0.8903,1.4105
"PI_490288_LSP_AGL",1.0541,2.0202,3.0105,0.2424,4.1801,1.0472,0.9715,1.1238,1.9095,1.7198,0.2275,1.3257,1.1128,27.4559,1.304,1.0864,0.207,0.7975,1.29
"PI_490289_LSP_AGL",1.1199,2.1982,3.1998,0.2472,4.5679,1.1006,0.7472,1.2398,2.0566,1.842,0.2409,1.4414,1.1701,28.4063,1.4124,1.1588,0.2129,0.8506,1.4101
"PI_508090_AGL",1.1395,2.0635,3.2086,0.2838,4.444,1.1435,0.7108,1.2076,2.019,1.8538,0.2704,1.4114,1.1726,28.0474,1.385,1.2376,0.2262,0.8866,1.373
"PI_518731_LSP_AGL",1.1911,2.2624,3.4653,0.279,4.7166,1.139,0.8667,1.2574,2.1137,1.9133,0.2585,1.4674,1.1916,29.202,1.4325,1.2069,0.2283,0.8876,1.4403
"PI_518733_LSP_AGL",1.1955,2.2167,3.3161,0.2655,4.6792,1.1539,0.8784,1.2667,2.12,1.9436,0.2629,1.4786,1.2022,29.3262,1.4551,1.2032,0.2253,0.8969,1.4544
"PI_518734_LSP_AGL",1.2199,2.2543,3.2997,0.2612,4.6909,1.1518,1.0384,1.257,2.1229,1.942,0.2496,1.4793,1.1951,29.9825,1.4503,1.1928,0.2346,0.9176,1.4595
"PI_533688_LSP_AGL",1.18,2.1516,3.2307,0.2725,4.544,1.147,0.8047,1.2405,2.0677,1.8691,0.2574,1.4376,1.2092,28.4445,1.4171,1.1566,0.2253,0.8857,1.411
"PI_533693_LSP_AGL",1.125,2.1736,3.1085,0.2509,4.4281,1.0986,0.8046,1.2013,2.0125,1.8099,0.2432,1.4093,1.169,28.4017,1.371,1.1491,0.2156,0.8436,1.3869
"PI_612875_AGL",1.1521,2.3779,3.413,0.2714,4.6953,1.1449,1.0757,1.2389,2.1084,1.8805,0.2466,1.4661,1.2046,30.4306,1.4317,1.2206,0.2324,0.8978,1.4292
"PI_643451_AGL",1.1376,2.2444,3.3664,0.2714,4.6091,1.1287,0.8747,1.2275,2.0855,1.8558,0.258,1.4412,1.1888,29.2165,1.4149,1.1888,0.2254,0.871,1.411
"PI_643452_AGL",1.1541,2.3692,3.4658,0.2607,4.8036,1.156,0.999,1.2729,2.1622,1.8989,0.2514,1.4918,1.2303,30.6869,1.4606,1.1868,0.2294,0.8915,1.4579
"W6_27754_LSP_AGL",1.0361,1.8908,2.9106,0.2609,4.0228,1.0281,0.8088,1.1077,1.8473,1.7086,0.242,1.2957,1.0914,26.3457,1.2814,1.1104,0.2061,0.8114,1.2549
"W6_27760_LSP_AGL",1.14,2.1608,3.0943,0.2616,4.4157,1.0911,0.8322,1.1856,2.013,1.8093,0.2388,1.405,1.175,28.4649,1.3643,1.148,0.2197,0.8531,1.3705
"W6_27763_LSP_AGL",1.0817,2.0984,3.146,0.2887,4.3578,1.1032,0.7874,1.2077,1.994,1.8108,0.2514,1.4006,1.1486,28.0613,1.3979,1.1523,0.219,0.857,1.3697
"W6_27766_LSP_AGL",1.1077,2.2119,3.162,0.2692,4.4541,1.105,0.8499,1.1931,2.0274,1.8066,0.2503,1.4159,1.1873,28.7174,1.3783,1.1506,0.2198,0.8665,1.378
"W6_27767_LSP_AGL",1.0803,2.1072,3.1459,0.267,4.3614,1.0749,0.8492,1.1755,1.9943,1.7654,0.2465,1.3784,1.1618,28.0603,1.3555,1.1397,0.2173,0.852,1.3445
