"Name","Alanine_Su17","Arginine_Su17","Aspartic.acid_Su17","Cysteine_Su17","Glutamic.acid_Su17","Glycine_Su17","Histidine_Su17","Isoleucine_Su17","Leucine_Su17","Lysine_Su17","Methionine_Su17","Phenylalanine_Su17","Proline_Su17","Protein_Su17","Serine_Su17","Threonine_Su17","Tryptophan_Su17","Tyrosine_Su17","Valine_Su17"
"PI_339289_LSP_AGL",1.1397,2.1291,3.1688,0.2792,4.357,1.1008,0.9002,1.1829,1.9876,1.7812,0.2568,1.3798,1.1656,28.1775,1.3646,1.0963,0.2272,0.8513,1.3614
"PI_339292_LSP_AGL",1.2393,2.4015,3.6096,0.2948,4.8949,1.23,1.0607,1.3205,2.2155,1.975,0.2794,1.5295,1.249,31.3108,1.5314,1.1986,0.2476,0.9384,1.5176
"PI_339296_AGL",1.2003,2.0651,3.2249,0.2812,4.312,1.102,0.8813,1.196,2.0014,1.8099,0.2581,1.39,1.1793,28.2024,1.3621,1.0705,0.2243,0.828,1.3777
"PI_343026_LSP_AGL",1.2046,2.2214,3.3832,0.2666,4.6341,1.1509,1.0217,1.2405,2.0996,1.9014,0.2775,1.4361,1.2342,30.1487,1.4216,1.1728,0.2335,0.8752,1.4322
"PI_345627_LSP_AGL",1.2072,2.1944,3.2687,0.265,4.6351,1.1543,0.9476,1.2494,2.1097,1.9166,0.2697,1.4601,1.2249,29.7572,1.4299,1.1176,0.2347,0.893,1.4473
"PI_358602_LSP_AGL",1.1448,2.1606,3.2218,0.2648,4.423,1.1082,0.968,1.1949,2.0212,1.8085,0.2564,1.4015,1.1844,28.9837,1.3716,1.1326,0.2261,0.8359,1.3795
"PI_368647_LSP_AGL",1.1589,2.2016,3.3826,0.2638,4.6386,1.1354,0.9347,1.2458,2.0861,1.8833,0.267,1.4413,1.2013,29.7958,1.4164,1.1809,0.2302,0.862,1.4226
"PI_368651_LSP_AGL",1.124,2.1632,3.2536,0.2606,4.4623,1.0925,0.9163,1.1796,2.0114,1.8246,0.2592,1.393,1.1579,28.7299,1.3626,1.1549,0.2239,0.8387,1.3699
"PI_370481_LSP_AGL",1.2104,2.3187,3.4214,0.2616,4.8787,1.1862,0.8699,1.2807,2.1754,1.9579,0.2771,1.5047,1.2538,30.209,1.461,1.1993,0.2367,0.8995,1.4729
"PI_374116_LSP_AGL",1.1096,2.0124,2.9871,0.2307,4.2686,1.0641,0.9298,1.1723,1.95,1.7608,0.2341,1.3538,1.1449,27.7269,1.3168,1.0172,0.212,0.7939,1.3435
"PI_374117_LSP_AGL",1.0766,2.07,3.0818,0.2515,4.329,1.0672,0.9474,1.17,1.9592,1.7717,0.2528,1.3644,1.147,27.9928,1.3299,1.0681,0.2141,0.8431,1.3322
"PI_374118_AGL",1.1564,2.1073,3.1366,0.2504,4.3942,1.0902,0.9349,1.1664,1.9891,1.8031,0.2538,1.3778,1.1722,28.3417,1.3405,1.1227,0.219,0.8303,1.3442
"PI_374120_LSP_AGL",1.1145,2.0167,3.1669,0.2569,4.432,1.0966,0.7888,1.1885,1.9965,1.8218,0.2607,1.3785,1.1642,27.9435,1.344,1.0981,0.2236,0.8178,1.3549
"PI_374121_AGL",1.1327,2.1977,3.2276,0.2713,4.5458,1.121,0.9032,1.2349,2.0612,1.8442,0.2564,1.4313,1.1895,28.9784,1.41,1.075,0.2329,0.8701,1.4249
"PI_379368_LSP_AGL",1.1417,2.2524,3.306,0.2703,4.6258,1.147,0.9561,1.2479,2.0913,1.8613,0.2646,1.4489,1.211,29.5984,1.4243,1.1382,0.2344,0.8763,1.4354
"PI_383682_LSP_AGL",1.283,2.3737,3.606,0.2905,4.8837,1.2277,1.0762,1.3004,2.2092,1.9704,0.2773,1.5163,1.2522,31.3557,1.4966,1.1869,0.248,0.9134,1.5056
"PI_420818_AGL",1.1204,2.0599,3.0369,0.2471,4.3471,1.0814,0.9862,1.1759,1.9713,1.7678,0.2458,1.364,1.1882,28.2625,1.3298,1.0183,0.2184,0.8093,1.3305
"PI_420924_LSP_AGL",1.1565,2.2743,3.2974,0.2588,4.7177,1.1333,0.9295,1.2607,2.1117,1.9076,0.252,1.4704,1.2067,29.7154,1.444,1.1604,0.2215,0.8642,1.4321
"PI_420925_LSP_AGL",1.1539,2.3326,3.1996,0.2417,4.5559,1.1028,1.1459,1.2044,2.0708,1.8113,0.2328,1.438,1.2158,29.813,1.4062,1.0568,0.2211,0.8312,1.3954
"PI_420929_LSP_AGL",1.1873,2.3259,3.3214,0.248,4.791,1.1472,1.0689,1.2731,2.1484,1.9295,0.2517,1.4837,1.2402,30.8254,1.47,1.1351,0.2264,0.8726,1.457
"PI_426202_LSP_AGL",1.1902,2.2359,3.3769,0.2656,4.5709,1.1171,1.102,1.2118,2.0807,1.8875,0.2601,1.4205,1.2036,30.3914,1.4068,1.1455,0.233,0.8492,1.4117
"PI_426778_LSP_AGL",1.1206,2.0209,3.0897,0.2494,4.3486,1.0903,0.9348,1.193,1.9953,1.8154,0.2518,1.3808,1.1653,28.5643,1.3614,1.1145,0.2168,0.8156,1.3589
"PI_426797_LSP_AGL",1.0544,1.9644,2.8486,0.2414,4.0159,1.0035,0.9983,1.1035,1.8551,1.6624,0.2303,1.2978,1.1255,26.8763,1.2547,1.0079,0.2003,0.7658,1.2587
"PI_426807_LSP_AGL",1.0306,1.6984,2.7139,0.2526,3.7544,0.9692,0.7961,1.0532,1.7561,1.6101,0.2322,1.2294,1.0583,24.9448,1.1888,0.9762,0.2001,0.7398,1.1984
"PI_431618_LSP_AGL",1.1874,2.2271,3.362,0.2712,4.6275,1.1649,0.9407,1.2515,2.1068,1.8754,0.2728,1.4542,1.2289,29.4616,1.4341,1.1672,0.2301,0.8798,1.4263
"PI_431622_LSP_AGL",1.1293,2.2268,3.3004,0.2806,4.4793,1.1137,1.0555,1.1867,2.0332,1.8114,0.2647,1.3969,1.186,29.2413,1.3811,1.1286,0.2286,0.8652,1.3813
"PI_431630_LSP_AGL",1.1127,2.0546,3.23,0.2727,4.3483,1.0683,0.8207,1.1809,1.977,1.8046,0.2671,1.3629,1.1558,28.1407,1.3472,1.1311,0.2163,0.8159,1.3425
"PI_431633_LSP_AGL",1.2377,2.4146,3.4453,0.2739,4.8655,1.2063,1.0345,1.306,2.196,1.9502,0.2644,1.5228,1.2695,31.043,1.4969,1.1573,0.2436,0.9152,1.5077
"PI_431636_LSP_AGL",1.2503,2.394,3.4564,0.2569,4.9363,1.1925,0.9713,1.3226,2.216,1.975,0.2672,1.5336,1.2838,31.2472,1.4983,1.168,0.2378,0.9097,1.5192
"PI_431643_LSP_AGL",1.234,2.2935,3.4901,0.2882,4.8017,1.2023,0.8809,1.2931,2.1659,1.9544,0.2842,1.5026,1.2205,30.199,1.4883,1.2423,0.2398,0.9314,1.4842
"PI_431662_LSP_AGL",1.2024,2.3008,3.4073,0.2915,4.7148,1.1766,0.9545,1.2598,2.1474,1.9247,0.2733,1.4799,1.225,30.2567,1.4669,1.2095,0.2399,0.9029,1.4683
"PI_431663_LSP_AGL",1.1365,2.188,3.2019,0.2791,4.4566,1.0987,0.9642,1.1844,2.0309,1.8332,0.257,1.3999,1.1808,28.8531,1.3823,1.1458,0.2256,0.8546,1.3762
"PI_431679_LSP_AGL",1.2078,2.3953,3.4921,0.2798,4.7658,1.145,1.1369,1.2641,2.1477,1.9267,0.2619,1.4778,1.228,31.1717,1.4599,1.1609,0.2391,0.898,1.4673
"PI_431684_LSP_AGL",1.1008,1.9797,3.0985,0.2761,4.1784,1.0552,0.8408,1.154,1.9181,1.7638,0.2589,1.3311,1.1117,27.3596,1.3295,1.117,0.216,0.8324,1.3145
"PI_431705_LSP_AGL",1.161,2.2434,3.3029,0.2696,4.5507,1.1265,1.0636,1.212,2.0553,1.8665,0.2663,1.4175,1.194,29.8307,1.3992,1.1719,0.2295,0.872,1.3998
"PI_431710_LSP_AGL",1.1435,2.1191,3.2685,0.2802,4.3954,1.0977,0.9337,1.1967,2.0076,1.8359,0.269,1.3887,1.1555,28.6077,1.3798,1.1391,0.2241,0.8618,1.3707
"PI_431714_LSP_AGL",1.2076,2.2686,3.4915,0.2966,4.7273,1.1748,0.9226,1.2692,2.1359,1.9532,0.2851,1.4709,1.2036,30.2067,1.4751,1.2325,0.2379,0.9177,1.456
"PI_431717_LSP_AGL",1.0682,1.8442,2.9285,0.2695,3.966,1.0272,0.7841,1.099,1.8394,1.7073,0.2611,1.2764,1.0958,25.9921,1.2671,1.0547,0.2085,0.7973,1.2574
"PI_431728_LSP_AGL",1.1986,2.2439,3.3852,0.2819,4.6454,1.1595,0.9613,1.263,2.1183,1.9295,0.2713,1.4659,1.2044,30.1275,1.4616,1.1725,0.2367,0.8868,1.4584
"PI_431731_LSP_AGL",1.1265,2.0058,3.1669,0.2891,4.3122,1.1211,0.7899,1.1958,2,1.8042,0.272,1.3822,1.1559,27.581,1.3874,1.1178,0.2215,0.843,1.3622
"PI_431739_LSP_AGL",1.1967,2.3258,3.4642,0.2792,4.7374,1.1722,1.0408,1.2691,2.143,1.9301,0.2751,1.4753,1.2302,30.9785,1.4736,1.234,0.2391,0.9001,1.4605
"PI_431753_LSP_AGL",1.1019,2.0292,3.1253,0.277,4.2899,1.0781,0.8588,1.1692,1.9607,1.8109,0.26,1.3601,1.1394,27.8442,1.3585,1.1194,0.2187,0.8373,1.3373
"PI_431756_LSP_AGL",1.1423,2.1836,3.2956,0.279,4.4721,1.107,0.9583,1.2125,2.0325,1.8588,0.2633,1.4124,1.1685,28.8736,1.4037,1.1432,0.2229,0.8658,1.3864
"PI_431809_LSP_AGL",1.0632,1.8133,2.9193,0.2486,4.0282,1.0017,0.7262,1.1074,1.849,1.7279,0.2538,1.2828,1.0994,26.4871,1.2471,1.1112,0.2067,0.7736,1.2537
"PI_431824_LSP_AGL",1.1443,1.9724,3.1464,0.2595,4.3551,1.1038,0.7557,1.1823,1.9829,1.8176,0.2629,1.3735,1.1545,27.6415,1.3379,1.1783,0.2211,0.8277,1.3355
"PI_431863_LSP_AGL",1.1584,2.2204,3.3315,0.2713,4.6207,1.13,0.96,1.2377,2.078,1.8813,0.2614,1.4376,1.1883,29.7103,1.4135,1.1708,0.2314,0.8681,1.4155
"PI_431873_LSP_AGL",1.111,1.998,3.0791,0.2602,4.2962,1.0682,0.8798,1.1688,1.9549,1.7928,0.2527,1.3619,1.1456,27.6156,1.3251,1.1209,0.2152,0.8155,1.3231
"PI_431884_LSP_AGL",1.2011,2.2564,3.391,0.281,4.7097,1.1523,0.8267,1.2714,2.1268,1.9264,0.2733,1.4835,1.193,29.4049,1.4575,1.1875,0.2319,0.9117,1.4581
"PI_431888_LSP_AGL",1.165,2.0958,3.2277,0.2751,4.4168,1.0898,0.8133,1.1935,2.0119,1.827,0.2664,1.3903,1.1538,28.155,1.3749,1.1428,0.2239,0.8479,1.3738
"PI_431893_LSP_AGL",1.236,2.5223,3.5484,0.292,4.9029,1.2006,1.1724,1.3019,2.2168,1.9932,0.2571,1.5351,1.2437,32.3935,1.5332,1.2582,0.2474,0.9519,1.5177
"PI_431923_LSP_AGL",1.1347,2.1602,3.2608,0.269,4.4363,1.0838,0.9913,1.2021,2.0141,1.8385,0.2617,1.3903,1.1742,29.2741,1.3871,1.1373,0.2204,0.8447,1.376
"PI_431980_LSP_AGL",1.3431,2.521,3.7251,0.2963,5.1597,1.2684,1.0176,1.3895,2.3256,2.0755,0.2863,1.608,1.2944,32.3483,1.5993,1.2401,0.2559,0.9812,1.5939
"PI_432000_LSP_AGL",1.1223,1.9709,3.2175,0.2668,4.2985,1.063,0.8047,1.1649,1.9582,1.7962,0.2679,1.3408,1.1275,27.8329,1.328,1.1412,0.2215,0.8138,1.3263
"PI_432001_LSP_AGL",1.2325,2.3224,3.5377,0.2841,4.8358,1.1714,0.9207,1.3064,2.1758,1.9719,0.2731,1.5057,1.2363,30.6377,1.5015,1.2151,0.2372,0.9132,1.4781
"PI_432002_LSP_AGL",1.167,2.2025,3.3235,0.2811,4.4888,1.1032,0.9399,1.2008,2.0292,1.8584,0.2632,1.4042,1.1661,29.1026,1.3849,1.1632,0.2304,0.8595,1.3932
"PI_432005_LSP_AGL",1.2008,2.19,3.3342,0.2698,4.5947,1.1228,0.8857,1.2227,2.0605,1.8511,0.2619,1.4184,1.1833,29.0465,1.3799,1.1674,0.2321,0.8651,1.4038
"PI_432028_LSP_AGL",1.1578,2.1826,3.2041,0.2681,4.4313,1.0973,0.9979,1.172,2.0133,1.8263,0.2568,1.3859,1.1711,28.8467,1.3651,1.1358,0.2256,0.8456,1.368
"PI_432033_LSP_AGL",1.1144,2.0014,3.0255,0.2696,4.1298,1.0431,0.8409,1.1198,1.9061,1.7467,0.2555,1.3198,1.1228,26.7985,1.3071,1.0973,0.2142,0.815,1.2973
"PI_432085_LSP_AGL",1.2284,2.3387,3.5127,0.2862,4.8836,1.202,0.9512,1.3235,2.2019,1.9757,0.2741,1.5322,1.2424,30.762,1.5148,1.1897,0.2393,0.9246,1.5098
"PI_432106_LSP_AGL",1.2537,2.3762,3.468,0.2725,4.8971,1.2111,1.0378,1.3116,2.2017,1.9522,0.2708,1.5167,1.2724,31.1941,1.5019,1.183,0.2442,0.923,1.502
"PI_432124_LSP_AGL",1.1588,2.1785,3.3053,0.286,4.5263,1.1191,0.9177,1.2269,2.0583,1.8892,0.2696,1.4277,1.177,29.1798,1.4266,1.1717,0.2301,0.8826,1.4077
"PI_432145_LSP_AGL",1.168,2.329,3.4589,0.2946,4.6902,1.1533,0.9609,1.2657,2.1151,1.9032,0.2769,1.4681,1.1975,30.2169,1.4669,1.2013,0.2326,0.9166,1.4419
"PI_432147_LSP_AGL",1.1666,2.1625,3.33,0.2768,4.5468,1.1292,0.9705,1.2226,2.0656,1.8812,0.2707,1.4196,1.1802,29.4478,1.4057,1.1588,0.2294,0.8659,1.4059
"PI_432184_LSP_AGL",1.2155,2.3174,3.4762,0.2705,4.7924,1.1681,0.9895,1.2738,2.1506,1.9377,0.2708,1.4877,1.2261,30.4103,1.4587,1.2046,0.2358,0.905,1.4617
"PI_432188_LSP_AGL",1.1292,2.0557,3.1071,0.2564,4.34,1.08,0.9216,1.1869,1.9795,1.8019,0.2502,1.3793,1.1577,27.9741,1.3564,1.0899,0.2192,0.8402,1.3525
"PI_432190_LSP_AGL",1.1213,2.024,3.0744,0.2557,4.4185,1.0799,0.7862,1.2013,1.999,1.8426,0.2531,1.3996,1.1579,27.8482,1.3625,1.1141,0.2161,0.8425,1.3671
"PI_432201_LSP_AGL",1.1279,2.0923,3.1829,0.2704,4.373,1.1113,0.9271,1.1901,1.992,1.7938,0.2615,1.3865,1.1672,28.3886,1.36,1.1632,0.2238,0.8472,1.3537
"PI_432212_LSP_AGL",1.1245,2.1331,3.2451,0.2799,4.4258,1.1005,0.8393,1.1787,2.0265,1.8234,0.2663,1.3959,1.1616,28.4668,1.3724,1.1696,0.2275,0.8379,1.3746
"PI_432236_LSP_AGL",1.1219,2.0683,3.1073,0.2673,4.2744,1.067,0.9572,1.1474,1.9725,1.7821,0.2559,1.3613,1.1598,28.3512,1.3288,1.108,0.2211,0.8156,1.3379
"PI_432245_LSP_AGL",1.2522,2.3121,3.3611,0.2731,4.7052,1.1493,0.9771,1.2831,2.147,1.9136,0.2668,1.4923,1.2472,29.9038,1.4741,1.1131,0.2325,0.9149,1.467
"PI_432271_LSP_AGL",1.1354,2.1789,3.1943,0.2727,4.4732,1.1083,0.9134,1.2107,2.0463,1.8358,0.2488,1.4256,1.18,28.7891,1.3959,1.1428,0.2237,0.8454,1.3945
"PI_432286_LSP_AGL",1.1658,2.2067,3.2274,0.2521,4.5637,1.1124,1.0083,1.2362,2.0846,1.8328,0.2478,1.4408,1.2132,29.2817,1.4035,1.0771,0.2216,0.8476,1.4141
"PI_451763_LSP_AGL",1.2424,2.3035,3.4008,0.2747,4.7974,1.1973,0.9,1.2938,2.1711,1.9476,0.2738,1.5067,1.2487,30.1635,1.473,1.182,0.2373,0.917,1.487
"PI_458503_LSP_AGL",1.0892,1.98,3.032,0.2381,4.2706,1.0583,0.9125,1.1564,1.9407,1.7581,0.2457,1.3468,1.1577,27.6141,1.3023,1.0723,0.2086,0.7873,1.3092
"PI_468900_LSP_AGL",1.141,2.2039,3.3026,0.2714,4.5735,1.1238,0.8839,1.2399,2.062,1.8612,0.2643,1.4397,1.1816,29.0033,1.4138,1.1281,0.2244,0.869,1.4149
"PI_468901_AGL",1.186,2.277,3.3752,0.2727,4.7392,1.1621,0.8758,1.2892,2.145,1.9438,0.2676,1.4947,1.2097,29.9576,1.4644,1.2091,0.228,0.9057,1.4743
"PI_468902_LSP_AGL",1.1973,2.3545,3.4488,0.265,4.7903,1.1598,1.0431,1.2626,2.1505,1.9057,0.2585,1.4835,1.2452,30.7542,1.4379,1.1654,0.2343,0.8729,1.457
"PI_472136_LSP_AGL",1.1136,2.1465,3.1197,0.2452,4.3269,1.0775,1.073,1.1676,1.9826,1.7554,0.2419,1.3787,1.1657,28.4269,1.3373,1.0839,0.2152,0.8141,1.3397
"PI_472205_LSP_AGL",1.0883,2.1587,3.0932,0.2613,4.2945,1.0568,1.1,1.1638,1.9657,1.7298,0.2396,1.3676,1.1669,28.458,1.3305,1.0512,0.2139,0.8295,1.3269
"PI_472213_LSP_AGL",1.1388,2.0378,3.1738,0.2622,4.3417,1.1064,0.9755,1.1996,2.0029,1.7938,0.2565,1.3853,1.1862,28.4853,1.3644,1.1065,0.2161,0.8476,1.3552
"PI_472327_LSP_AGL",1.1047,2.189,3.191,0.2531,4.4353,1.0891,1.0897,1.195,2.027,1.7911,0.2512,1.4041,1.1826,29.1122,1.3762,1.0829,0.2145,0.8388,1.3689
"PI_472380_LSP_AGL",1.0657,1.9334,2.9542,0.237,4.0763,1.0209,0.984,1.1047,1.8775,1.6944,0.2394,1.3,1.1272,27.05,1.2613,1.0527,0.2035,0.7661,1.2619
"PI_472416_LSP_AGL",1.1067,2.0691,3.1039,0.2546,4.3311,1.0727,0.9898,1.1798,1.9804,1.7836,0.2414,1.3829,1.15,28.3418,1.3517,1.1033,0.2135,0.8101,1.3433
"PI_472488_LSP_AGL",1.0898,2.0826,3.0888,0.251,4.2727,1.0471,0.8883,1.1539,1.9755,1.7304,0.2422,1.3597,1.168,27.9813,1.3353,1.0403,0.209,0.8082,1.3213
"PI_472559_LSP_AGL",1.1265,2.2155,3.1953,0.2562,4.4317,1.0835,1.0935,1.1968,2.0186,1.7909,0.2387,1.4049,1.1868,29.2614,1.3724,1.1023,0.217,0.8337,1.3696
"PI_472561_LSP_AGL",1.0945,2.0879,3.0477,0.246,4.2438,1.0427,1.0449,1.1635,1.9445,1.7178,0.2305,1.3588,1.1598,28.1793,1.3153,1.0312,0.212,0.7883,1.3241
"PI_472569_LSP_AGL",1.0706,2.0559,2.9926,0.2436,4.1808,1.0325,1.0683,1.1372,1.9158,1.7156,0.2352,1.3361,1.142,28.0769,1.3069,1.0612,0.2099,0.7975,1.3032
"PI_472588_LSP_AGL",1.1578,2.2296,3.2871,0.2665,4.6276,1.1528,0.9556,1.2493,2.0996,1.9014,0.2629,1.4529,1.2149,29.9903,1.4423,1.1569,0.2294,0.8825,1.4353
"PI_472590_LSP_AGL",1.1598,2.1089,3.1734,0.2719,4.3488,1.1083,0.9719,1.1666,1.9918,1.8011,0.2633,1.3691,1.1771,28.3237,1.3453,1.1019,0.2274,0.8597,1.3551
"PI_472615_LSP_AGL",1.132,2.2963,3.2151,0.2535,4.5539,1.0953,1.0647,1.2377,2.0616,1.825,0.2381,1.445,1.2183,29.8214,1.4109,1.0787,0.22,0.8575,1.3989
"PI_472629_LSP_AGL",1.1305,2.0242,3.1946,0.2688,4.3227,1.08,0.8263,1.1781,1.9659,1.7878,0.2639,1.3626,1.1434,28.078,1.3373,1.1246,0.2225,0.85,1.3397
"PI_477921_LSP_AGL",1.0777,1.9056,2.9533,0.2484,4.1426,1.063,0.7595,1.1259,1.8854,1.7231,0.2532,1.3096,1.1352,26.8704,1.2606,1.1162,0.2168,0.8088,1.2799
"PI_490288_LSP_AGL",1.1784,2.2287,3.1841,0.2422,4.5407,1.1034,0.9515,1.2329,2.0548,1.8501,0.2405,1.4318,1.1915,29.1258,1.3953,1.07,0.2174,0.841,1.419
"PI_490289_LSP_AGL",1.1185,2.1118,3.0529,0.2494,4.3981,1.0591,0.7562,1.2028,1.9937,1.7924,0.2407,1.3943,1.1582,27.9477,1.361,1.0497,0.2134,0.819,1.3782
"PI_508090_AGL",1.1186,1.8575,2.9089,0.2627,4.1288,1.0661,0.6819,1.144,1.9044,1.7669,0.2576,1.3307,1.1358,26.4722,1.2947,1.0693,0.216,0.8153,1.3089
"PI_518731_LSP_AGL",1.2112,2.5322,3.4498,0.2498,4.8875,1.1881,1.3398,1.2969,2.1919,1.9254,0.2414,1.5224,1.2715,32.28,1.5031,1.1721,0.234,0.8907,1.4828
"PI_518733_LSP_AGL",1.1649,2.1844,3.2964,0.2687,4.6255,1.1486,0.9188,1.2548,2.1029,1.9102,0.2627,1.4603,1.1972,29.4345,1.4457,1.1529,0.2263,0.8842,1.4368
"PI_518734_LSP_AGL",1.149,2.0981,3.1315,0.2547,4.4841,1.0907,0.9432,1.2244,2.0365,1.857,0.2392,1.4202,1.1663,29.0108,1.3769,1.0967,0.2237,0.856,1.4035
"PI_533688_LSP_AGL",1.1841,2.1875,3.2281,0.2656,4.5753,1.1424,0.8851,1.239,2.0716,1.8644,0.2574,1.4401,1.2157,28.9522,1.4185,1.1133,0.2272,0.8707,1.4099
"PI_533693_LSP_AGL",1.125,2.1631,3.1663,0.2486,4.4823,1.1184,0.8891,1.2074,2.0364,1.8087,0.2438,1.4087,1.1779,28.8331,1.3816,1.1137,0.2199,0.8332,1.3854
"PI_612875_AGL",1.1889,2.3109,3.3275,0.2596,4.6056,1.1322,1.1715,1.2313,2.0891,1.8449,0.2461,1.4511,1.2209,30.1655,1.4132,1.1182,0.2304,0.8551,1.4184
"PI_643451_AGL",1.159,2.2704,3.2777,0.2436,4.5775,1.1089,1.1259,1.2218,2.0734,1.8143,0.2412,1.4282,1.2232,29.9261,1.385,1.0792,0.2238,0.8343,1.3989
"PI_643452_AGL",1.1657,2.4248,3.4015,0.2478,4.7726,1.1448,1.2309,1.2576,2.1453,1.8533,0.2429,1.4717,1.2605,31.518,1.4304,1.0999,0.2315,0.8687,1.444
"W6_27754_LSP_AGL",1.0327,1.8452,2.8728,0.2654,3.9725,1.0213,0.7908,1.104,1.8292,1.6744,0.2412,1.2824,1.0905,26.0251,1.2699,1.0144,0.2062,0.7912,1.2545
"W6_27760_LSP_AGL",1.0954,1.9613,2.9167,0.2599,4.0986,1.0449,0.7697,1.1245,1.8998,1.7131,0.2394,1.3264,1.1304,26.6603,1.28,1.108,0.212,0.8072,1.2973
"W6_27763_LSP_AGL",1.1215,2.2007,3.2291,0.2788,4.5355,1.1229,0.8645,1.2555,2.0679,1.8591,0.2468,1.455,1.1769,28.8463,1.4457,1.1463,0.2203,0.8637,1.4232
"W6_27766_LSP_AGL",1.113,2.2389,3.1571,0.2638,4.4689,1.1057,0.9592,1.2023,2.039,1.8212,0.2424,1.426,1.178,28.9558,1.3932,1.145,0.2218,0.8663,1.3929
"W6_27767_LSP_AGL",1.0728,1.8693,2.7294,0.2354,3.8595,0.9781,1.0192,1.09,1.8161,1.6224,0.2191,1.2653,1.1261,26.2402,1.2374,0.9505,0.1986,0.7685,1.241
