"Name","Alanine_Su16","Arginine_Su16","Aspartic.acid_Su16","Cysteine_Su16","Glutamic.acid_Su16","Glycine_Su16","Histidine_Su16","Isoleucine_Su16","Leucine_Su16","Lysine_Su16","Methionine_Su16","Phenylalanine_Su16","Proline_Su16","Protein_Su16","Serine_Su16","Threonine_Su16","Tryptophan_Su16","Tyrosine_Su16","Valine_Su16"
"PI_299366_LSP_AGL",1.1157,1.9887,3.2038,0.227,4.5902,1.107,1.0469,1.1823,2.0478,1.8629,0.239,1.3734,1.2087,29.3633,1.3696,1.0021,0.217,0.801,1.3305
"PI_299375_LSP_AGL",1.1752,2.0713,3.3634,0.2502,4.6955,1.1406,1.094,1.2367,2.106,1.926,0.2447,1.4192,1.2127,30.0112,1.4371,1.006,0.2264,0.8519,1.392
"PI_300250_LSP_AGL",1.1342,2.121,3.4308,0.2507,4.7379,1.12,1.0478,1.2563,2.1171,1.919,0.2425,1.436,1.2099,29.8624,1.4512,1.0145,0.2174,0.864,1.4066
"PI_302398_LSP_AGL",1.0121,1.79,2.9393,0.228,4.1405,1.018,1.0408,1.108,1.8853,1.7044,0.2224,1.2698,1.1365,27.1524,1.2662,0.8771,0.2024,0.7509,1.2247
"PI_308614_LSP_AGL",1.1508,2.0966,3.4247,0.2457,4.7222,1.15,1.1077,1.2478,2.1208,1.9226,0.2502,1.4295,1.2031,29.9299,1.4509,1.0239,0.2244,0.857,1.4112
"PI_311107_LSP_AGL",1.1196,2.0753,3.2311,0.2263,4.6223,1.1192,1.1305,1.2104,2.0796,1.876,0.2322,1.396,1.2361,30.227,1.4048,0.9917,0.2184,0.8078,1.3502
"PI_312175_LSP_AGL",1.1677,2.0611,3.472,0.2734,4.7186,1.151,0.8969,1.2508,2.1313,1.9464,0.2519,1.4337,1.2092,30.3029,1.4554,1.038,0.2358,0.8394,1.4027
"PI_320935_LSP_AGL",1.1108,1.768,3.0161,0.2395,4.1917,1.0562,0.9712,1.1288,1.9251,1.796,0.2392,1.3001,1.1492,27.6321,1.3152,0.9585,0.211,0.7825,1.2653
"PI_320936_LSP_AGL",1.2113,2.2555,3.6261,0.2508,4.9866,1.2105,1.0912,1.2964,2.2217,2.0241,0.2722,1.4934,1.2346,31.7388,1.5275,1.0951,0.2357,0.9036,1.4873
"PI_320937_LSP_AGL",1.1875,2.1101,3.3855,0.2555,4.7089,1.1709,0.9368,1.2663,2.1446,1.9483,0.2547,1.4531,1.2018,29.8895,1.4983,1.0104,0.2225,0.8663,1.4432
"PI_320941_LSP_AGL",1.2008,2.0548,3.4622,0.2549,4.6601,1.1603,1.1198,1.2251,2.1115,1.9473,0.2647,1.4072,1.2049,30.3421,1.4512,1.0389,0.2306,0.8458,1.3946
"PI_320945_LSP_AGL",1.0921,1.9304,3.1504,0.2287,4.4368,1.097,1.0366,1.1782,2.0126,1.8428,0.2403,1.3589,1.1812,28.7303,1.3713,0.9661,0.207,0.791,1.3202
"PI_320946_LSP_AGL",1.0451,1.9805,3.1818,0.244,4.4807,1.0734,1.0237,1.1868,1.9953,1.8327,0.2322,1.3626,1.162,28.6415,1.3866,0.9599,0.2086,0.8062,1.3121
"PI_320952_LSP_AGL",1.2881,2.3023,3.7299,0.2658,5.082,1.2631,1.0017,1.3528,2.3022,2.1008,0.2798,1.5508,1.2413,32.0774,1.5987,1.1897,0.2433,0.9329,1.5619
"PI_320953_LSP_AGL",1.2312,2.1297,3.5878,0.2593,4.8477,1.1883,0.8978,1.2824,2.1823,2.0132,0.2676,1.4633,1.2021,30.4998,1.4929,1.0952,0.2361,0.8694,1.475
"PI_320954_LSP_AGL",1.1649,2.02,3.2795,0.2362,4.6452,1.15,0.9784,1.2393,2.0905,1.9029,0.2444,1.4061,1.1834,29.6942,1.4425,0.9969,0.2226,0.815,1.4004
"PI_329157_LSP_AGL",1.2526,2.2464,3.5891,0.2674,5.0079,1.2124,1.0642,1.3134,2.2405,2.058,0.2676,1.5118,1.273,32.1252,1.5402,1.1015,0.2406,0.914,1.4906
"PI_329167_LSP_AGL",1.3068,2.4605,3.8549,0.2761,5.2799,1.2895,1.242,1.3696,2.3369,2.1037,0.2799,1.5745,1.3165,33.8932,1.603,1.1769,0.2574,0.9648,1.5576
"PI_339266_LSP_AGL",1.181,2.0578,3.3456,0.2457,4.678,1.166,1.0086,1.2298,2.1175,1.9254,0.2473,1.4223,1.2388,30.2039,1.4349,1.0604,0.2316,0.8383,1.383
"PI_339283_LSP_AGL",1.1582,2.0745,3.3786,0.2491,4.6623,1.1457,1.0836,1.2252,2.0977,1.9121,0.2515,1.4104,1.1985,29.9443,1.4385,1.0175,0.2263,0.8476,1.3965
"PI_339285_AGL",1.1599,2.1112,3.4196,0.2416,4.7022,1.1381,1.19,1.2292,2.1113,1.9054,0.2539,1.4072,1.2416,30.6053,1.4284,0.992,0.2265,0.8399,1.3883
"PI_339289_LSP_AGL",1.1719,2.1036,3.3936,0.2614,4.67,1.1337,1.0504,1.2221,2.0801,1.9186,0.2566,1.4053,1.2033,30.0458,1.4307,1.0084,0.2305,0.8504,1.3888
"PI_339292_LSP_AGL",1.2469,2.2825,3.7177,0.2762,4.9837,1.2348,1.1722,1.2987,2.2348,2.0109,0.2763,1.4945,1.2631,32.1644,1.5336,1.1184,0.2488,0.9065,1.4719
"PI_339296_AGL",1.1609,1.9232,3.3085,0.2497,4.4899,1.1168,0.9163,1.1907,2.0319,1.8742,0.2494,1.3654,1.1756,28.6045,1.3843,0.9834,0.2216,0.7947,1.3455
"PI_343026_LSP_AGL",1.1456,2.0113,3.4396,0.2522,4.6654,1.1413,1.0054,1.2146,2.0867,1.9129,0.2628,1.3824,1.2101,29.9089,1.4127,1.0425,0.2284,0.8353,1.3657
"PI_345627_LSP_AGL",1.2612,2.24,3.5322,0.2607,4.9688,1.212,1.1184,1.3038,2.2295,2.0287,0.2573,1.5118,1.2751,31.6558,1.5239,1.0852,0.24,0.9103,1.4724
"PI_358602_LSP_AGL",1.1285,2.0732,3.3693,0.2413,4.6012,1.1212,1.1106,1.2005,2.0626,1.8709,0.2394,1.3919,1.1911,29.7036,1.4094,0.992,0.2232,0.8177,1.3588
"PI_368647_LSP_AGL",1.0599,1.8599,3.0662,0.2315,4.3117,1.0461,0.9422,1.1393,1.9319,1.7959,0.2334,1.3159,1.1339,27.7982,1.3216,0.9639,0.2079,0.7874,1.2772
"PI_368651_LSP_AGL",1.1498,1.9733,3.3377,0.2371,4.5433,1.123,1.0322,1.1833,2.0429,1.8595,0.2494,1.3611,1.1792,29.467,1.3851,0.9945,0.2245,0.7944,1.3382
"PI_370481_LSP_AGL",1.1559,2.2097,3.4477,0.2508,4.9741,1.185,0.9339,1.2952,2.207,1.9976,0.2455,1.4933,1.2551,31.1407,1.5032,1.0761,0.2303,0.8741,1.4521
"PI_374116_LSP_AGL",1.1209,2.0571,3.2633,0.2335,4.61,1.1306,1.081,1.2187,2.0634,1.8703,0.2352,1.3976,1.1754,29.5205,1.4247,0.9845,0.22,0.8156,1.3784
"PI_374117_LSP_AGL",1.1405,2.195,3.4081,0.2414,4.8166,1.1414,1.116,1.2669,2.152,1.9461,0.2443,1.4652,1.2369,30.8705,1.4699,1.0301,0.2203,0.8587,1.4222
"PI_374118_AGL",1.1695,2.1086,3.4288,0.2474,4.755,1.1669,1.11,1.2388,2.1297,1.9278,0.2452,1.431,1.2236,30.3107,1.4548,1.0276,0.2237,0.8308,1.3951
"PI_374120_LSP_AGL",1.1574,1.9664,3.3032,0.2418,4.608,1.1452,0.9506,1.2119,2.0841,1.9059,0.2531,1.3954,1.216,29.413,1.4114,1.013,0.2252,0.8162,1.3647
"PI_374121_AGL",1.1591,2.1894,3.4816,0.2607,4.8482,1.1726,1.0245,1.2687,2.1612,1.9514,0.2594,1.4634,1.2381,30.725,1.4752,1.049,0.2341,0.866,1.4308
"PI_379368_LSP_AGL",1.1816,2.2354,3.5522,0.2644,4.9227,1.1968,1.053,1.2868,2.2018,1.9834,0.265,1.484,1.2611,31.0946,1.5004,1.0695,0.2362,0.8832,1.4533
"PI_383682_LSP_AGL",1.3252,2.3643,3.7498,0.2869,5.0271,1.2472,1.2209,1.3306,2.29,2.0591,0.2702,1.5305,1.3151,33.5317,1.5651,1.0948,0.2605,0.9202,1.5274
"PI_420818_AGL",1.1608,2.1403,3.3491,0.2235,4.7016,1.1418,1.1773,1.2144,2.1121,1.8843,0.2452,1.4042,1.2679,30.5541,1.3944,0.9628,0.2251,0.8294,1.379
"PI_420924_LSP_AGL",1.1801,2.1629,3.5033,0.2457,4.9467,1.1814,0.9477,1.2854,2.1934,1.996,0.2582,1.4771,1.2564,30.8731,1.4928,1.0622,0.2268,0.8533,1.4365
"PI_420925_LSP_AGL",1.1769,2.0953,3.4541,0.2426,4.817,1.1706,0.9465,1.2585,2.1576,1.9514,0.2497,1.4458,1.2138,30.1401,1.4768,1.0101,0.224,0.8294,1.4235
"PI_420929_LSP_AGL",1.1706,2.1095,3.4648,0.2455,4.854,1.161,1.0683,1.2646,2.1483,1.9689,0.2573,1.4508,1.216,30.6902,1.4784,1.029,0.2249,0.8665,1.4184
"PI_426202_LSP_AGL",1.1676,2.097,3.4891,0.2477,4.7341,1.1612,1.1742,1.2159,2.1234,1.9456,0.2572,1.4071,1.2211,30.4441,1.437,1.0182,0.2285,0.8369,1.3863
"PI_426778_LSP_AGL",1.1724,1.9272,3.2638,0.2368,4.5332,1.1232,0.9506,1.2016,2.0599,1.8982,0.2517,1.383,1.2049,29.1596,1.402,1.0193,0.2203,0.8077,1.3504
"PI_426784_LSP_AGL",1.0289,1.8214,2.9407,0.2163,4.1794,1.026,1.1136,1.1077,1.9085,1.7728,0.2225,1.2929,1.1206,27.8524,1.3011,0.9443,0.2007,0.7528,1.258
"PI_426797_LSP_AGL",1.023,1.7745,2.9397,0.2277,4.1589,1.0143,0.9638,1.1162,1.888,1.7529,0.2197,1.2879,1.1084,26.9207,1.2881,0.9186,0.1959,0.7463,1.2457
"PI_426807_LSP_AGL",1.0857,1.8363,3.2109,0.2488,4.3661,1.0794,0.9602,1.1557,1.9758,1.806,0.2455,1.3238,1.1504,28.1022,1.327,0.9816,0.2166,0.7949,1.2934
"PI_431618_LSP_AGL",1.1963,2.1385,3.484,0.2436,4.76,1.1706,1.1883,1.2306,2.1406,1.9029,0.2629,1.4181,1.266,30.9691,1.4358,1.0036,0.2333,0.8425,1.3794
"PI_431622_LSP_AGL",1.1302,1.9919,3.2507,0.262,4.4597,1.1153,1.1072,1.1791,2.0174,1.8669,0.2474,1.3561,1.1666,29.3029,1.3928,0.9555,0.2228,0.8197,1.3454
"PI_431630_LSP_AGL",1.1451,1.9614,3.3595,0.2522,4.5555,1.1112,0.9529,1.1949,2.0561,1.9133,0.261,1.3714,1.1798,29.2247,1.409,1.009,0.2213,0.8156,1.3499
"PI_431633_LSP_AGL",1.2259,2.2548,3.6015,0.2608,4.9662,1.2137,1.169,1.2914,2.2127,2.0126,0.2669,1.4882,1.2704,31.9276,1.5136,1.0957,0.2403,0.9049,1.4607
"PI_431636_LSP_AGL",1.2289,2.3004,3.5802,0.2443,5.0072,1.2163,1.1326,1.3,2.2382,1.983,0.2509,1.5,1.3093,32.3101,1.5072,1.0749,0.2426,0.8763,1.4619
"PI_431643_LSP_AGL",1.2836,2.1964,3.7279,0.2702,5.014,1.2503,1.0373,1.3077,2.2454,2.0291,0.2883,1.4923,1.2817,32.093,1.5225,1.1236,0.2494,0.9067,1.4726
"PI_431662_LSP_AGL",1.1901,2.0564,3.4782,0.2671,4.676,1.17,1.0048,1.2217,2.1029,1.9345,0.2641,1.404,1.2003,29.8507,1.4355,1.0563,0.233,0.8396,1.3897
"PI_431663_LSP_AGL",1.1548,1.9784,3.3467,0.2675,4.5151,1.0991,0.8844,1.1877,2.0324,1.9151,0.2622,1.3709,1.1659,28.8793,1.3966,1.0709,0.2224,0.831,1.3487
"PI_431679_LSP_AGL",1.1722,2.1432,3.4296,0.2674,4.6927,1.134,1.0841,1.2343,2.1082,1.9435,0.2528,1.424,1.2156,30.4478,1.4505,1.0161,0.2273,0.8604,1.4044
"PI_431684_LSP_AGL",1.1096,1.8132,3.2012,0.2487,4.3685,1.0999,0.9076,1.1746,1.9913,1.8588,0.2489,1.3355,1.1429,28.0267,1.3707,0.9914,0.215,0.8051,1.3182
"PI_431705_LSP_AGL",1.0881,1.9062,3.1043,0.2562,4.2607,1.0631,1.0105,1.1334,1.935,1.8205,0.244,1.3111,1.1499,28.2627,1.3448,0.9965,0.213,0.8083,1.2851
"PI_431710_LSP_AGL",1.0867,1.9845,3.2429,0.2625,4.4203,1.0818,1.0302,1.1729,1.9981,1.8493,0.2466,1.3492,1.1646,28.8904,1.3789,0.9768,0.2181,0.8114,1.3238
"PI_431714_LSP_AGL",1.1806,2.0856,3.4724,0.2823,4.696,1.1652,0.9619,1.2495,2.1284,1.965,0.2673,1.4287,1.2064,30.2763,1.4759,1.0828,0.2328,0.8684,1.4097
"PI_431717_LSP_AGL",1.1479,1.9772,3.334,0.2748,4.4869,1.139,1.0252,1.198,2.0426,1.8944,0.2615,1.3699,1.1765,29.4476,1.4189,1.0542,0.2275,0.839,1.352
"PI_431728_LSP_AGL",1.1481,1.9953,3.3355,0.2681,4.5529,1.1262,0.9621,1.2164,2.0715,1.9157,0.2546,1.3957,1.1829,29.3722,1.4327,1.0233,0.2257,0.8317,1.3726
"PI_431731_LSP_AGL",1.2059,2.1157,3.4809,0.2848,4.6943,1.166,0.996,1.2556,2.1364,1.9827,0.2681,1.4408,1.2042,30.6445,1.4872,1.1134,0.2382,0.8838,1.4309
"PI_431739_LSP_AGL",1.2961,2.3469,3.8195,0.285,5.0629,1.2471,1.1129,1.3214,2.2913,2.075,0.2882,1.5195,1.2928,32.5256,1.5451,1.0926,0.2538,0.9346,1.5323
"PI_431753_LSP_AGL",1.2143,2.1638,3.4644,0.2808,4.7559,1.185,1.0855,1.2671,2.1699,1.9996,0.2615,1.4612,1.2366,31.2647,1.4989,1.0908,0.239,0.8851,1.4435
"PI_431756_LSP_AGL",1.1328,2.0435,3.4225,0.2659,4.6336,1.1281,0.986,1.2323,2.0949,1.9261,0.2535,1.4084,1.1958,29.7244,1.4392,1.0413,0.2237,0.8471,1.3831
"PI_431809_LSP_AGL",1.1703,2.0274,3.3954,0.2523,4.6393,1.1503,0.9879,1.2235,2.0981,1.9201,0.2617,1.4069,1.2213,29.9769,1.4205,1.0659,0.2286,0.8392,1.3779
"PI_431824_LSP_AGL",1.2667,2.1815,3.5814,0.2674,4.93,1.2147,0.9773,1.3063,2.2242,2.032,0.2706,1.4973,1.279,31.5714,1.5222,1.1089,0.2395,0.8937,1.4735
"PI_431863_LSP_AGL",1.1664,2.0078,3.3325,0.2406,4.6547,1.1588,1.0943,1.213,2.0933,1.9038,0.2463,1.39,1.2188,30.2616,1.4154,1.0164,0.23,0.8173,1.3605
"PI_431873_LSP_AGL",1.0799,1.8654,3.0304,0.2388,4.3206,1.0558,0.9747,1.1523,1.964,1.8471,0.2361,1.3326,1.1648,28.5156,1.3509,0.97,0.2098,0.7885,1.2963
"PI_431884_LSP_AGL",1.2713,2.2038,3.6722,0.2777,4.8894,1.2213,1.0346,1.2934,2.2111,2.0095,0.2736,1.4847,1.2548,31.3025,1.5246,1.0557,0.2448,0.8873,1.4686
"PI_431888_LSP_AGL",1.1273,1.8971,3.3218,0.2549,4.4846,1.0833,0.852,1.1833,2.0142,1.8896,0.2589,1.3544,1.1444,28.3077,1.3895,1.0267,0.2173,0.8118,1.3389
"PI_431893_LSP_AGL",1.1696,2.1092,3.5414,0.2677,4.7632,1.1465,1.0009,1.2386,2.1367,1.9659,0.2726,1.4298,1.2034,30.3707,1.4534,1.0826,0.2293,0.8456,1.4017
"PI_431923_LSP_AGL",1.1321,1.9559,3.4092,0.2603,4.4902,1.0996,0.9743,1.1704,2.0227,1.8563,0.2629,1.335,1.1921,29.462,1.376,0.9705,0.2277,0.8011,1.3162
"PI_431980_LSP_AGL",1.3299,2.3664,3.759,0.2797,5.127,1.2707,1.2001,1.3514,2.3077,2.0886,0.2716,1.5545,1.3026,32.9762,1.5869,1.1453,0.2556,0.9437,1.5387
"PI_432000_LSP_AGL",1.1277,1.8623,3.2854,0.2492,4.4198,1.088,0.9138,1.1782,2.0094,1.8655,0.2542,1.3363,1.163,28.7264,1.3712,0.9994,0.2197,0.7987,1.3273
