"Name","Alanine_Su16","Arginine_Su16","Aspartic.acid_Su16","Cysteine_Su16","Glutamic.acid_Su16","Glycine_Su16","Histidine_Su16","Isoleucine_Su16","Leucine_Su16","Lysine_Su16","Methionine_Su16","Phenylalanine_Su16","Proline_Su16","Protein_Su16","Serine_Su16","Threonine_Su16","Tryptophan_Su16","Tyrosine_Su16","Valine_Su16"
"ILL_1762_AGL",1.0657,1.7518,3.063,0.2484,4.1864,1.0373,0.8676,1.105,1.9017,1.7872,0.2441,1.2685,1.1157,27.3076,1.2971,0.9447,0.2058,0.7556,1.256
"ILL_1983_AGL",1.0582,1.945,3.1246,0.2343,4.3795,1.0559,1.1657,1.1525,1.9647,1.804,0.2359,1.3232,1.1491,29.2112,1.3496,0.9478,0.2118,0.7892,1.3027
"ILL_213_AGL",1.1305,1.9727,3.3177,0.257,4.5245,1.0919,0.9814,1.1796,2.0255,1.8816,0.2614,1.3485,1.1706,29.6415,1.3797,1.0135,0.222,0.8305,1.3474
"ILL_2194_AGL",0.9816,1.7077,2.9046,0.227,4.0723,1.0008,0.9714,1.0709,1.8243,1.6701,0.2437,1.2253,1.1109,26.8678,1.2306,0.8948,0.1991,0.7452,1.1785
"ILL_2507_AGL",1.1021,2.0261,3.2752,0.2362,4.5527,1.0999,1.1374,1.1873,2.0399,1.8419,0.2451,1.3716,1.1858,29.576,1.3715,0.9822,0.2136,0.798,1.3332
"ILL_2580_AGL",1.0878,1.993,3.2209,0.2257,4.5121,1.0775,1.1335,1.1688,2.005,1.8175,0.2395,1.3446,1.1675,29.4964,1.3555,0.9839,0.2135,0.7892,1.3142
"ILL_28_AGL",1.0781,2.0051,3.1505,0.2334,4.5403,1.0743,0.9884,1.1892,2.025,1.8184,0.2336,1.3661,1.2054,29.2449,1.3627,0.963,0.2094,0.7888,1.3098
"ILL_3025_AGL",1.0114,1.7845,3.0415,0.2223,4.2826,1.0204,0.9449,1.1335,1.9328,1.7717,0.2251,1.3048,1.1117,27.1139,1.312,0.8916,0.1942,0.7414,1.2626
"ILL_313_AGL",1.1623,2.1696,3.4548,0.2402,4.8447,1.1456,1.0945,1.2691,2.1585,1.9306,0.2525,1.4552,1.2442,30.9467,1.4567,1.0151,0.2238,0.8462,1.4156
"ILL_3347_AGL",1.0217,1.7907,2.9814,0.2282,4.208,1.0189,1.0432,1.1164,1.8914,1.7444,0.2268,1.277,1.1102,27.6799,1.2964,0.9078,0.2016,0.753,1.2466
"ILL_358_AGL",1.1739,2.1892,3.532,0.2456,4.9504,1.1675,0.9873,1.2969,2.1982,1.9719,0.2551,1.4843,1.2733,31.065,1.4988,1.0412,0.2235,0.8432,1.4325
"ILL_3597_AGL",1.0623,1.8329,3.0416,0.2301,4.2592,1.0395,1.0295,1.127,1.9263,1.7524,0.2352,1.2958,1.1296,27.8307,1.3024,0.9454,0.2032,0.7571,1.2564
"ILL_4164_AGL",1.0773,1.9324,3.252,0.2433,4.4984,1.0753,0.9369,1.1944,2.0217,1.8466,0.2409,1.3635,1.1482,28.472,1.3792,0.9807,0.2114,0.81,1.3354
"ILL_4400_AGL",1.1842,2.2682,3.523,0.252,4.9935,1.1874,1.1222,1.2949,2.2209,1.9867,0.2569,1.4952,1.2762,31.7916,1.4938,1.0616,0.2364,0.8823,1.4598
"ILL_4605_AGL",1.0966,1.9087,3.119,0.2388,4.3629,1.0793,0.9362,1.1665,1.9853,1.8311,0.2449,1.352,1.189,28.3673,1.3419,0.9908,0.2102,0.7805,1.3074
"ILL_4609_AGL",1.1083,1.8858,3.1932,0.2337,4.4907,1.0898,0.9965,1.1679,2.0024,1.8377,0.2524,1.3425,1.1446,28.7739,1.3614,0.9989,0.2155,0.7955,1.3117
"ILL_4665_AGL",1.1898,2.1263,3.4099,0.2476,4.7932,1.163,1.0355,1.2519,2.1475,1.9455,0.2642,1.4389,1.2532,31.0195,1.4471,1.0533,0.2317,0.8555,1.4068
"ILL_4671_AGL",1.1917,2.2385,3.3912,0.2384,4.8928,1.1692,1.0884,1.2595,2.1809,1.9403,0.251,1.461,1.2992,31.8484,1.4496,1.0682,0.2344,0.8518,1.4101
"ILL_4768_AGL",1.208,2.2155,3.5646,0.266,4.8465,1.1881,1.0774,1.2682,2.1807,1.9433,0.2695,1.4594,1.2291,31.066,1.4755,1.0449,0.2395,0.8678,1.4473
"ILL_4782_AGL",1.1933,2.2017,3.5374,0.2627,4.8217,1.1879,1.1031,1.2549,2.1594,1.9376,0.2664,1.444,1.2187,31.169,1.4718,1.0556,0.2392,0.8652,1.4318
"ILL_4783_AGL",1.1882,2.1439,3.3941,0.242,4.8532,1.1647,1.041,1.2513,2.1642,1.9653,0.2673,1.4568,1.2558,31.1757,1.4474,1.0576,0.2315,0.8628,1.4138
"ILL_4804_AGL",1.123,1.8885,3.1725,0.2334,4.4759,1.0963,1.0451,1.1633,2.0103,1.8392,0.2525,1.3448,1.1924,29.2187,1.336,0.9868,0.2153,0.7904,1.3012
"ILL_4875_AGL",1.1563,2.0238,3.4338,0.2466,4.6452,1.1319,0.9962,1.2135,2.0858,1.9258,0.2694,1.3918,1.1895,29.3916,1.4197,1.0333,0.217,0.8486,1.3758
"ILL_4956_AGL",1.2385,2.24,3.5809,0.2646,4.9901,1.2039,1.031,1.2949,2.2228,2.0205,0.2769,1.4943,1.2907,32.1394,1.5072,1.1018,0.2356,0.8895,1.4556
"ILL_5058_AGL",1.1689,2.061,3.3424,0.2435,4.69,1.1528,1.0441,1.2293,2.0938,1.894,0.2476,1.4069,1.2266,30.0677,1.4279,1.0123,0.2271,0.8448,1.3727
"ILL_5151_AGL",1.2343,2.4109,3.8368,0.2725,5.196,1.2579,1.2206,1.3253,2.2965,2.0468,0.2775,1.531,1.2849,33.0723,1.5552,1.1456,0.2462,0.9137,1.5054
"ILL_5209_AGL",1.1651,2.0779,3.5024,0.2569,4.8345,1.1655,1.0119,1.2643,2.147,1.9566,0.2728,1.4384,1.2255,30.6707,1.4632,1.0563,0.2247,0.8694,1.3996
"ILL_5480_AGL",1.277,2.2051,3.5725,0.2559,4.9254,1.2226,1.1186,1.2956,2.2367,1.9905,0.2664,1.4996,1.2963,31.8293,1.4987,1.0837,0.2431,0.8811,1.4635
"ILL_5639_AGL",1.1118,1.9438,3.2015,0.2224,4.4963,1.0659,1.0364,1.1763,2.015,1.8245,0.2463,1.3497,1.1983,29.0103,1.3581,0.9239,0.209,0.7711,1.3054
"ILL_5722_AGL",1.1462,2.1855,3.4279,0.247,4.8261,1.1493,1.1224,1.2306,2.1276,1.9177,0.2429,1.4275,1.2207,30.5386,1.4507,1.0215,0.2235,0.8458,1.3883
"ILL_5883_AGL",1.2016,2.3485,3.6247,0.2526,5.1265,1.1961,1.1633,1.3307,2.2581,2.0123,0.2461,1.5261,1.2922,32.4985,1.5499,1.0593,0.2284,0.8809,1.4685
"ILL_5888_AGL",0.9969,1.6247,2.8536,0.2281,3.938,0.998,0.9442,1.0663,1.8053,1.6783,0.2325,1.2232,1.0953,25.9951,1.225,0.9038,0.1937,0.7247,1.1817
"ILL_5945_AGL",1.2142,2.2426,3.702,0.2563,4.9841,1.2212,1.1155,1.2893,2.2277,1.9761,0.2755,1.4749,1.238,31.7229,1.5051,1.0945,0.2457,0.8694,1.4758
"ILL_6002_AGL",1.1896,2.1968,3.4782,0.2497,4.9311,1.1905,1.0052,1.2919,2.2027,1.9833,0.2535,1.4911,1.2644,31.1905,1.4914,1.0743,0.2298,0.862,1.4446
"ILL_618_AGL",1.1844,2.0635,3.471,0.2535,4.7295,1.1551,1.0805,1.237,2.1213,1.9498,0.2639,1.4135,1.2271,30.6121,1.4474,1.029,0.2309,0.8494,1.3996
"ILL_6182_AGL",1.1835,2.2012,3.5121,0.2519,4.8742,1.1767,1.1538,1.2735,2.1704,1.9559,0.2453,1.4659,1.2408,31.4253,1.4815,1.0663,0.2298,0.8561,1.4261
"ILL_6211_AGL",1.2291,2.2395,3.5633,0.2544,4.9492,1.2133,1.1441,1.2938,2.2094,1.9947,0.2591,1.484,1.2766,31.799,1.4969,1.0792,0.2379,0.8873,1.4592
"ILL_624_AGL",1.1088,1.9332,3.2301,0.2289,4.4967,1.0774,1.0517,1.1592,2.0092,1.8368,0.2445,1.3419,1.178,28.9736,1.3423,0.9428,0.215,0.7815,1.3071
"ILL_6821_AGL",1.1428,2.0829,3.4575,0.2496,4.8204,1.1449,0.9358,1.2628,2.1477,1.9486,0.2592,1.4465,1.2076,29.9045,1.4621,1.0278,0.2214,0.8343,1.4089
"ILL_6853_AGL",1.1459,1.9804,3.2428,0.2415,4.6193,1.1205,0.9493,1.2055,2.0615,1.8723,0.2511,1.3844,1.225,29.7938,1.3869,1.0239,0.2219,0.8195,1.3369
"ILL_7089_AGL",1.153,2.0397,3.3574,0.2589,4.6078,1.1356,1.0654,1.2165,2.0736,1.8856,0.2663,1.3942,1.1951,29.848,1.4173,1.0078,0.2256,0.8413,1.3675
"ILL_7558_AGL",1.1125,1.928,3.1338,0.2444,4.3513,1.0782,0.997,1.1604,1.9801,1.8022,0.2481,1.3396,1.1878,28.5468,1.3443,0.9506,0.2137,0.7939,1.2964
"ILL_7663_AGL",1.1261,2.0538,3.2927,0.2424,4.5966,1.1284,1.1153,1.2138,2.0736,1.8859,0.2435,1.4021,1.2113,29.9539,1.4102,1.02,0.2193,0.8228,1.3563
"ILL_7668_AGL",1.148,2.1257,3.4029,0.2403,4.7252,1.161,1.2407,1.2246,2.1148,1.8835,0.2494,1.4089,1.2161,30.8088,1.4176,1.0346,0.229,0.8378,1.3805
"ILL_7716_AGL",1.1535,1.9945,3.2486,0.2392,4.5642,1.1155,0.9661,1.2032,2.0671,1.8944,0.2493,1.3967,1.2232,29.4544,1.3875,1.0183,0.2173,0.7975,1.3531
"ILL_7747_AGL",1.1545,2.0467,3.3809,0.25,4.7161,1.15,0.9803,1.2308,2.1038,1.9008,0.2564,1.4118,1.2022,29.8674,1.4211,1.0288,0.224,0.834,1.3865
"ILL_7978_AGL",1.2616,2.2556,3.6368,0.267,4.9757,1.2422,1.1529,1.2911,2.2312,1.9698,0.2747,1.4861,1.2727,31.8495,1.4965,1.1088,0.2478,0.8926,1.4615
"ILL_7979_AGL",1.178,2.1536,3.4376,0.2477,4.7885,1.1736,1.1381,1.2398,2.144,1.9091,0.2643,1.4336,1.2389,30.6895,1.4337,1.0381,0.2282,0.8443,1.3972
"ILL_8007_AGL",1.1295,2.0578,3.3189,0.2455,4.692,1.1113,0.9479,1.2368,2.0917,1.8922,0.2537,1.4159,1.2118,29.9874,1.4003,1.0304,0.217,0.8211,1.3778
"ILL_8009_AGL",1.071,1.9012,3.2339,0.2418,4.4314,1.0693,0.9937,1.1722,1.9869,1.8127,0.2374,1.3425,1.146,28.3904,1.3448,0.9634,0.2098,0.7773,1.3082
"ILL_8010_AGL",1.1176,2.0996,3.3658,0.24,4.6227,1.1253,1.2341,1.1973,2.0577,1.8354,0.2334,1.3823,1.2039,30.16,1.3907,0.9554,0.2218,0.8007,1.3441
"ILL_8072_AGL",1.0622,1.846,2.9953,0.2288,4.2885,1.0542,0.9848,1.1268,1.932,1.7518,0.2293,1.2944,1.1676,28.3138,1.2947,0.952,0.2077,0.7424,1.247
"ILL_8174_AGL",1.2728,2.1642,3.5288,0.259,4.8879,1.23,1.0967,1.2785,2.207,2.0032,0.2785,1.4715,1.2733,31.6104,1.488,1.0909,0.2407,0.8934,1.4533
"ILL_8595_AGL",1.2818,2.2019,3.576,0.2635,4.8997,1.2383,1.0947,1.2769,2.2016,1.987,0.2801,1.4691,1.2717,31.7334,1.4894,1.0861,0.2478,0.8907,1.4533
"ILL_9_AGL",1.0784,1.9081,3.1142,0.2374,4.3867,1.0789,1.0283,1.1661,1.9748,1.7876,0.2405,1.3244,1.1745,28.717,1.3456,0.9397,0.2103,0.7967,1.2885
"ILL_975_AGL",1.1443,2.1455,3.4294,0.2373,4.8464,1.1455,1.1127,1.2625,2.1529,1.9351,0.2519,1.446,1.2279,30.943,1.4695,1.0089,0.2225,0.8483,1.4043
"ILL_9888_AGL",1.2546,2.4169,3.7888,0.2741,5.2702,1.2591,1.147,1.3811,2.3354,2.0784,0.2736,1.5749,1.288,33.3087,1.5975,1.1341,0.2494,0.9312,1.5464
"ILL_9932_AGL",1.0798,1.954,3.2226,0.2451,4.4391,1.0749,0.9812,1.1724,1.993,1.7986,0.2454,1.343,1.1656,28.6954,1.351,0.9497,0.2099,0.7902,1.3085
"ILL_9945_AGL",1.1945,2.2841,3.6633,0.2642,5.0563,1.1955,1.0709,1.3266,2.2524,1.9969,0.2623,1.5179,1.2593,31.7773,1.5242,1.0842,0.2337,0.8839,1.4788
"ILL_9977_AGL",1.082,1.9631,3.1731,0.2368,4.4565,1.0713,1.0614,1.1684,1.9958,1.8111,0.2388,1.3516,1.1655,29.0106,1.3538,0.9635,0.209,0.7749,1.3043
"ILL_9997_AGL",1.1071,2.0104,3.2359,0.2402,4.5246,1.1037,1.0903,1.1953,2.0391,1.8399,0.242,1.3732,1.1994,29.5806,1.3879,0.9944,0.213,0.7901,1.3264
"ILWL_118_AGL",1.0973,1.9622,3.2119,0.2346,4.5072,1.0817,1.1498,1.1858,2.0261,1.8306,0.2484,1.3595,1.199,29.6497,1.3629,0.9839,0.2107,0.8006,1.3077
"Indianhead_AGL",1.268,2.2193,3.6375,0.2631,4.9718,1.2298,1.0155,1.3153,2.2438,2.0342,0.2816,1.501,1.2209,31.8375,1.5428,1.161,0.2397,0.9075,1.5052
"IPL_220_AGL",1.1101,1.9895,3.2692,0.2395,4.5636,1.1141,1.0876,1.1957,2.0459,1.8717,0.2381,1.3835,1.1703,29.2939,1.3997,0.9947,0.217,0.8075,1.3424
"Laird_AGL",1.2232,2.0574,3.3576,0.251,4.7139,1.1645,1.0665,1.2532,2.1326,1.9389,0.2578,1.432,1.2337,30.5497,1.4423,1.0189,0.2316,0.8685,1.4066
"LIRL.22.46_AGL",1.1571,2.0377,3.315,0.2437,4.592,1.132,1.0848,1.2078,2.0715,1.8833,0.2608,1.3896,1.2303,30.0911,1.3898,1.0057,0.2229,0.8281,1.3591
"PI_163589_AGL",1.1126,2.0558,3.2074,0.2277,4.6124,1.1081,1.0859,1.2078,2.0736,1.8741,0.2358,1.3958,1.2347,30.1507,1.3998,0.983,0.2184,0.8029,1.3512
"PI_169534_LSP_AGL",1.0909,1.9194,3.1767,0.2491,4.4347,1.0908,0.9311,1.1689,2.0029,1.8494,0.2451,1.3559,1.1474,28.3744,1.371,0.9833,0.2144,0.8068,1.3296
"PI_175754_LSP_AGL",1.312,2.3901,3.7558,0.2784,5.1007,1.27,1.3069,1.3373,2.2922,2.0596,0.2618,1.5372,1.3098,33.4058,1.5737,1.0974,0.2537,0.9207,1.5223
"PI_177430_LSP_AGL",1.2217,2.1617,3.5184,0.2506,4.8173,1.1893,1.1888,1.2569,2.1683,1.9717,0.2571,1.4517,1.248,31.1139,1.4758,1.0175,0.2357,0.8692,1.4343
"PI_178939_LSP_AGL",1.1267,1.9029,3.2103,0.2481,4.4781,1.1098,0.9493,1.1841,2.0247,1.8785,0.2494,1.3718,1.1643,28.6801,1.3984,1.0116,0.2153,0.8087,1.3294
"PI_178952_AGL",1.2167,2.1345,3.5311,0.2625,4.7676,1.1906,1.1565,1.2497,2.1478,1.9483,0.257,1.4368,1.2254,30.8316,1.4729,1.0335,0.2372,0.8633,1.4187
"PI_178971_LSP_AGL",1.1643,2.0082,3.4301,0.2664,4.6024,1.1354,0.9223,1.2162,2.0757,1.91,0.2666,1.3922,1.203,29.4871,1.4247,1.0317,0.2266,0.8283,1.3664
"PI_179324_LSP_AGL",1.1223,1.9951,3.3392,0.251,4.583,1.1034,0.9913,1.2148,2.0614,1.8776,0.2572,1.3827,1.1914,29.3664,1.3997,0.9731,0.2165,0.8338,1.359
"PI_179330_AGL",1.1612,2.0591,3.4948,0.2696,4.6615,1.1652,1.0238,1.2387,2.1005,1.9041,0.2717,1.4129,1.2106,29.9791,1.446,1.0507,0.2297,0.8755,1.3827
"PI_181771_LSP_AGL",1.1919,2.1556,3.5732,0.2563,4.7866,1.1649,0.9679,1.2516,2.1523,1.9572,0.2715,1.4333,1.2495,30.5457,1.447,1.08,0.2313,0.8528,1.4199
"PI_181886_LSP_AGL",1.1047,1.9063,3.1377,0.2345,4.4809,1.0713,0.9204,1.1753,2.0021,1.8267,0.2475,1.3498,1.199,28.6601,1.3415,0.9355,0.2108,0.7936,1.3012
"PI_182217_LSP_AGL",1.3496,2.4055,3.9383,0.2939,5.1916,1.2795,1.184,1.3509,2.3333,2.0945,0.2872,1.546,1.3244,33.4746,1.5938,1.1473,0.2622,0.9497,1.5407
"PI_193546_AGL",1.1469,2.0828,3.3807,0.239,4.7185,1.1252,1.0474,1.2448,2.1166,1.9129,0.239,1.4268,1.2212,30.0408,1.4337,1.0284,0.2195,0.8276,1.3904
"PI_193547_LSP_AGL",1.1257,1.8842,3.2399,0.2508,4.4228,1.0965,0.9245,1.1696,2.0008,1.8607,0.2559,1.3442,1.1441,28.1734,1.3724,0.9788,0.2191,0.7958,1.332
"PI_193548_LSP_AGL",1.2481,2.3266,3.788,0.2597,5.1421,1.2362,1.0974,1.3375,2.2862,2.0432,0.2726,1.5166,1.27,32.6201,1.5496,1.0934,0.2474,0.8984,1.5302
"PI_193550_AGL",1.2819,2.4,3.8736,0.2647,5.2055,1.2624,1.2134,1.3515,2.3165,2.0702,0.277,1.5397,1.2822,33.2659,1.5885,1.1131,0.254,0.9094,1.5524
"PI_207492_LSP_AGL",1.2071,2.0724,3.5885,0.2679,4.7258,1.1806,0.8898,1.2231,2.1229,1.9507,0.2905,1.3982,1.2244,29.8787,1.4362,1.0622,0.2321,0.8694,1.3954
"PI_209858_LSP_AGL",1.273,2.379,3.6097,0.2468,5.0577,1.2388,1.3965,1.3216,2.2785,2.0269,0.2466,1.5274,1.3257,33.2655,1.5576,1.0704,0.2431,0.8994,1.4893
"PI_211052_LSP_AGL",1.1583,2.0324,3.4579,0.2532,4.6583,1.1177,1.0054,1.206,2.0721,1.9039,0.266,1.3813,1.1702,29.6138,1.4173,0.991,0.2261,0.8277,1.3773
"PI_212100_LSP_AGL",1.2039,2.1213,3.4963,0.2651,4.7716,1.1616,1.0851,1.2398,2.1293,1.9399,0.2599,1.4224,1.2197,30.7247,1.4529,1.0273,0.2311,0.8386,1.3993
"PI_212610_LSP_AGL",1.2066,2.0543,3.4874,0.2635,4.7065,1.1513,0.9908,1.2295,2.1074,1.9318,0.2778,1.4066,1.2099,30.2838,1.4292,1.0699,0.2319,0.8489,1.3866
"PI_217949_LSP_AGL",1.122,2.0201,3.4131,0.2211,4.591,1.1181,1.0901,1.1895,2.0692,1.8616,0.2546,1.3725,1.1976,28.9551,1.3744,0.936,0.2134,0.7972,1.3522
"PI_238758_LSP_AGL",1.2227,2.1253,3.4308,0.2512,4.8965,1.1909,0.9373,1.284,2.1936,1.9887,0.2622,1.4689,1.2535,31.0249,1.4755,1.0866,0.2391,0.8752,1.4462
"PI_244046_AGL",1.3641,2.6575,4.1108,0.2908,5.4737,1.3106,1.3477,1.4239,2.4325,2.1663,0.278,1.6309,1.3507,35.1841,1.6704,1.1501,0.2634,0.9783,1.6323
"PI_250156_LSP_AGL",1.1139,1.9351,3.2719,0.2409,4.5632,1.1097,0.9703,1.1965,2.0453,1.8805,0.2489,1.3748,1.1618,29.0411,1.394,0.9992,0.2176,0.7985,1.3522
"PI_250158_LSP_AGL",1.0682,1.8761,3.1137,0.2275,4.3335,1.0563,1.0962,1.1375,1.9493,1.7703,0.2413,1.3057,1.1415,28.3155,1.3096,0.9292,0.2087,0.7652,1.2757
"PI_251248_LSP_AGL",1.3192,2.4347,3.8558,0.2821,5.1391,1.271,1.2902,1.3419,2.2922,2.0419,0.2702,1.5365,1.2936,33.2674,1.5844,1.0534,0.2574,0.9137,1.5264
"PI_273664_LSP_AGL",1.1182,1.9055,3.2584,0.2471,4.5362,1.102,0.8485,1.1954,2.0397,1.8948,0.2496,1.3775,1.1463,28.3812,1.3954,1.0219,0.2166,0.7906,1.3499
"PI_280686_AGL",1.1932,2.2195,3.554,0.2661,4.8275,1.1629,1.1916,1.239,2.1344,1.9262,0.2694,1.4364,1.2246,31.1002,1.4578,1.0069,0.2347,0.8642,1.4031
"PI_283604_LSP_AGL",1.2121,2.3617,3.6038,0.2481,5.085,1.2078,1.2016,1.3037,2.2456,1.987,0.2599,1.5045,1.3135,32.6666,1.5113,1.0746,0.2401,0.8909,1.4635
"PI_289066_AGL",1.2712,2.3147,3.5941,0.2439,4.9984,1.2178,1.3701,1.3015,2.2378,1.9873,0.246,1.4946,1.3068,32.9697,1.5263,1.046,0.2398,0.8798,1.46
"PI_289073_LSP_AGL",1.1194,2.0374,3.2375,0.2406,4.568,1.1128,1.0286,1.2152,2.0427,1.8699,0.235,1.3914,1.1696,29.4525,1.4204,0.9839,0.2172,0.8026,1.3712
"PI_289079_LSP_AGL",1.1243,2.0012,3.2415,0.231,4.5957,1.1096,1.0197,1.2,2.0424,1.8668,0.2499,1.3817,1.166,29.4604,1.3968,0.9875,0.222,0.8044,1.3585
"PI_290716_LSP_AGL",1.178,1.9694,3.3798,0.2551,4.5207,1.1247,0.9802,1.1823,2.0477,1.8869,0.2655,1.3656,1.1934,29.3483,1.3868,1.0097,0.2272,0.807,1.3498
"PI_297285_LSP_AGL",1.1773,2.1913,3.4973,0.2583,4.9071,1.1869,1.0814,1.2727,2.1816,1.9633,0.2569,1.4675,1.2498,31.4669,1.4715,1.0866,0.2388,0.876,1.4307
"PI_297287_AGL",1.2322,2.3848,3.7264,0.2683,5.1001,1.2448,1.0799,1.3063,2.2647,2.0212,0.2776,1.5208,1.298,32.5838,1.5234,1.1389,0.2501,0.9145,1.4883
"PI_297754_LSP_AGL",1.0496,1.825,3.0862,0.2457,4.2683,1.0408,0.9275,1.1441,1.9342,1.7856,0.232,1.3106,1.1324,27.8067,1.3267,0.9359,0.2063,0.7608,1.2692
"PI_297767_AGL",1.1946,2.184,3.4918,0.2547,4.9138,1.1925,1.0892,1.2706,2.1794,1.9658,0.2639,1.4607,1.2491,31.3507,1.4806,1.0337,0.2379,0.8803,1.4318
"PI_297772_LSP_AGL",1.2096,2.2752,3.6085,0.2556,4.9666,1.1949,1.2162,1.2948,2.2156,1.9607,0.259,1.4812,1.2619,31.7226,1.4985,1.043,0.2353,0.8848,1.4578
"PI_297783_AGL",1.2065,2.3101,3.706,0.2611,5.0361,1.2149,1.1648,1.3008,2.2366,1.9952,0.2639,1.4875,1.2489,32.1522,1.5182,1.0915,0.242,0.8756,1.4805
"PI_297787_LSP_AGL",1.1544,2.0412,3.4633,0.2595,4.6568,1.1327,1.0296,1.2164,2.0799,1.9095,0.2646,1.3873,1.2002,30.0228,1.4299,1.0097,0.2288,0.8395,1.374
"PI_298023_LSP_AGL",1.223,2.2672,3.6148,0.2672,4.946,1.2253,1.1532,1.2881,2.2154,2.0007,0.2658,1.4894,1.2675,31.9136,1.5109,1.1019,0.2409,0.8918,1.4589
"PI_298121_LSP_AGL",1.1571,2.1015,3.4174,0.2416,4.7923,1.1511,1.0777,1.2447,2.1408,1.9523,0.2575,1.4396,1.2386,30.6375,1.4442,1.0332,0.2233,0.8369,1.3984
"PI_298122_LSP_AGL",1.0979,1.954,3.1966,0.2226,4.5406,1.0962,0.8827,1.1933,2.0363,1.8528,0.2502,1.3695,1.1605,28.3298,1.3837,0.9424,0.2084,0.7941,1.3516
"PI_298357_LSP_AGL",1.3323,2.465,3.8706,0.2646,5.1555,1.3099,1.3546,1.3332,2.3369,2.0663,0.276,1.5515,1.3288,33.4985,1.5673,1.1473,0.2604,0.9291,1.5444
"PI_298631_LSP_AGL",1.2386,2.2137,3.4302,0.2368,4.8471,1.1847,1.2308,1.2563,2.1826,1.9374,0.2612,1.4524,1.2948,31.8866,1.4567,1.0029,0.2364,0.8554,1.4157
"PI_298644_LSP_AGL",1.2775,2.2201,3.4388,0.2314,4.9612,1.221,1.2722,1.2729,2.2167,1.9812,0.2651,1.4711,1.3129,32.6968,1.4829,1.041,0.2433,0.8946,1.4345
"PI_298645_AGL",1.1825,2.0979,3.3689,0.2331,4.7457,1.137,1.0543,1.2311,2.1272,1.9047,0.2593,1.4204,1.2612,30.8039,1.4229,1.021,0.2249,0.8294,1.374
"PI_298921_AGL",1.1917,2.0588,3.3831,0.2424,4.8042,1.1495,0.8859,1.2528,2.1381,1.9554,0.2669,1.439,1.2353,29.7673,1.4486,1.0178,0.2207,0.8563,1.4034
"PI_298922_LSP_AGL",1.1318,1.9698,3.2845,0.2372,4.5879,1.1097,1.0425,1.1952,2.0469,1.8528,0.2491,1.3746,1.2006,29.5717,1.369,0.9919,0.2165,0.8003,1.3307
"PI_298923_LSP_AGL",1.3267,2.4678,3.7948,0.2648,5.1893,1.303,1.505,1.3276,2.3196,2.0401,0.2788,1.5342,1.3431,34.47,1.5604,1.1438,0.262,0.9374,1.5111
"PI_299116_LSP_AGL",1.1172,2.0376,3.3177,0.2337,4.6009,1.1123,1.0321,1.2066,2.0553,1.8556,0.2477,1.388,1.2017,29.5178,1.385,0.9936,0.2168,0.792,1.3512
"PI_299120_LSP_AGL",1.079,1.8975,3.1416,0.2291,4.4024,1.0541,0.9828,1.1569,1.9737,1.7978,0.2451,1.3282,1.1849,28.465,1.3303,0.9308,0.2061,0.7596,1.2785
"PI_299121_LSP_AGL",1.1258,2.0525,3.3746,0.2447,4.6848,1.1097,0.9065,1.231,2.0889,1.9016,0.2483,1.413,1.2219,29.6161,1.4202,0.984,0.2172,0.807,1.3698
"PI_299126_LSP_AGL",1.1277,2.0226,3.3154,0.2299,4.6307,1.134,1.0849,1.1917,2.0711,1.8574,0.2643,1.379,1.2296,29.8251,1.3772,0.9996,0.2217,0.8047,1.3348
"PI_299163_LSP_AGL",1.2363,2.2375,3.4408,0.2416,4.9101,1.1882,1.1566,1.2656,2.1903,1.9732,0.2625,1.4662,1.2961,31.9842,1.4626,1.0455,0.2358,0.8692,1.4338
"PI_299164_LSP_AGL",1.1632,2.0448,3.3045,0.2354,4.6387,1.1366,1.1059,1.1925,2.0754,1.8714,0.2654,1.3815,1.2324,30.2695,1.3788,1.0073,0.2275,0.8317,1.3449
"PI_299165_AGL",1.1182,1.9844,3.217,0.2362,4.6171,1.126,1.0363,1.2025,2.0683,1.8958,0.2452,1.3876,1.2245,29.9351,1.3951,1.0122,0.2187,0.8166,1.3419
"PI_299177_LSP_AGL",1.1364,1.9799,3.2284,0.2359,4.5509,1.1262,1.1291,1.1915,2.0456,1.8721,0.2443,1.3733,1.1937,29.8636,1.391,0.9985,0.2251,0.8193,1.3458
"PI_299237_LSP_AGL",1.191,2.1322,3.5846,0.2629,4.7966,1.1557,0.9215,1.2482,2.1457,1.9471,0.2762,1.4274,1.2353,30.2947,1.4396,1.0518,0.2345,0.869,1.4158
"PI_299289_AGL",1.2511,2.2234,3.5771,0.2718,4.7725,1.1934,1.2701,1.259,2.1606,1.9484,0.262,1.4573,1.2445,31.5853,1.4883,1.0393,0.2434,0.8621,1.435
"PI_299312_AGL",1.2644,2.4015,3.7593,0.2764,5.1824,1.2581,1.1154,1.3408,2.2935,2.0472,0.2706,1.5407,1.3101,33.155,1.5576,1.1681,0.2521,0.9268,1.5148
"PI_299345_AGL",1.2188,2.1701,3.4398,0.2404,4.8443,1.1881,1.156,1.2602,2.175,1.9566,0.2517,1.4548,1.2658,31.5434,1.4733,1.068,0.2382,0.8567,1.4245
"PI_299351_LSP_AGL",1.2262,2.1018,3.5419,0.2691,4.7363,1.1759,1.0901,1.245,2.1415,1.9547,0.2653,1.4269,1.2259,30.6175,1.4555,1.0378,0.2347,0.855,1.4136
