"Name","Alanine_Ro16","Alanine_Ro17","Alanine_Su16","Alanine_Su17","Arginine_Ro16","Arginine_Ro17","Arginine_Su16","Arginine_Su17","Aspartic.acid_Ro16","Aspartic.acid_Ro17","Aspartic.acid_Su16","Aspartic.acid_Su17","Cysteine_Ro16","Cysteine_Ro17","Cysteine_Su16","Cysteine_Su17","Glutamic.acid_Ro16","Glutamic.acid_Ro17","Glutamic.acid_Su16","Glutamic.acid_Su17","Glycine_Ro16","Glycine_Ro17","Glycine_Su16","Glycine_Su17","Histidine_Ro16","Histidine_Ro17","Histidine_Su16","Histidine_Su17","Isoleucine_Ro16","Isoleucine_Ro17","Isoleucine_Su16","Isoleucine_Su17","Leucine_Ro16","Leucine_Ro17","Leucine_Su16","Leucine_Su17","Lysine_Ro16","Lysine_Ro17","Lysine_Su16","Lysine_Su17","Methionine_Ro16","Methionine_Ro17","Methionine_Su16","Methionine_Su17","Phenylalanine_Ro16","Phenylalanine_Ro17","Phenylalanine_Su16","Phenylalanine_Su17","Proline_Ro16","Proline_Ro17","Proline_Su16","Proline_Su17","Protein_Ro16","Protein_Ro17","Protein_Su16","Protein_Su17","Serine_Ro16","Serine_Ro17","Serine_Su16","Serine_Su17","Threonine_Ro16","Threonine_Ro17","Threonine_Su16","Threonine_Su17","Tryptophan_Ro16","Tryptophan_Ro17","Tryptophan_Su16","Tryptophan_Su17","Tyrosine_Ro16","Tyrosine_Ro17","Tyrosine_Su16","Tyrosine_Su17","Valine_Ro16","Valine_Ro17","Valine_Su16","Valine_Su17"
"CN_106265_AGL",1.2092,1.1274,1.1611,1.1055,1.9835,2.1537,2.0806,2.103,3.3578,3.2276,3.3764,3.1554,0.2379,0.2713,0.2561,0.267,4.6193,4.4709,4.6732,4.3541,1.1547,1.101,1.1567,1.0924,1.0033,0.8116,1.0723,0.8461,1.2042,1.1863,1.2158,1.1595,2.0971,2.0204,2.0934,1.9659,1.9254,1.811,1.8992,1.7614,0.2727,0.2546,0.2567,0.2502,1.3985,1.3977,1.4058,1.3651,1.2268,1.1685,1.2057,1.1572,29.5819,28.37,30.0742,28.0729,1.4066,1.3713,1.4194,1.3339,1.0318,1.1117,1.022,1.0786,0.2279,0.225,0.2231,0.2229,0.8237,0.8385,0.8303,0.8255,1.3752,1.3734,1.3673,1.3356
"CN_108369_AGL",1.1752,1.1143,1.2364,1.0728,2.0441,2.1586,2.2391,2.0069,3.3202,3.1804,3.4713,2.98,0.2411,0.2609,0.2498,0.2515,4.6428,4.4945,4.936,4.2322,1.1408,1.1151,1.1984,1.0654,0.977,0.9518,1.1764,0.8852,1.2215,1.2152,1.2878,1.1562,2.1108,2.0277,2.2203,1.9283,1.9305,1.827,1.9951,1.7455,0.2594,0.2492,0.2604,0.2441,1.4246,1.4103,1.4909,1.35,1.2423,1.1819,1.2847,1.1505,29.7945,28.9058,31.9281,27.4735,1.4139,1.3851,1.4912,1.3127,1.0558,1.1174,1.029,1.0643,0.2271,0.2268,0.2334,0.2156,0.8307,0.8532,0.8811,0.8189,1.3858,1.3825,1.4508,1.316
"CN_108370_AGL",1.2885,1.1944,1.2365,1.1792,2.2819,2.2011,2.2794,2.0296,3.7208,3.3215,3.6341,3.0441,0.2632,0.2659,0.275,0.2643,5.1514,4.6602,5.0783,4.2963,1.2688,1.1518,1.2445,1.1015,0.9892,0.8589,1.0492,0.8171,1.3513,1.2581,1.3356,1.2046,2.3198,2.1068,2.2687,1.9908,2.1341,1.9281,2.0744,1.8297,0.2902,0.2687,0.2772,0.2505,1.563,1.469,1.5296,1.3949,1.2885,1.1883,1.2546,1.166,32.0603,29.1786,32.1079,27.9326,1.5826,1.4433,1.5677,1.3761,1.1735,1.171,1.149,1.1097,0.2441,0.2288,0.2402,0.2205,0.9308,0.8794,0.9305,0.8203,1.5521,1.4485,1.5146,1.3813
"Crimson_AGL",1.2626,1.1275,1.1641,1.1337,2.0776,2.064,2.0537,2.0451,3.4468,3.1462,3.3816,2.9703,0.2408,0.2609,0.2562,0.2583,4.7612,4.4013,4.6798,4.2423,1.1955,1.1096,1.1702,1.0829,1.0447,0.7624,0.9945,0.9185,1.2523,1.1788,1.2269,1.1614,2.1655,2.0081,2.1106,1.9589,1.9692,1.8152,1.9167,1.7474,0.2712,0.2557,0.2635,0.2389,1.4481,1.3926,1.4128,1.3642,1.2639,1.1595,1.2194,1.1649,30.5373,27.959,30.1492,27.7939,1.4436,1.3416,1.4246,1.3289,1.044,1.179,1.0559,1.0725,0.231,0.2222,0.2297,0.2195,0.8428,0.8314,0.8556,0.8182,1.4256,1.3577,1.3946,1.3408
"DPL_62_AGL",1.1904,1.147,1.1567,1.054,2.1565,2.2378,2.1123,2.0072,3.521,3.3027,3.3638,2.9164,0.2502,0.2784,0.2544,0.2716,4.7591,4.567,4.6865,4.1174,1.1627,1.1313,1.1495,1.0888,1.0916,0.9345,1.1837,1.0123,1.2305,1.237,1.2366,1.1611,2.1372,2.0667,2.1141,1.9406,1.9417,1.8528,1.9191,1.6754,0.2685,0.2556,0.2502,0.2321,1.4377,1.4453,1.4276,1.3578,1.2385,1.195,1.2243,1.1531,30.317,29.1632,30.7493,27.7624,1.45,1.4205,1.4516,1.3376,1.0347,1.1672,1.0153,1.023,0.2284,0.2275,0.2246,0.221,0.8354,0.8634,0.8351,0.7961,1.3952,1.4086,1.393,1.3236
"Eston_AGL",1.179,1.0768,1.1416,1.1123,2.0576,2.0735,2.0642,2.2097,3.4179,3.1855,3.3962,3.2733,0.2535,0.2693,0.2585,0.2719,4.6337,4.3368,4.6365,4.4957,1.1453,1.0878,1.1491,1.1313,0.9804,0.8614,1.094,1.0248,1.2178,1.1777,1.2152,1.2066,2.0956,1.9608,2.0821,2.0247,1.9249,1.7834,1.8883,1.8225,0.2692,0.2581,0.262,0.2547,1.414,1.3669,1.3947,1.4105,1.2302,1.1521,1.2095,1.1736,29.7403,28.0165,30.3493,29.2123,1.4238,1.3421,1.4187,1.3984,1.0207,1.1284,1.0116,1.1524,0.2263,0.2183,0.2258,0.2275,0.8334,0.8313,0.841,0.8656,1.3766,1.3342,1.3706,1.376
"Gudo_AGL",1.2674,1.1772,1.1773,1.1441,2.3743,2.3663,2.2591,2.3206,3.7143,3.4566,3.4787,3.3181,0.275,0.2739,0.2606,0.2843,5.0787,4.8151,4.914,4.6587,1.2179,1.1637,1.184,1.1718,1.0727,0.8899,1.1285,0.9746,1.3349,1.2894,1.2949,1.2878,2.2811,2.1529,2.1966,2.1295,2.0676,1.917,1.9576,1.8342,0.2716,0.2723,0.2568,0.2516,1.5463,1.498,1.4848,1.4833,1.2972,1.2432,1.2482,1.2423,32.08,30.2024,31.3242,29.6191,1.5725,1.4735,1.5091,1.474,1.0652,1.1944,1.0395,1.0538,0.242,0.2346,0.2284,0.2318,0.9245,0.9263,0.9026,0.8947,1.518,1.4651,1.4447,1.4546
"IG_1046_AGL",1.3797,1.2216,1.2465,1.1707,2.2844,2.3135,2.1303,2.1087,3.7707,3.5283,3.5924,3.2879,0.2983,0.3006,0.2755,0.2842,4.8945,4.7712,4.7818,4.4216,1.2639,1.1999,1.194,1.1318,1.0932,0.8992,1.0343,0.8992,1.3227,1.297,1.2551,1.2001,2.2606,2.1642,2.1625,2.02,2.0609,1.9474,1.9611,1.8433,0.283,0.2798,0.2783,0.2734,1.5277,1.5042,1.4415,1.3992,1.3194,1.2384,1.2506,1.1732,32.274,30.3285,31.1253,28.7217,1.5528,1.4917,1.4666,1.3821,1.132,1.2205,1.0773,1.1774,0.2527,0.2405,0.2418,0.23,0.9184,0.9208,0.871,0.872,1.5092,1.4783,1.4191,1.3749
"IG_1706_AGL",1.4919,1.224,1.3336,1.2178,2.5636,2.3682,2.5254,2.3755,4.1117,3.6949,4.0592,3.5799,0.3153,0.3051,0.2873,0.3019,5.3549,4.9192,5.2897,4.8315,1.3409,1.1902,1.2629,1.1994,1.2282,0.8682,1.0778,0.9422,1.432,1.326,1.3581,1.3069,2.4428,2.232,2.3765,2.2031,2.2125,1.9656,2.1204,1.9172,0.3073,0.2774,0.2954,0.2713,1.6362,1.533,1.5768,1.5167,1.3921,1.2412,1.3295,1.2368,35.1373,31.0218,33.419,30.7693,1.6776,1.5184,1.5894,1.5065,1.1783,1.2512,1.1622,1.206,0.2707,0.2454,0.2589,0.2456,0.9822,0.8964,0.9391,0.9034,1.6459,1.5161,1.5704,1.5017
"IG_1959_AGL",1.1252,1.1021,1.0434,1.134,1.8575,2.0978,1.7679,2.122,3.2739,3.2606,3.016,3.2866,0.2576,0.2949,0.2508,0.2792,4.358,4.3568,4.1387,4.4175,1.0664,1.1023,1.0302,1.0937,0.8453,0.8439,0.9908,0.9292,1.1442,1.213,1.1006,1.1928,1.9681,2.0018,1.8815,2.0037,1.8504,1.7786,1.7641,1.8337,0.274,0.2588,0.248,0.2678,1.32,1.3949,1.2576,1.3839,1.1573,1.1601,1.1115,1.1516,27.8328,28.1609,27.5453,28.7103,1.3513,1.3935,1.2883,1.3756,0.9968,1.1166,0.9469,1.1742,0.2159,0.2226,0.2075,0.2267,0.7935,0.8327,0.7754,0.8583,1.291,1.373,1.2426,1.371
"IG_4258_AGL",1.0525,1.0814,0.9949,1.0788,1.8368,2.1271,1.7888,2.1582,3.0952,3.0804,2.9843,3.073,0.231,0.2504,0.2351,0.2538,4.2664,4.3814,4.1288,4.3389,1.0327,1.057,1.007,1.0738,0.9357,0.9668,1.039,1.1369,1.1288,1.1783,1.0924,1.1737,1.9312,1.9853,1.8638,1.9848,1.806,1.7894,1.7143,1.7432,0.2389,0.235,0.226,0.2302,1.3115,1.3887,1.2613,1.3795,1.1346,1.1382,1.0913,1.1645,27.5407,28.2457,27.2848,28.9576,1.3227,1.3499,1.2713,1.3529,0.9273,1.0768,0.9295,1.0666,0.2031,0.2131,0.1979,0.2185,0.7583,0.8211,0.738,0.817,1.2769,1.3547,1.2167,1.3406
"IG_4781_AGL",1.319,1.2153,1.1777,1.2302,2.42,2.3341,2.0941,2.3841,3.7727,3.4074,3.3577,3.5017,0.2672,0.2731,0.2551,0.2812,5.222,4.828,4.7495,4.9002,1.2532,1.1739,1.1517,1.2008,1.1373,0.8817,0.9616,0.9218,1.3634,1.3103,1.256,1.3194,2.3391,2.1708,2.1221,2.1893,2.1219,1.9347,1.9293,1.9588,0.2792,0.2654,0.2634,0.2729,1.5751,1.5161,1.4384,1.527,1.3481,1.2475,1.2238,1.2505,33.404,30.0763,29.9937,30.7731,1.5971,1.4907,1.4546,1.5144,1.1123,1.1519,1.0262,1.1778,0.2483,0.2313,0.2206,0.2396,0.9318,0.9064,0.8518,0.9332,1.5518,1.4903,1.3998,1.5054
"IG_858_AGL",1.3178,1.1795,1.1302,1.1742,2.2155,2.4367,2.0197,2.3201,3.5985,3.4757,3.3101,3.3821,0.2812,0.2805,0.2503,0.2688,4.7917,4.788,4.593,4.6763,1.1787,1.1481,1.1144,1.1254,0.9714,0.9545,1.016,0.9912,1.3053,1.2714,1.1978,1.2491,2.1859,2.1521,2.0536,2.1122,1.9855,1.8762,1.872,1.8629,0.2586,0.2546,0.2564,0.2515,1.4893,1.4958,1.3765,1.457,1.2816,1.2271,1.1724,1.2208,30.8212,30.1084,29.3334,30.0824,1.4998,1.4605,1.3959,1.4316,1.0254,1.1549,0.978,1.1045,0.2383,0.2358,0.2207,0.2298,0.8506,0.9024,0.8184,0.8649,1.4692,1.4655,1.3535,1.4408
"ILL_10657_AGL",1.2023,1.1372,1.2925,1.2174,2.0737,2.1781,2.3064,2.3324,3.4158,3.2744,3.7022,3.4364,0.2615,0.2988,0.2861,0.2784,4.6572,4.5263,5.1063,4.7305,1.1677,1.1324,1.2648,1.1706,0.9835,0.7116,0.9519,0.934,1.2193,1.2208,1.3276,1.2559,2.1019,2.0518,2.2718,2.1315,1.936,1.8143,2.0493,1.8972,0.2628,0.2621,0.2905,0.2648,1.4154,1.4278,1.5225,1.4684,1.2251,1.1842,1.2726,1.2331,29.9106,28.6019,31.8905,30.3571,1.4391,1.4046,1.5466,1.4419,1.0553,1.1773,1.1363,1.1949,0.2316,0.2336,0.2441,0.2387,0.8415,0.8654,0.9317,0.8852,1.3924,1.3931,1.5083,1.4507
"ILL_10748_AGL",1.1231,1.1007,1.067,1.1131,1.9574,2.1277,1.8753,2.1562,3.1777,3.0872,3.0103,3.0529,0.2344,0.2605,0.235,0.2554,4.4672,4.3679,4.3313,4.414,1.1019,1.1122,1.0589,1.1172,1.0319,0.9508,0.9446,1.052,1.1621,1.1879,1.1403,1.209,2.0181,1.9973,1.9514,2.0243,1.8658,1.7841,1.792,1.7949,0.2589,0.2516,0.2476,0.2399,1.3544,1.392,1.3182,1.4084,1.2087,1.1926,1.1643,1.2074,28.9602,28.1615,27.8747,28.8843,1.3586,1.3694,1.3202,1.3944,0.9864,1.1181,0.9391,1.0554,0.2153,0.2195,0.2001,0.2203,0.8137,0.8405,0.7765,0.8339,1.3137,1.3579,1.2658,1.3787
"ILL_11547_AGL",1.3555,1.1695,1.2809,1.2404,2.418,2.2761,2.4344,2.451,3.9717,3.4294,3.8489,3.5794,0.2841,0.2975,0.2837,0.2944,5.2769,4.6636,5.1876,4.8959,1.2796,1.1641,1.2561,1.2004,1.0778,0.824,1.1778,1.0231,1.3819,1.2821,1.3614,1.3179,2.3652,2.1479,2.3134,2.2094,2.1224,1.8436,2.0521,1.9192,0.2931,0.2576,0.2757,0.262,1.5816,1.4861,1.5535,1.5255,1.3188,1.224,1.2821,1.2545,33.12,29.7679,32.9503,31.2244,1.5993,1.4632,1.5809,1.5092,1.1436,1.1728,1.1015,1.1699,0.2586,0.2395,0.2472,0.2484,0.939,0.8771,0.9347,0.9295,1.583,1.4577,1.5438,1.5114
"ILL_11548_AGL",1.2341,1.1486,1.1768,1.1774,2.1955,2.1518,2.113,2.3484,3.6118,3.3509,3.5038,3.4785,0.2589,0.266,0.2638,0.2803,4.9152,4.6353,4.8225,4.8465,1.1975,1.1668,1.1897,1.2164,0.9614,0.8482,0.9852,0.9577,1.2859,1.2599,1.2609,1.317,2.2069,2.1021,2.1598,2.2076,2.0106,1.8826,1.9563,1.9186,0.2838,0.2696,0.2817,0.2674,1.48,1.4462,1.4439,1.5249,1.2572,1.1901,1.2144,1.2419,30.9492,29.4005,30.614,30.6805,1.4934,1.4297,1.4738,1.5156,1.0873,1.1796,1.0931,1.2082,0.2392,0.2325,0.2359,0.2431,0.8754,0.8652,0.8582,0.9031,1.4663,1.4388,1.4287,1.5091
"ILL_11553_AGL",1.1267,1.1064,1.1045,1.1571,2.0415,2.1486,1.9383,2.2803,3.2809,3.1774,3.1721,3.218,0.2367,0.2571,0.2326,0.2534,4.5397,4.4227,4.4417,4.4966,1.0948,1.0925,1.0938,1.1334,1.0851,0.9493,1.1036,1.2215,1.1871,1.1896,1.168,1.2109,2.0435,2.0046,2.0037,2.0591,1.8743,1.7919,1.8158,1.8145,0.2425,0.2439,0.2427,0.2394,1.377,1.3946,1.343,1.4292,1.2153,1.1709,1.1847,1.2197,29.7373,28.5484,29.1559,30.0292,1.3796,1.3532,1.3484,1.3947,0.9648,1.1478,0.9601,1.1407,0.2149,0.2171,0.21,0.2258,0.8036,0.8197,0.7738,0.8453,1.3462,1.3557,1.3027,1.3911
"ILL_11555_AGL",1.1873,1.1013,1.1704,1.1954,2.221,2.1911,2.1656,2.4903,3.538,3.1988,3.4053,3.453,0.2526,0.2697,0.2508,0.2736,4.8371,4.4093,4.7492,4.8121,1.1754,1.1145,1.1758,1.2278,1.1505,1.0058,1.1492,1.287,1.2553,1.2079,1.2483,1.3023,2.1676,2.0071,2.1353,2.1902,1.9579,1.7855,1.9118,1.8762,0.2657,0.2472,0.2575,0.2532,1.457,1.4036,1.4359,1.5124,1.2766,1.19,1.2464,1.2754,31.1657,28.7495,30.757,31.8038,1.4574,1.3798,1.4467,1.4969,1.053,1.1309,1.0361,1.1445,0.2288,0.2196,0.2224,0.2425,0.8613,0.851,0.8385,0.9152,1.4142,1.3601,1.394,1.4977
"ILL_11557_AGL",1.1841,1.1569,1.1921,1.1741,2.1078,2.2047,2.1246,2.3112,3.3878,3.2474,3.3685,3.2861,0.2422,0.274,0.2461,0.2719,4.7235,4.562,4.706,4.6704,1.1333,1.1158,1.1539,1.1651,1.0412,0.8757,1.1729,1.0497,1.23,1.2372,1.2285,1.266,2.1194,2.069,2.1213,2.1402,1.9439,1.8422,1.901,1.8572,0.2547,0.2477,0.2536,0.2467,1.4323,1.448,1.4239,1.4882,1.2406,1.2014,1.2466,1.248,30.0219,28.8365,30.8221,30.0547,1.4265,1.4135,1.4284,1.4515,1.0026,1.1195,1.0201,1.0974,0.2215,0.2239,0.2271,0.2332,0.8275,0.8427,0.8247,0.8592,1.3929,1.4071,1.3785,1.4519
"ILL_11558_AGL",1.128,1.1497,1.1424,1.1396,2.0727,2.2882,1.9984,2.2512,3.3072,3.3249,3.2307,3.1551,0.236,0.2599,0.2349,0.2629,4.5069,4.6413,4.5046,4.4629,1.0797,1.1255,1.1097,1.132,1.2405,1.0543,1.2124,1.1547,1.1725,1.233,1.1831,1.2239,2.0288,2.0774,2.0371,2.0551,1.8577,1.8618,1.8373,1.7718,0.2428,0.2446,0.2434,0.2322,1.3669,1.446,1.3625,1.4306,1.2172,1.1955,1.207,1.222,30.1287,29.9007,30.1233,29.7073,1.3798,1.4151,1.3793,1.4032,0.9214,1.168,0.9535,1.0665,0.2199,0.2287,0.2197,0.2262,0.794,0.8616,0.7876,0.8371,1.3336,1.4146,1.3244,1.3964
"ILL_1220_AGL",1.3135,1.215,1.1969,1.16,2.2303,2.2815,1.9504,2.1155,3.7442,3.4605,3.2748,3.1007,0.2825,0.2951,0.2588,0.271,5.0066,4.7178,4.479,4.3096,1.2487,1.1738,1.1238,1.1036,0.9903,0.8321,0.9797,1.0351,1.3156,1.266,1.1899,1.1824,2.2593,2.1392,2.0383,1.9924,2.0806,1.9203,1.8838,1.809,0.2955,0.2751,0.2661,0.2523,1.5093,1.4759,1.3648,1.3812,1.2683,1.2058,1.1873,1.1613,31.4543,29.8957,29.3851,28.9392,1.5495,1.4647,1.3921,1.3785,1.1196,1.2289,0.985,1.0994,0.2461,0.2389,0.2264,0.2277,0.9243,0.9082,0.8204,0.8612,1.5125,1.4618,1.3573,1.3837
"ILL_1553_AGL",1.2316,1.1961,1.2402,1.1829,2.1771,2.2525,2.1645,2.269,3.5396,3.4576,3.5751,3.3444,0.2693,0.2944,0.2767,0.2893,4.8032,4.7222,4.9625,4.6571,1.1757,1.1816,1.2102,1.1783,0.9854,0.8172,0.958,1.0155,1.2663,1.2884,1.3082,1.2881,2.1668,2.1326,2.2188,2.1254,1.9959,1.913,2.0207,1.8857,0.2707,0.2733,0.2834,0.2602,1.4692,1.4829,1.4899,1.4807,1.2412,1.2194,1.249,1.2106,30.6171,29.5387,31.0958,30.1526,1.4934,1.4777,1.5177,1.4816,1.1001,1.2076,1.0799,1.1376,0.2376,0.2368,0.2362,0.241,0.8953,0.9081,0.91,0.9138,1.4428,1.4561,1.4673,1.4687
"ILL_1762_AGL",1.0752,1.0363,1.0657,1.0346,1.622,1.8603,1.7518,1.8808,3.0594,2.9493,3.063,2.8559,0.2427,0.274,0.2484,0.2644,4.0788,3.9951,4.1864,3.9521,1.0117,1.018,1.0373,1.0239,0.6326,0.6891,0.8676,0.9245,1.0752,1.1002,1.105,1.0907,1.8499,1.855,1.9017,1.8513,1.7708,1.6687,1.7872,1.6601,0.2592,0.2396,0.2441,0.232,1.2347,1.2879,1.2685,1.2778,1.0944,1.0956,1.1157,1.0927,25.6416,26.2704,27.3076,26.9004,1.248,1.2618,1.2971,1.2706,0.9431,1.1131,0.9447,1.0538,0.2035,0.2126,0.2058,0.2163,0.7222,0.7549,0.7556,0.7643,1.2172,1.259,1.256,1.2638
"ILL_1983_AGL",1.0725,1.0503,1.0582,1.0628,1.9652,2.1406,1.945,2.1448,3.2242,3.0876,3.1246,2.9976,0.2358,0.255,0.2343,0.2527,4.4198,4.2998,4.3795,4.2475,1.0668,1.04,1.0559,1.0519,1.036,1.0275,1.1657,1.1477,1.1574,1.1611,1.1525,1.1559,1.9921,1.9415,1.9647,1.949,1.8384,1.7111,1.804,1.7159,0.2419,0.2255,0.2359,0.2254,1.3429,1.3576,1.3232,1.3557,1.1616,1.1348,1.1491,1.1533,28.664,27.935,29.2112,28.6594,1.3617,1.3258,1.3496,1.337,0.9466,1.0589,0.9478,1.0394,0.2102,0.2103,0.2118,0.218,0.7762,0.8036,0.7892,0.8158,1.3143,1.3175,1.3027,1.3264
"ILL_213_AGL",1.153,1.0952,1.1305,1.0708,1.931,1.9806,1.9727,2.1799,3.446,3.2376,3.3177,3.1618,0.2597,0.2665,0.257,0.2836,4.5301,4.3518,4.5245,4.3649,1.0841,1.0408,1.0919,1.136,0.7928,0.7151,0.9814,1.0819,1.1723,1.1515,1.1796,1.2038,2.0248,1.9468,2.0255,2.054,1.8919,1.782,1.8816,1.7581,0.2798,0.263,0.2614,0.2437,1.3465,1.3316,1.3485,1.4161,1.1726,1.1304,1.1706,1.1832,28.5804,27.4952,29.6415,29.9387,1.3657,1.3,1.3797,1.4067,1.0302,1.1131,1.0135,1.2027,0.2211,0.2151,0.222,0.2333,0.8041,0.7996,0.8305,0.8519,1.331,1.312,1.3474,1.3894
"ILL_2194_AGL",1.0518,1.0341,0.9816,1.0757,1.9244,2.0586,1.7077,2.1143,3.1535,3.1027,2.9046,2.9236,0.2378,0.252,0.227,0.258,4.3125,4.2926,4.0723,4.2049,1.0327,1.0578,1.0008,1.0865,0.9586,0.9249,0.9714,1.1266,1.1346,1.1433,1.0709,1.1799,1.9296,1.9218,1.8243,1.9503,1.7934,1.7308,1.6701,1.7018,0.2448,0.2517,0.2437,0.2291,1.3092,1.3298,1.2253,1.3662,1.1717,1.1541,1.1109,1.1717,28.2117,27.7297,26.8678,28.5422,1.3302,1.3027,1.2306,1.3579,0.9345,1.1121,0.8948,1.0121,0.2078,0.2121,0.1991,0.2154,0.7841,0.8195,0.7452,0.8302,1.273,1.2817,1.1785,1.3385
"ILL_2507_AGL",1.0678,1.0722,1.1021,1.0918,1.9489,2.0898,2.0261,2.177,3.1801,3.1233,3.2752,3.1178,0.236,0.2502,0.2362,0.2466,4.3914,4.3433,4.5527,4.377,1.0615,1.0519,1.0999,1.0697,0.9853,0.8652,1.1374,1.1202,1.1534,1.168,1.1873,1.1681,1.9847,1.9667,2.0399,1.9879,1.8374,1.7778,1.8419,1.7655,0.2396,0.2391,0.2451,0.2377,1.3469,1.3706,1.3716,1.3796,1.1587,1.1401,1.1858,1.1723,28.3422,27.821,29.576,28.8674,1.3598,1.3328,1.3715,1.3385,0.9592,1.1153,0.9822,1.0842,0.2076,0.2098,0.2136,0.2158,0.7756,0.8062,0.798,0.8213,1.3087,1.3287,1.3332,1.3418
"ILL_2580_AGL",1.117,1.1509,1.0878,1.2115,1.9846,2.284,1.993,2.4799,3.2829,3.3805,3.2209,3.3939,0.2327,0.2573,0.2257,0.2552,4.5097,4.6583,4.5121,4.7757,1.0884,1.1324,1.0775,1.1542,1.0424,1.0007,1.1335,1.2846,1.1694,1.2292,1.1688,1.2637,2.0214,2.0898,2.005,2.1491,1.8692,1.8639,1.8175,1.9134,0.2545,0.253,0.2395,0.2475,1.3576,1.4438,1.3446,1.4939,1.1867,1.2005,1.1675,1.2475,29.0429,29.8486,29.4964,31.8648,1.3725,1.4168,1.3555,1.4693,0.9453,1.1714,0.9839,1.1763,0.2165,0.2271,0.2135,0.233,0.8013,0.8672,0.7892,0.9102,1.3379,1.413,1.3142,1.4649
"ILL_28_AGL",1.1002,1.0624,1.0781,1.0842,1.8349,1.9874,2.0051,2.0756,3.0672,2.9955,3.1505,2.9069,0.2276,0.2556,0.2334,0.2518,4.3366,4.2616,4.5403,4.2411,1.046,1.0437,1.0743,1.0275,0.8399,0.7346,0.9884,0.9153,1.1368,1.1514,1.1892,1.156,1.9512,1.9195,2.025,1.9178,1.8141,1.7547,1.8184,1.7282,0.2494,0.2493,0.2336,0.2311,1.3168,1.3434,1.3661,1.3546,1.1672,1.136,1.2054,1.1595,27.362,26.7226,29.2449,27.5499,1.3148,1.3107,1.3627,1.3129,0.9248,1.0743,0.963,1.0122,0.207,0.209,0.2094,0.2111,0.7866,0.8163,0.7888,0.8142,1.2779,1.3023,1.3098,1.303
"ILL_3025_AGL",1.0538,1.0377,1.0114,1.0931,1.8105,2.079,1.7845,2.1565,3.105,3.0324,3.0415,3.0222,0.2254,0.243,0.2223,0.2453,4.2771,4.2605,4.2826,4.3051,1.0243,1.0179,1.0204,1.0628,0.8839,0.9108,0.9449,1.1293,1.1212,1.1422,1.1335,1.1544,1.9169,1.9255,1.9328,1.969,1.7916,1.7264,1.7717,1.7654,0.2447,0.2275,0.2251,0.2315,1.2993,1.3465,1.3048,1.3697,1.1125,1.1178,1.1117,1.1528,26.9975,27.5111,27.1139,28.938,1.3077,1.3103,1.312,1.3482,0.94,1.0772,0.8916,1.0932,0.2011,0.2068,0.1942,0.2173,0.7537,0.7939,0.7414,0.8257,1.2651,1.3042,1.2626,1.3367
"ILL_313_AGL",1.1732,1.1442,1.1623,1.1394,2.0943,2.2753,2.1696,2.3294,3.4422,3.3553,3.4548,3.2096,0.2578,0.2762,0.2402,0.2528,4.7561,4.6566,4.8447,4.625,1.1488,1.1342,1.1456,1.1127,0.9524,0.8919,1.0945,1.1163,1.248,1.2649,1.2691,1.2443,2.1296,2.0959,2.1585,2.0815,1.9286,1.8721,1.9306,1.8662,0.2761,0.2581,0.2525,0.2381,1.438,1.4664,1.4552,1.4586,1.2145,1.1955,1.2442,1.2053,29.781,29.3956,30.9467,30.4528,1.4398,1.4368,1.4567,1.4354,0.9945,1.1551,1.0151,1.1357,0.2213,0.2272,0.2238,0.2258,0.8498,0.8922,0.8462,0.8906,1.4019,1.4391,1.4156,1.424
"ILL_3347_AGL",1.0855,1.0404,1.0217,1.1039,1.8776,2.0096,1.7907,2.1663,3.1672,2.992,2.9814,3.0715,0.2443,0.2491,0.2282,0.2576,4.3592,4.1858,4.208,4.2862,1.0674,1.0272,1.0189,1.0717,0.9459,0.9036,1.0432,1.119,1.1434,1.1288,1.1164,1.1648,1.9675,1.9009,1.8914,1.9638,1.814,1.7026,1.7444,1.7273,0.2614,0.2364,0.2268,0.2347,1.327,1.3243,1.277,1.3634,1.1457,1.1159,1.1102,1.1627,27.927,27.1758,27.6799,28.8702,1.331,1.2873,1.2964,1.3451,0.9658,1.0809,0.9078,1.0644,0.2056,0.2071,0.2016,0.2185,0.7825,0.7955,0.753,0.8314,1.2876,1.2856,1.2466,1.3374
"ILL_358_AGL",1.2426,1.1483,1.1739,1.1582,2.1865,2.2813,2.1892,2.3904,3.5325,3.3978,3.532,3.3438,0.2499,0.267,0.2456,0.2664,4.9274,4.7435,4.9504,4.7807,1.181,1.1334,1.1675,1.1731,0.9667,0.8393,0.9873,1.1006,1.2915,1.2866,1.2969,1.2852,2.2009,2.1145,2.1982,2.1505,1.9728,1.8973,1.9719,1.899,0.2787,0.2507,0.2551,0.2418,1.4803,1.4869,1.4843,1.4981,1.2795,1.2156,1.2733,1.2417,30.8355,29.5194,31.065,31.2747,1.4795,1.4671,1.4988,1.496,1.0296,1.1758,1.0412,1.1951,0.2252,0.2212,0.2235,0.2347,0.8667,0.8585,0.8432,0.8862,1.4438,1.4379,1.4325,1.458
