"Name","Alanine_Ro16","Alanine_Ro17","Alanine_Su16","Alanine_Su17","Arginine_Ro16","Arginine_Ro17","Arginine_Su16","Arginine_Su17","Aspartic.acid_Ro16","Aspartic.acid_Ro17","Aspartic.acid_Su16","Aspartic.acid_Su17","Cysteine_Ro16","Cysteine_Ro17","Cysteine_Su16","Cysteine_Su17","Glutamic.acid_Ro16","Glutamic.acid_Ro17","Glutamic.acid_Su16","Glutamic.acid_Su17","Glycine_Ro16","Glycine_Ro17","Glycine_Su16","Glycine_Su17","Histidine_Ro16","Histidine_Ro17","Histidine_Su16","Histidine_Su17","Isoleucine_Ro16","Isoleucine_Ro17","Isoleucine_Su16","Isoleucine_Su17","Leucine_Ro16","Leucine_Ro17","Leucine_Su16","Leucine_Su17","Lysine_Ro16","Lysine_Ro17","Lysine_Su16","Lysine_Su17","Methionine_Ro16","Methionine_Ro17","Methionine_Su16","Methionine_Su17","Phenylalanine_Ro16","Phenylalanine_Ro17","Phenylalanine_Su16","Phenylalanine_Su17","Proline_Ro16","Proline_Ro17","Proline_Su16","Proline_Su17","Protein_Ro16","Protein_Ro17","Protein_Su16","Protein_Su17","Serine_Ro16","Serine_Ro17","Serine_Su16","Serine_Su17","Threonine_Ro16","Threonine_Ro17","Threonine_Su16","Threonine_Su17","Tryptophan_Ro16","Tryptophan_Ro17","Tryptophan_Su16","Tryptophan_Su17","Tyrosine_Ro16","Tyrosine_Ro17","Tyrosine_Su16","Tyrosine_Su17","Valine_Ro16","Valine_Ro17","Valine_Su16","Valine_Su17"
"ILL_3597_AGL",1.0855,1.0247,1.0623,1.0945,1.8524,1.9885,1.8329,2.1319,3.0902,2.9214,3.0416,2.9731,0.24,0.242,0.2301,0.2478,4.2921,4.106,4.2592,4.2082,1.0405,0.9879,1.0395,1.0594,0.9092,0.9438,1.0295,1.1856,1.1339,1.1139,1.127,1.1441,1.9401,1.8594,1.9263,1.937,1.7699,1.6828,1.7524,1.7472,0.2546,0.2152,0.2352,0.2264,1.3051,1.3062,1.2958,1.3525,1.1395,1.0951,1.1296,1.1441,27.3435,26.9425,27.8307,29.1113,1.3048,1.2753,1.3024,1.3425,0.9122,1.0457,0.9454,1.1211,0.2045,0.2001,0.2032,0.2184,0.7837,0.7693,0.7571,0.819,1.2769,1.2605,1.2564,1.3215
"ILL_4164_AGL",1.1185,1.1063,1.0773,1.0746,2.0916,2.2646,1.9324,2.1099,3.3969,3.2292,3.252,2.9452,0.2612,0.2674,0.2433,0.2538,4.617,4.5289,4.4984,4.2065,1.0961,1.0691,1.0753,1.039,0.9635,0.8874,0.9369,1.0625,1.2215,1.2167,1.1944,1.1585,2.0837,2.0498,2.0217,1.9485,1.8796,1.8175,1.8466,1.7189,0.2611,0.2403,0.2409,0.2199,1.4127,1.4325,1.3635,1.3612,1.1953,1.1771,1.1482,1.1497,29.3531,28.8198,28.472,28.2537,1.4175,1.4011,1.3792,1.3471,0.9828,1.1084,0.9807,1.0049,0.2157,0.2186,0.2114,0.2165,0.838,0.8845,0.81,0.8235,1.3771,1.3912,1.3354,1.3345
"ILL_4400_AGL",1.1451,1.1314,1.1842,1.1682,2.0939,2.2582,2.2682,2.3717,3.3389,3.2593,3.523,3.3485,0.2553,0.2686,0.252,0.2756,4.6869,4.5748,4.9935,4.715,1.1416,1.1352,1.1874,1.1673,0.9889,0.9591,1.1222,1.0195,1.2181,1.2206,1.2949,1.2567,2.098,2.0641,2.2209,2.1239,1.8945,1.8638,1.9867,1.894,0.2682,0.2568,0.2569,0.2597,1.413,1.4431,1.4952,1.4778,1.2164,1.1933,1.2762,1.2259,29.6047,29.505,31.7916,30.7549,1.4067,1.4132,1.4938,1.4585,0.9979,1.173,1.0616,1.2185,0.2241,0.2365,0.2364,0.2428,0.8429,0.8792,0.8823,0.9126,1.375,1.4123,1.4598,1.4521
"ILL_4605_AGL",1.1638,1.1004,1.0966,1.1818,1.9542,2.0847,1.9087,2.3135,3.233,3.0996,3.119,3.1757,0.2501,0.2598,0.2388,0.2682,4.5017,4.3258,4.3629,4.5374,1.1153,1.0869,1.0793,1.1449,0.8548,0.8695,0.9362,1.0643,1.1889,1.1728,1.1665,1.2307,2.0472,1.9723,1.9853,2.0771,1.8766,1.7978,1.8311,1.877,0.273,0.2534,0.2449,0.2505,1.3827,1.3797,1.352,1.4567,1.206,1.1729,1.189,1.2219,28.3905,28.0484,28.3673,30.2525,1.3612,1.3372,1.3419,1.4253,0.9834,1.134,0.9908,1.1848,0.2119,0.2173,0.2102,0.2325,0.8017,0.8338,0.7805,0.8927,1.339,1.341,1.3074,1.4235
"ILL_4609_AGL",1.1196,1.1104,1.1083,1.0933,1.9863,2.1128,1.8858,2.1813,3.2816,3.129,3.1932,3.155,0.2503,0.2608,0.2337,0.2694,4.5436,4.3072,4.4907,4.3928,1.0953,1.0839,1.0898,1.087,0.8903,0.9171,0.9965,0.9753,1.1838,1.1533,1.1679,1.1788,2.0515,1.9696,2.0024,1.9999,1.8687,1.7813,1.8377,1.7957,0.2642,0.2424,0.2524,0.2392,1.3804,1.3674,1.3425,1.3906,1.1789,1.1445,1.1446,1.1458,28.6897,28.2901,28.7739,29.241,1.3763,1.346,1.3614,1.3775,0.9903,1.1491,0.9989,1.1726,0.2153,0.2201,0.2155,0.2254,0.8263,0.8261,0.7955,0.8527,1.3488,1.337,1.3117,1.3658
"ILL_4665_AGL",1.1566,1.1125,1.1898,1.1177,2.0309,2.221,2.1263,2.1989,3.2906,3.2193,3.4099,3.0928,0.2488,0.2724,0.2476,0.2692,4.638,4.5212,4.7932,4.433,1.1296,1.1491,1.163,1.122,0.9253,1.0392,1.0355,1.0573,1.2163,1.2193,1.2519,1.2106,2.1044,2.0504,2.1475,2.0263,1.9256,1.8327,1.9455,1.8213,0.2731,0.2511,0.2642,0.242,1.4172,1.4256,1.4389,1.4167,1.2283,1.1911,1.2532,1.185,29.7951,29.7568,31.0195,29.6612,1.4099,1.41,1.4471,1.4008,1.0138,1.1565,1.0533,1.1197,0.2207,0.2346,0.2317,0.2314,0.8253,0.8668,0.8555,0.866,1.374,1.3987,1.4068,1.3926
"ILL_4671_AGL",1.2578,1.1615,1.1917,1.1482,2.1474,2.2772,2.2385,2.2882,3.4537,3.2708,3.3912,3.1161,0.2449,0.2618,0.2384,0.2679,4.9175,4.6666,4.8928,4.5361,1.1877,1.1245,1.1692,1.1555,0.981,0.8937,1.0884,1.093,1.2792,1.2462,1.2595,1.2461,2.2269,2.0897,2.1809,2.0799,2.0277,1.8867,1.9403,1.8377,0.2889,0.255,0.251,0.2412,1.4861,1.4622,1.461,1.4525,1.2929,1.2156,1.2992,1.22,31.4944,29.4703,31.8484,30.2316,1.471,1.4127,1.4496,1.4384,1.101,1.2133,1.0682,1.1387,0.231,0.2281,0.2344,0.2351,0.8706,0.8711,0.8518,0.8772,1.454,1.4239,1.4101,1.439
"ILL_4768_AGL",1.1387,1.1306,1.208,1.1181,2.0347,2.1739,2.2155,2.217,3.3346,3.2477,3.5646,3.151,0.2544,0.266,0.266,0.2786,4.5083,4.4643,4.8465,4.4248,1.102,1.1027,1.1881,1.1156,0.8967,0.7771,1.0774,0.9156,1.1797,1.1969,1.2682,1.2133,2.0445,2.0408,2.1807,2.0692,1.8243,1.8077,1.9433,1.7642,0.2701,0.2594,0.2695,0.2415,1.3658,1.4104,1.4594,1.4252,1.1772,1.1662,1.2291,1.2126,28.7609,28.4201,31.066,29.456,1.375,1.3886,1.4755,1.408,0.9634,1.1757,1.0449,1.0572,0.2194,0.226,0.2395,0.2332,0.8184,0.8618,0.8678,0.8539,1.3475,1.3839,1.4473,1.4043
"ILL_4782_AGL",1.1615,1.0242,1.1933,1.1171,2.0545,1.866,2.2017,2.1906,3.4201,2.9262,3.5374,3.1439,0.257,0.2507,0.2627,0.2696,4.5528,4.0651,4.8217,4.4093,1.1138,1.0058,1.1879,1.1066,0.8869,0.8518,1.1031,0.9775,1.1835,1.118,1.2549,1.1919,2.0593,1.8527,2.1594,2.0434,1.8736,1.7101,1.9376,1.7718,0.2854,0.2466,0.2664,0.2482,1.378,1.3009,1.444,1.4033,1.1805,1.0995,1.2187,1.1955,29.1237,26.2845,31.169,29.4273,1.3894,1.2585,1.4718,1.3892,1.0405,1.1265,1.0556,1.0752,0.2215,0.1979,0.2392,0.2323,0.8268,0.7964,0.8652,0.8472,1.3593,1.2437,1.4318,1.3886
"ILL_4783_AGL",1.2755,1.101,1.1882,1.1117,2.0825,2.053,2.1439,2.0266,3.3976,3.1075,3.3941,2.9763,0.2505,0.2633,0.242,0.2556,4.8559,4.4103,4.8532,4.3315,1.1952,1.0946,1.1647,1.0808,0.8925,0.758,1.041,0.8628,1.2765,1.1874,1.2513,1.1762,2.2026,1.9832,2.1642,1.9774,2.0063,1.8293,1.9653,1.8113,0.2874,0.2596,0.2673,0.2493,1.4796,1.3949,1.4568,1.3858,1.2612,1.1473,1.2558,1.1703,30.6194,27.6954,31.1757,28.0608,1.4578,1.3365,1.4474,1.339,1.0517,1.1873,1.0576,1.0765,0.2328,0.2201,0.2315,0.2162,0.8896,0.8488,0.8628,0.8273,1.4521,1.3554,1.4138,1.3508
"ILL_4804_AGL",1.2324,1.211,1.123,1.1615,2.0893,2.2448,1.8885,2.0244,3.4379,3.3383,3.1725,2.9924,0.2539,0.2521,0.2334,0.2329,4.7227,4.73,4.4759,4.3039,1.1702,1.1406,1.0963,1.0697,1.0958,0.9781,1.0451,1.0423,1.2373,1.2494,1.1633,1.1624,2.1437,2.1249,2.0103,1.9841,1.949,1.9174,1.8392,1.7947,0.2734,0.2579,0.2525,0.245,1.4371,1.4772,1.3448,1.3669,1.241,1.2288,1.1924,1.1997,30.6795,29.5017,29.2187,28.5508,1.4347,1.4192,1.336,1.3221,1.0333,1.1685,0.9868,1.0279,0.2291,0.2274,0.2153,0.2191,0.8697,0.8774,0.7904,0.7927,1.4143,1.4357,1.3012,1.3397
"ILL_4875_AGL",1.182,1.1064,1.1563,1.1446,1.9914,1.9414,2.0238,2.0688,3.3841,3.1052,3.4338,3.155,0.2672,0.2633,0.2466,0.2587,4.6035,4.2694,4.6452,4.375,1.1443,1.0692,1.1319,1.0872,0.931,0.7719,0.9962,0.9599,1.2195,1.1747,1.2135,1.2002,2.0971,1.947,2.0858,2.0025,1.9575,1.8182,1.9258,1.8328,0.2819,0.2578,0.2694,0.2543,1.4123,1.3573,1.3918,1.3819,1.177,1.1081,1.1895,1.1506,29.1786,27.0485,29.3916,28.8325,1.4426,1.3388,1.4197,1.372,1.0427,1.1661,1.0333,1.0915,0.2209,0.2107,0.217,0.221,0.8464,0.8245,0.8486,0.8241,1.3911,1.3353,1.3758,1.3821
"ILL_4956_AGL",1.2675,1.2572,1.2385,1.2156,2.1834,2.4802,2.24,2.4249,3.5697,3.7044,3.5809,3.5549,0.2626,0.2895,0.2646,0.2822,5.0018,5.1353,4.9901,4.9651,1.2247,1.2437,1.2039,1.212,0.9507,0.8716,1.031,1.058,1.2965,1.3577,1.2949,1.3186,2.2533,2.2786,2.2228,2.2103,2.0614,2.0471,2.0205,1.9782,0.2982,0.2905,0.2769,0.2713,1.5087,1.5825,1.4943,1.5267,1.2901,1.2811,1.2907,1.2638,31.5043,31.3552,32.1394,31.6945,1.5092,1.5422,1.5072,1.5115,1.1094,1.2887,1.1018,1.1667,0.2352,0.2413,0.2356,0.2394,0.9014,0.9688,0.8895,0.9277,1.4698,1.5484,1.4556,1.5063
"ILL_5058_AGL",1.3428,1.1999,1.1689,1.1285,2.2142,2.1597,2.061,2.168,3.6134,3.1965,3.3424,3.2389,0.2763,0.2534,0.2435,0.2626,4.9326,4.5668,4.69,4.5373,1.2335,1.1329,1.1528,1.1293,1.0012,0.8426,1.0441,0.868,1.3308,1.2346,1.2293,1.2129,2.254,2.0651,2.0938,2.0427,2.0412,1.8548,1.894,1.818,0.2822,0.2533,0.2476,0.2595,1.5304,1.4385,1.4069,1.4096,1.2896,1.2105,1.2266,1.215,31.3418,28.1939,30.0677,28.83,1.5327,1.3917,1.4279,1.3775,1.0662,1.114,1.0123,1.0722,0.2391,0.2239,0.2271,0.2242,0.8854,0.8485,0.8448,0.8313,1.504,1.4069,1.3727,1.3869
"ILL_5151_AGL",1.2334,1.1958,1.2343,1.1841,2.2616,2.4137,2.4109,2.3136,3.7076,3.65,3.8368,3.3463,0.2723,0.2939,0.2725,0.255,5.029,4.9224,5.196,4.6505,1.2199,1.1966,1.2579,1.1461,1.0343,0.8205,1.2206,1.1515,1.2914,1.286,1.3253,1.2316,2.2374,2.2065,2.2965,2.1175,2.0204,1.9404,2.0468,1.8492,0.2942,0.2844,0.2775,0.2492,1.5008,1.524,1.531,1.4489,1.256,1.2394,1.2849,1.2353,31.3765,30.0945,33.0723,30.3618,1.5195,1.4887,1.5552,1.4269,1.0844,1.2713,1.1456,1.089,0.2356,0.2363,0.2462,0.2316,0.9004,0.9318,0.9137,0.8425,1.4709,1.4771,1.5054,1.426
"ILL_5209_AGL",1.1665,1.1071,1.1651,1.1391,2.0368,2.087,2.0779,2.1693,3.3987,3.2912,3.5024,3.2315,0.2495,0.2815,0.2569,0.2748,4.6809,4.4394,4.8345,4.5279,1.1299,1.1084,1.1655,1.13,0.966,0.7451,1.0119,0.9371,1.2335,1.2092,1.2643,1.249,2.099,2.0044,2.147,2.0667,1.9503,1.8322,1.9566,1.847,0.262,0.2687,0.2728,0.255,1.4161,1.4037,1.4384,1.4333,1.2171,1.154,1.2255,1.2035,29.7402,27.7828,30.6707,29.2827,1.4438,1.3826,1.4632,1.4337,0.9937,1.2426,1.0563,1.0625,0.2201,0.2148,0.2247,0.2234,0.8414,0.8776,0.8694,0.8672,1.3872,1.3505,1.3996,1.4126
"ILL_5480_AGL",1.3581,1.1977,1.277,1.2079,2.2184,2.2367,2.2051,2.1913,3.6362,3.4176,3.5725,3.3212,0.2666,0.2685,0.2559,0.2648,4.9682,4.6976,4.9254,4.6217,1.253,1.1761,1.2226,1.1738,1.0237,0.87,1.1186,0.9895,1.3297,1.2632,1.2956,1.2525,2.2754,2.1173,2.2367,2.1119,2.038,1.9131,1.9905,1.8816,0.2782,0.2719,0.2664,0.2695,1.5293,1.4757,1.4996,1.4572,1.3181,1.2001,1.2963,1.2202,31.9567,29.351,31.8293,29.6443,1.5231,1.4368,1.4987,1.4282,1.1054,1.2501,1.0837,1.1235,0.2501,0.2333,0.2431,0.2335,0.8987,0.9013,0.8811,0.8693,1.5008,1.4413,1.4635,1.4379
"ILL_5639_AGL",1.103,1.0326,1.1118,1.0878,1.9215,1.8612,1.9438,1.9733,3.1971,2.958,3.2015,3.0353,0.2354,0.2302,0.2224,0.2316,4.3733,4.1185,4.4963,4.2982,1.0492,0.993,1.0659,1.0321,0.9114,0.7769,1.0364,0.8999,1.1541,1.117,1.1763,1.1681,1.9764,1.8624,2.015,1.9454,1.8459,1.7054,1.8245,1.7613,0.2464,0.2431,0.2463,0.2464,1.3449,1.3027,1.3497,1.3454,1.1797,1.1173,1.1983,1.1639,28.1737,25.6923,29.0103,27.3622,1.3545,1.2533,1.3581,1.3088,0.9532,1.0502,0.9239,0.9852,0.208,0.1935,0.209,0.2021,0.7815,0.7534,0.7711,0.7771,1.3007,1.2419,1.3054,1.3169
"ILL_5722_AGL",1.1891,1.1776,1.1462,1.0891,2.2102,2.338,2.1855,2.0867,3.4674,3.3537,3.4279,2.9393,0.255,0.2664,0.247,0.2637,4.8302,4.7123,4.8261,4.1991,1.1506,1.1213,1.1493,1.0241,1.0293,0.8127,1.1224,0.8095,1.2534,1.2529,1.2306,1.1574,2.1531,2.1231,2.1276,1.9337,1.9822,1.8972,1.9177,1.7274,0.252,0.2458,0.2429,0.2232,1.4581,1.4885,1.4275,1.364,1.2396,1.2026,1.2207,1.1411,30.5599,28.9246,30.5386,26.8375,1.4856,1.4461,1.4507,1.324,1.0229,1.182,1.0215,0.9839,0.2255,0.2196,0.2235,0.2042,0.8582,0.866,0.8458,0.7927,1.4297,1.4406,1.3883,1.3257
"ILL_5883_AGL",1.166,1.1714,1.2016,1.1376,2.1391,2.342,2.3485,2.3192,3.4638,3.5001,3.6247,3.3129,0.2513,0.2827,0.2526,0.2661,4.7782,4.8278,5.1265,4.677,1.1285,1.1658,1.1961,1.1221,0.9798,0.8168,1.1633,0.9898,1.2517,1.3096,1.3307,1.2609,2.1286,2.1635,2.2581,2.0959,1.9416,1.9315,2.0123,1.8811,0.2604,0.2684,0.2461,0.2428,1.442,1.5205,1.5261,1.4664,1.2363,1.2279,1.2922,1.2063,30.0542,29.5256,32.4985,29.8593,1.459,1.4857,1.5499,1.4611,0.9935,1.2452,1.0593,1.1167,0.2163,0.2205,0.2284,0.2228,0.8459,0.9218,0.8809,0.873,1.3923,1.463,1.4685,1.4277
"ILL_5888_AGL",1.0598,1.0661,0.9969,1.067,1.7268,1.9165,1.6247,1.8529,2.9922,2.9487,2.8536,2.8701,0.2322,0.2479,0.2281,0.248,4.0581,4.0715,3.938,3.9872,1.0231,1.0344,0.998,1.0289,0.8995,0.8558,0.9442,0.9641,1.0831,1.1191,1.0663,1.1052,1.8555,1.8613,1.8053,1.8428,1.7494,1.6982,1.6783,1.6804,0.246,0.2422,0.2325,0.2426,1.257,1.306,1.2232,1.2785,1.1288,1.1106,1.0953,1.1218,26.65,26.1193,25.9951,26.6155,1.263,1.2528,1.225,1.2452,0.9388,1.1269,0.9038,1.0157,0.203,0.2035,0.1937,0.2028,0.7534,0.7965,0.7247,0.7756,1.2288,1.265,1.1817,1.2527
"ILL_5945_AGL",1.2003,1.1336,1.2142,1.1415,2.1895,2.2646,2.2426,2.1068,3.6227,3.3633,3.702,3.1747,0.2545,0.2556,0.2563,0.2491,4.8241,4.6107,4.9841,4.3743,1.1716,1.146,1.2212,1.0911,1.0762,0.8961,1.1155,0.9186,1.2458,1.2138,1.2893,1.1691,2.1448,2.0852,2.2277,2.0036,1.953,1.8284,1.9761,1.7675,0.2773,0.263,0.2755,0.2528,1.4407,1.436,1.4749,1.3675,1.2129,1.1716,1.238,1.1749,30.5028,29.0378,31.7229,28.1708,1.4766,1.4185,1.5051,1.3513,1.0501,1.226,1.0945,1.049,0.2331,0.2297,0.2457,0.2227,0.8597,0.8806,0.8694,0.8264,1.4288,1.4049,1.4758,1.3536
"ILL_6002_AGL",1.2147,1.1661,1.1896,1.1773,2.1359,2.2786,2.1968,2.3157,3.4821,3.367,3.4782,3.3819,0.2615,0.2754,0.2497,0.2782,4.7852,4.7084,4.9311,4.7315,1.1933,1.158,1.1905,1.1745,0.9792,0.8245,1.0052,0.914,1.2514,1.2642,1.2919,1.2788,2.1624,2.1131,2.2027,2.1342,1.9687,1.9088,1.9833,1.916,0.288,0.2618,0.2535,0.2579,1.4604,1.4843,1.4911,1.4863,1.2314,1.205,1.2644,1.2227,30.3573,29.0785,31.1905,30.2117,1.4665,1.438,1.4914,1.4661,1.0989,1.2216,1.0743,1.1567,0.2275,0.2291,0.2298,0.236,0.872,0.8858,0.862,0.8822,1.4239,1.4374,1.4446,1.4667
"ILL_618_AGL",1.2712,1.1291,1.1844,1.1571,2.1856,2.0332,2.0635,2.2026,3.6646,3.3384,3.471,3.3176,0.2733,0.2766,0.2535,0.2651,4.8778,4.4045,4.7295,4.5788,1.1981,1.0844,1.1551,1.0878,0.9938,0.7187,1.0805,0.9523,1.2776,1.1953,1.237,1.2324,2.1957,1.9914,2.1213,2.0616,2.0264,1.8189,1.9498,1.877,0.2856,0.2772,0.2639,0.2543,1.465,1.3738,1.4135,1.4185,1.2758,1.1496,1.2271,1.1952,31.4811,27.6362,30.6121,30.1511,1.4975,1.3497,1.4474,1.399,1.1087,1.1678,1.029,1.1254,0.2412,0.2195,0.2309,0.229,0.8894,0.8353,0.8494,0.8416,1.4549,1.3539,1.3996,1.41
"ILL_6182_AGL",1.2205,1.1596,1.1835,1.1463,2.2242,2.2253,2.2012,2.1995,3.55,3.3857,3.5121,3.2715,0.2545,0.2688,0.2519,0.2526,4.8871,4.6152,4.8742,4.611,1.1827,1.1319,1.1767,1.1148,1.1455,0.8878,1.1538,0.9916,1.2687,1.2325,1.2735,1.2334,2.1866,2.0732,2.1704,2.0745,1.967,1.8683,1.9559,1.8632,0.2723,0.2608,0.2453,0.2498,1.4664,1.4459,1.4659,1.4382,1.25,1.1749,1.2408,1.1918,31.5076,29.0452,31.4253,29.5272,1.4694,1.4013,1.4815,1.4002,1.0435,1.2149,1.0663,1.0866,0.2325,0.2249,0.2298,0.224,0.8935,0.8668,0.8561,0.847,1.4467,1.4107,1.4261,1.4152
"ILL_6211_AGL",1.2424,1.1515,1.2291,1.1088,2.1817,2.1671,2.2395,2.0881,3.5021,3.2571,3.5633,3.0376,0.2567,0.2626,0.2544,0.2585,4.9243,4.5452,4.9492,4.3425,1.1979,1.1416,1.2133,1.0823,0.9733,0.7996,1.1441,0.8377,1.2872,1.2257,1.2938,1.1919,2.2064,2.0551,2.2094,1.9796,2.0028,1.8553,1.9947,1.7871,0.2792,0.2644,0.2591,0.2467,1.4797,1.4337,1.484,1.3805,1.2729,1.2009,1.2766,1.1726,30.9141,28.2257,31.799,28.1068,1.4678,1.3891,1.4969,1.3525,1.0362,1.2047,1.0792,1.06,0.2307,0.2242,0.2379,0.2186,0.8969,0.8579,0.8873,0.8342,1.4632,1.3916,1.4592,1.3616
"ILL_624_AGL",1.2102,1.1712,1.1088,1.1319,2.126,2.2474,1.9332,2.1108,3.4459,3.3888,3.2301,3.2502,0.2541,0.2694,0.2289,0.2542,4.7559,4.6281,4.4967,4.456,1.1527,1.1213,1.0774,1.0888,1.0516,0.8597,1.0517,0.9228,1.2361,1.2258,1.1592,1.1749,2.1471,2.0723,2.0092,2.003,1.9456,1.8752,1.8368,1.8177,0.2687,0.2593,0.2445,0.2538,1.437,1.4446,1.3419,1.3761,1.234,1.1842,1.178,1.1708,30.4741,29.0957,28.9736,28.9005,1.431,1.3951,1.3423,1.3407,1.0134,1.2054,0.9428,1.103,0.2301,0.2264,0.215,0.2234,0.8686,0.8651,0.7815,0.8142,1.4199,1.4146,1.3071,1.3544
"ILL_6821_AGL",1.1184,1.1518,1.1428,1.0069,1.9801,2.1798,2.0829,1.757,3.3754,3.3616,3.4575,2.7071,0.2634,0.2719,0.2496,0.2479,4.5579,4.6139,4.8204,3.8663,1.1085,1.115,1.1449,0.9825,0.8538,0.777,0.9358,0.7659,1.1906,1.2559,1.2628,1.0902,2.0397,2.0789,2.1477,1.792,1.8818,1.9031,1.9486,1.6542,0.2801,0.2605,0.2592,0.2285,1.3784,1.4588,1.4465,1.2615,1.1839,1.1705,1.2076,1.0653,28.7516,28.5216,29.9045,25.0801,1.4007,1.4328,1.4621,1.248,0.9983,1.189,1.0278,0.9392,0.2133,0.219,0.2214,0.1946,0.8202,0.8699,0.8343,0.7466,1.3345,1.4231,1.4089,1.2337
"ILL_6853_AGL",1.1365,1.1473,1.1459,1.1162,1.9582,2.2085,1.9804,2.1592,3.2629,3.3171,3.2428,3.1139,0.2619,0.2693,0.2415,0.2534,4.5544,4.6442,4.6193,4.4553,1.1174,1.1393,1.1205,1.0827,0.8389,0.8351,0.9493,1.0208,1.1942,1.2404,1.2055,1.2,2.0425,2.0703,2.0615,2.0026,1.8916,1.8712,1.8723,1.7993,0.2776,0.2656,0.2511,0.2398,1.3828,1.4482,1.3844,1.3953,1.1881,1.1886,1.225,1.1855,28.6164,28.6468,29.7938,29.0134,1.3894,1.4057,1.3869,1.3563,1.0124,1.2196,1.0239,1.0504,0.2152,0.2261,0.2219,0.2197,0.8475,0.89,0.8195,0.8368,1.346,1.4051,1.3369,1.3639
"ILL_7089_AGL",1.2329,1.1604,1.153,1.1165,2.2394,2.2027,2.0397,2.2123,3.6417,3.4113,3.3574,3.2805,0.2791,0.294,0.2589,0.2679,4.8636,4.601,4.6078,4.5288,1.1721,1.1443,1.1356,1.101,1.0034,0.7666,1.0654,1.0331,1.2799,1.2682,1.2165,1.2295,2.1923,2.0853,2.0736,2.0471,1.9915,1.8828,1.8856,1.833,0.2927,0.2723,0.2663,0.2538,1.4811,1.4663,1.3942,1.4178,1.2626,1.1671,1.1951,1.1848,31.1008,28.4398,29.848,29.5933,1.4901,1.4528,1.4173,1.4073,1.0493,1.2093,1.0078,1.0745,0.23,0.227,0.2256,0.2211,0.8757,0.8894,0.8413,0.8573,1.4495,1.4304,1.3675,1.3939
"ILL_7558_AGL",1.1277,1.1093,1.1125,1.1199,1.9952,2.1115,1.928,2.1054,3.2497,3.1754,3.1338,3.104,0.2528,0.2559,0.2444,0.2552,4.496,4.428,4.3513,4.3916,1.1043,1.0858,1.0782,1.0789,0.9532,0.7752,0.997,0.9457,1.1873,1.1977,1.1604,1.1924,2.0341,2.0031,1.9801,2.002,1.867,1.7998,1.8022,1.8062,0.2692,0.2588,0.2481,0.2487,1.377,1.4048,1.3396,1.3902,1.1906,1.1774,1.1878,1.1722,28.8898,27.301,28.5468,28.419,1.3814,1.3415,1.3443,1.356,1.0051,1.1559,0.9506,1.062,0.2149,0.2107,0.2137,0.2187,0.828,0.8525,0.7939,0.8434,1.3401,1.3509,1.2964,1.3583
"ILL_7663_AGL",1.1802,1.2595,1.1261,1.14,2.0821,2.366,2.0538,2.2466,3.4213,3.5542,3.2927,3.2647,0.2646,0.2803,0.2424,0.2687,4.6752,4.9105,4.5966,4.5256,1.16,1.1961,1.1284,1.1232,1.0786,0.8837,1.1153,1.0877,1.2194,1.3255,1.2138,1.219,2.1051,2.2027,2.0736,2.0467,1.9158,1.9748,1.8859,1.8358,0.2796,0.2779,0.2435,0.2508,1.4192,1.5355,1.4021,1.4221,1.2129,1.24,1.2113,1.1979,29.904,30.1926,29.9539,29.8647,1.4443,1.5079,1.4102,1.4036,1.0158,1.2392,1.02,1.1174,0.2255,0.2365,0.2193,0.2275,0.8591,0.9574,0.8228,0.8639,1.3799,1.502,1.3563,1.3891
"ILL_7668_AGL",1.1914,1.1732,1.148,1.184,2.2436,2.4509,2.1257,2.3949,3.5954,3.4503,3.4029,3.3587,0.2669,0.2599,0.2403,0.2548,4.8749,4.7761,4.7252,4.6452,1.1891,1.1743,1.161,1.1463,1.1771,1.2546,1.2407,1.3015,1.266,1.2592,1.2246,1.2346,2.186,2.1443,2.1148,2.1107,1.9615,1.8779,1.8835,1.836,0.2769,0.2427,0.2494,0.2412,1.4678,1.4894,1.4089,1.4516,1.2448,1.2166,1.2161,1.2394,31.4998,31.0335,30.8088,31.1143,1.4846,1.4549,1.4176,1.4209,1.0746,1.2375,1.0346,1.108,0.2313,0.2351,0.229,0.2313,0.8764,0.9021,0.8378,0.8655,1.4345,1.4474,1.3805,1.4202
"ILL_7716_AGL",1.3404,1.0533,1.1535,1.1713,2.0824,1.9047,1.9945,2.1904,3.4115,2.9745,3.2486,3.2805,0.2932,0.2567,0.2392,0.2675,4.535,4.1067,4.5642,4.5865,1.1794,1.0527,1.1155,1.1345,0.8664,0.7273,0.9661,0.9496,1.2645,1.131,1.2032,1.2384,2.1174,1.8786,2.0671,2.0782,1.9217,1.7272,1.8944,1.8835,0.2656,0.2521,0.2493,0.2628,1.4568,1.3222,1.3967,1.4457,1.2754,1.1207,1.2232,1.2035,29.4359,26.0401,29.4544,29.3671,1.449,1.2682,1.3875,1.4092,0.9918,1.1343,1.0183,1.1059,0.227,0.2044,0.2173,0.2276,0.8059,0.7911,0.7975,0.8544,1.4058,1.2714,1.3531,1.4216
