"Name","Essential.AA_Ro16","Essential.AA_Ro17","Essential.AA_Su16","Essential.AA_Su17","Perc.Essential.AA_Ro16","Perc.Essential.AA_Ro17","Perc.Essential.AA_Su16","Perc.Essential.AA_Su17"
"PI_339285_AGL",10.8872,10.4889,10.7038,10.7146,35.4274185675702,36.7396048239361,34.9736810291028,35.4056518980649
"PI_339289_LSP_AGL",10.8407,10.6857,10.5608,10.1734,35.3144871260294,36.5333068938638,35.1490058510674,36.1046934610948
"PI_339292_LSP_AGL",11.59,11.3962,11.3265,11.3444,35.5948392089899,36.4920123089535,35.2143985275646,36.2315878227321
"PI_339296_AGL",10.1747,10.4904,10.1784,10.2092,35.5635636615297,36.4637427266471,35.5832124316104,36.1997560491306
"PI_343026_LSP_AGL",11.1216,10.7903,10.5014,10.8153,35.4158373908142,35.8491255581544,35.1112879443911,35.8731885620276
"PI_345627_LSP_AGL",11.1391,10.7605,11.2471,10.7527,36.194935548963,36.3191753635124,35.5293500717088,36.1347841866842
"PI_358602_LSP_AGL",11.5033,10.3771,10.4499,10.3887,35.5542711610857,36.37922088849,35.1805841716156,35.8432498266267
"PI_368647_LSP_AGL",11.5244,10.4566,9.8076,10.6919,35.2378564483284,36.1777507144488,35.2814210992079,35.8839165251478
"PI_368651_LSP_AGL",10.7713,10.898,10.2856,10.3328,35.6328113111424,36.2087468477658,34.9054874944854,35.9653183617068
"PI_370481_LSP_AGL",10.6594,11.3383,10.931,10.9746,35.8077693124253,36.5186163359959,35.1019726595741,36.3289086033963
"PI_374116_LSP_AGL",10.3184,9.8574,10.4491,9.9735,35.5499205859756,36.2205997449926,35.3960806896902,35.9704835376476
"PI_374117_LSP_AGL",10.357,10.7927,10.8631,10.0799,35.5845842509783,36.313503292296,35.1892583534442,36.0089022891601
"PI_374118_AGL",10.8258,10.1657,10.7289,10.211,35.1297677225911,36.4247119188213,35.3964111683333,36.0281846184244
"PI_374120_LSP_AGL",10.3998,10.1782,10.4039,10.1114,35.5080133567327,36.7900931120236,35.3717743854758,36.1851593393813
"PI_374121_AGL",11.0996,10.2028,10.8425,10.464,35.7132285278541,36.5700931564591,35.2888527257933,36.1096540871822
"PI_379368_LSP_AGL",10.8425,10.259,11.033,10.6781,35.4400713867797,36.2307836288702,35.4820451139426,36.0766122493108
"PI_383682_LSP_AGL",11.827,11.219,11.584,11.2903,35.5199298431081,36.1879878717502,34.5464142885687,36.0071693503892
"PI_420818_AGL",10.4714,10.0843,10.6044,10.0782,35.3398176209729,35.8878271855371,34.7069624043909,35.6592658115878
"PI_420924_LSP_AGL",10.7562,11.0218,10.8833,10.7459,35.546875,36.2750131648236,35.2517239927315,36.1627304360702
"PI_420925_LSP_AGL",10.4811,10.4236,10.6671,10.5765,35.2807521282361,36.1899140699592,35.3917206644968,35.4761345721665
"PI_420929_LSP_AGL",11.1229,10.8161,10.8305,10.9738,35.0963161631301,36.2280443199936,35.2897667659383,35.5998624510955
"PI_426202_LSP_AGL",10.5446,10.3749,10.7564,10.7528,35.4297426248236,36.2038461941103,35.3316406134522,35.3810617477313
"PI_426778_LSP_AGL",10.2523,10.0815,10.335,10.2613,35.4029331224598,36.5536620739666,35.4428730160908,35.9235129164727
"PI_426784_LSP_AGL",9.5388,9.936,9.821,NA,35.4067838132781,35.8769006344174,35.2608751849033,NA
"PI_426797_LSP_AGL",9.8188,9.7166,9.5887,9.6143,35.2156775542556,35.9792787555404,35.6183160170426,35.7724091485807
"PI_426807_LSP_AGL",10.1633,9.8736,9.9586,9.0518,35.275762729513,36.2850590933145,35.437083217684,36.2873224078766
"PI_431618_LSP_AGL",10.6242,10.442,10.7597,10.725,35.3636657157979,36.4699390188532,34.7433409430691,36.4033182176121
"PI_431622_LSP_AGL",10.2697,9.836,10.2978,10.4869,35.6034210790891,36.4724509887535,35.1425968078245,35.8633166104106
"PI_431630_LSP_AGL",10.4617,10.3799,10.3298,10.1031,35.4330015275035,36.6712241170382,35.3461284461432,35.9020919877615
"PI_431633_LSP_AGL",11.5282,11.3454,11.2375,11.1825,34.9821723892033,36.8103772727863,35.1968203059422,36.0226137937699
"PI_431636_LSP_AGL",11.0513,10.9308,11.1841,11.2107,35.0949675608215,36.1959005265075,34.614872748769,35.8774546199339
"PI_431643_LSP_AGL",11.3138,11.0242,11.2457,11.0474,35.3346450544989,36.5192100015238,35.0409746673729,36.5820060266896
"PI_431662_LSP_AGL",10.4784,10.7265,10.611,10.9573,35.3439988666606,36.4470071762531,35.5469050977029,36.2144582852724
"PI_431663_LSP_AGL",9.6482,10.0393,10.2947,10.4172,35.4795412172672,36.3659744333721,35.6473321721787,36.1042660927249
"PI_431679_LSP_AGL",10.63,10.8203,10.6947,11.0824,35.1942470814931,36.1503304222322,35.1247052332188,35.5527609979565
"PI_431684_LSP_AGL",10.1649,10.276,10.0413,9.9142,35.76155445555,36.729777355213,35.8276215180524,36.2366408865627
"PI_431705_LSP_AGL",9.5327,10.0419,9.9491,10.6824,35.3307661232038,35.9710709756919,35.2022276711001,35.8100882647742
"PI_431710_LSP_AGL",10.167,10.5295,10.165,10.3655,35.4564666987508,36.3483531998771,35.1846980311799,36.2332518867298
"PI_431714_LSP_AGL",10.4878,10.5054,10.7261,10.9633,35.5304257092331,36.6343055613675,35.4273804923323,36.2942658416841
"PI_431717_LSP_AGL",10.4225,10.5144,10.4253,9.4879,35.4332047119618,36.6731076433699,35.402885124764,36.5030143774455
"PI_431728_LSP_AGL",10.2104,10.0902,10.4376,10.8769,35.5412607080823,36.4861200004339,35.5356425463534,36.1028960252261
"PI_431731_LSP_AGL",10.4766,10.2052,10.8621,10.1456,35.8623097619585,36.7927317301799,35.4455122452642,36.7847431202639
"PI_431739_LSP_AGL",10.5158,10.8798,11.487,11.067,34.7712513391617,35.7875208462852,35.316796615589,35.7247768613716
"PI_431753_LSP_AGL",10.1435,10.362,11.0181,10.0951,35.3985852431155,36.4933683639617,35.2413424725009,36.2556654527693
"PI_431756_LSP_AGL",10.4406,10.1368,10.5493,10.4903,35.1972652891977,36.2589289866114,35.4903715466082,36.3318048320958
"PI_431809_LSP_AGL",10.0705,10.1205,10.5706,9.5187,35.2976845588184,36.4430856982359,35.2624854471276,35.9371165586266
"PI_431824_LSP_AGL",11.192,10.3105,11.1296,10.1098,35.7454256267107,36.4253969151199,35.2521585992386,36.5747155545104
"PI_431863_LSP_AGL",9.6745,10.1099,10.5476,10.6737,35.611350577357,36.6755182145993,34.8547333914929,35.92592467932
"PI_431873_LSP_AGL",9.8297,9.581,9.9829,10.0701,35.8020374639874,36.7017812679563,35.0085567198306,36.465258766784
"PI_431884_LSP_AGL",10.8258,10.3349,11.076,10.7856,35.8798106879135,36.9869730155322,35.3837552911109,36.6796010188778
"PI_431888_LSP_AGL",10.7593,10.6162,10.1353,10.2429,35.9110176562865,36.769371441238,35.804039183685,36.3803942461374
"PI_431893_LSP_AGL",10.4118,10.8864,10.7581,11.4998,35.4945710535736,36.7128905196137,35.4226277300161,35.5003318566996
"PI_431923_LSP_AGL",10.6587,10.3468,10.136,10.4317,34.9732746655642,35.9746048523368,34.4036385852963,35.6345711738362
"PI_431980_LSP_AGL",12.3278,11.3569,11.7135,11.7924,35.7352395528964,36.9772605915372,35.5210727736974,36.4544659224751
"PI_432000_LSP_AGL",10.3723,10.3242,10.1038,10.0217,35.3468987162754,36.6320719569961,35.1725242285842,36.0066683672919
"PI_432001_LSP_AGL",10.8289,11.3786,11.6687,11.084,35.4388250001636,36.3301404853129,35.4829194718629,36.1776504110948
"PI_432002_LSP_AGL",10.2899,10.74,10.6758,10.4825,35.5928744379108,36.1957400916689,35.3291570284035,36.019118566726
"PI_432005_LSP_AGL",10.9254,10.5203,10.58,10.5036,35.2722400684434,36.2459000578815,35.4709795086364,36.1613275265523
"PI_432028_LSP_AGL",10.2906,10.123,10.1572,10.3816,35.7982474144319,36.5440709293594,35.1439534698651,35.9888652774841
"PI_432033_LSP_AGL",9.9335,9.7043,10.7961,9.7976,35.7958804197417,36.6749432168192,35.6424562561902,36.5602552381663
"PI_432085_LSP_AGL",11.3368,10.9857,11.5053,11.1974,35.6032912505496,36.363365540252,35.2939552433394,36.4001040244457
"PI_432106_LSP_AGL",10.8858,10.6244,11.306,11.22,35.0615343487601,36.0232189114779,34.6442119713433,35.9683401668905
"PI_432124_LSP_AGL",9.9756,10.3131,10.0869,10.5989,35.4682955620187,36.3885595732069,35.6455272141297,36.3227301078143
"PI_432145_LSP_AGL",10.0994,10.363,10.609,10.8657,35.6729339375722,36.2045172672804,35.4119657663191,35.9590163120638
"PI_432147_LSP_AGL",10.1097,10.3931,10.2268,10.6243,35.5329752984015,36.2515434574843,35.1273464200457,36.07841672383
"PI_432184_LSP_AGL",11.1155,10.4581,10.8862,11.0122,35.89095323892,36.1741795340085,34.8920021666875,36.2120728832008
"PI_432188_LSP_AGL",10.4091,10.3662,10.4419,10.181,35.6180836430082,36.4168429040168,35.2640608430765,36.3943790863692
"PI_432190_LSP_AGL",10.6055,10.3217,10.4681,10.1791,35.5075447882872,36.7499457030652,34.6907259200345,36.552093133488
"PI_432201_LSP_AGL",10.3328,10.58,10.2842,10.2917,35.2018533028992,36.2401992183352,35.1188362245595,36.2529325151645
"PI_432212_LSP_AGL",10.4156,10.6896,10.9324,10.3018,35.7755970556817,36.461747841718,35.5856178429368,36.1888234715528
"PI_432236_LSP_AGL",10.6981,10.4028,10.4129,10.1434,35.4348495738782,36.287908913958,35.6796781842354,35.7776743136093
"PI_432245_LSP_AGL",10.8788,10.9918,10.8261,10.8925,35.1872276974729,35.9095319457558,35.383574538181,36.4251366047124
"PI_432271_LSP_AGL",11.1762,10.7684,10.6465,10.4416,35.5099862105778,36.3253644039495,35.710332567461,36.2692824714909
"PI_432286_LSP_AGL",10.5718,10.7099,10.6133,10.5633,35.1729736563683,36.1737844008809,35.6239468861395,36.0747497583815
"PI_451763_LSP_AGL",10.656,10.3901,10.5645,10.9993,35.3925866879235,36.3767177242888,35.5332595614723,36.465595836027
"PI_458503_LSP_AGL",9.8025,9.4595,9.8499,9.9503,35.513730889066,36.2070879312259,35.237236657115,36.033403225164
"PI_468900_LSP_AGL",11.0185,10.774,10.5785,10.5184,35.596368805324,36.2476575615763,35.5645581536082,36.2662179820917
"PI_468901_AGL",11.5767,11.159,11.6071,10.9275,35.7240502501088,36.311867495363,35.6083149776357,36.4765535289876
"PI_468902_LSP_AGL",11.0198,10.4515,11.1209,10.9606,35.4180661127806,35.7593756522156,35.3557383251257,35.6393598272756
"PI_472136_LSP_AGL",9.9183,10.2389,9.9848,10.238,35.1536997458717,36.3825984372279,35.3054325841902,36.015182802205
"PI_472205_LSP_AGL",9.8769,9.9042,9.8977,10.1585,35.0840612245623,35.9016928263312,34.9848363813738,35.6964649659147
"PI_472213_LSP_AGL",10.3516,10.3308,10.4939,10.2914,35.3194465769316,36.4994347088751,35.254416082671,36.1288102986453
"PI_472327_LSP_AGL",9.8596,10.1709,10.0028,10.4244,35.5226655329697,35.957109827407,35.4161650781062,35.8076682627902
"PI_472380_LSP_AGL",9.9797,9.7981,9.7304,9.7181,34.9839622806864,36.5593925486465,35.5697877598169,35.9264325323475
"PI_472416_LSP_AGL",10.3067,10.6666,10.5183,10.218,35.2981266481729,36.0509132204031,35.8638725603852,36.0527559999718
"PI_472488_LSP_AGL",9.9563,10.0078,10.0582,9.9206,34.8581871908075,35.6725813235619,35.6362889110917,35.4543927551615
"PI_472559_LSP_AGL",10.0172,10.4097,9.9253,10.4323,34.9899402000782,35.6539311218811,35.0389211515718,35.6520877333279
"PI_472561_LSP_AGL",9.9377,9.9796,9.8991,10.0273,35.4318047305633,35.983529123308,35.3270547761881,35.5839215310529
"PI_472569_LSP_AGL",9.6736,9.9221,9.9639,9.9825,35.413158395689,35.6800978118201,34.9124202426795,35.5541388116209
"PI_472588_LSP_AGL",11.3527,11.2963,11.5519,10.7433,35.5794785006895,36.2507059971247,34.9795758931951,35.822582635052
"PI_472590_LSP_AGL",9.8861,9.4883,10.6252,10.2482,35.5814773757936,36.2485052930772,35.4823843713475,36.1824196697465
"PI_472615_LSP_AGL",10.9631,10.3636,10.6822,10.5697,35.0459208301233,36.158357668945,35.076739191825,35.4433393469119
"PI_472629_LSP_AGL",10.591,9.4213,10.5414,10.0714,35.0201371575195,36.7661922583112,35.1430371686608,35.8693639148088
"PI_477921_LSP_AGL",11.1809,10.5077,11.3605,9.6696,35.4756624181793,36.623807548735,35.2926739858463,35.9860664523044
"PI_490288_LSP_AGL",10.7813,9.8612,10.6453,10.468,35.6877335725469,35.9165061061557,35.7317159131722,35.9406436904737
"PI_490289_LSP_AGL",10.7478,10.3497,10.4172,10.0214,35.1553530483477,36.4345233275717,35.22811431586,35.8576913305925
"PI_508090_AGL",10.8708,10.3098,10.3863,9.6797,35.7474514962184,36.7584874177286,35.8843690185808,36.5655291211157
"PI_518731_LSP_AGL",10.9125,10.7525,10.182,11.4067,35.6982796128066,36.8211081432779,35.4591898922851,35.336741016109
"PI_518733_LSP_AGL",11.2037,10.8331,11.1354,10.7257,35.5017079554601,36.9400058650626,35.6289475199816,36.4392124887462
"PI_518734_LSP_AGL",10.9056,10.9761,11.3824,10.4444,35.7942069418232,36.6083548736763,35.5384596170898,36.0017648599832
"PI_533688_LSP_AGL",11.0151,10.4699,11.4557,10.508,35.876532433524,36.8081702965424,34.730765849207,36.2943057867796
"PI_533693_LSP_AGL",10.9842,10.2324,10.5983,10.3131,35.6719049892343,36.0274208938197,35.451154856082,35.7682663327911
"PI_612875_AGL",10.857,10.8984,10.5599,10.801,35.1389927275199,35.8139504314736,35.2803410465264,35.8058046443785
"PI_643451_AGL",10.8308,10.5679,10.7583,10.6067,35.1548908104178,36.1709992641145,35.0388712834526,35.4429745272521
"PI_643452_AGL",10.7696,10.9503,10.7479,10.9771,35.3304354957763,35.6839563461933,34.8326732737443,34.8280347737801
"Shasta_AGL",11.1765,NA,11.1037,NA,35.2867074579931,NA,34.5337322568205,NA
"W6_27754_LSP_AGL",10.5146,9.5815,10.1787,9.3971,36.1572478868784,36.3683637177983,35.5642439361858,36.1078343599064
"W6_27760_LSP_AGL",10.9627,10.2221,10.3534,9.6902,35.5280086853661,35.9112450772706,35.8071957474329,36.3469278290192
"W6_27763_LSP_AGL",10.1304,10.1929,10.8057,10.5386,35.9064696437496,36.3236913471578,35.670263721681,36.533628229617
"W6_27766_LSP_AGL",9.6839,10.2916,10.4667,10.4498,35.7846542702575,35.8375061809217,35.827685356336,36.0887974084639
"W6_27767_LSP_AGL",10.4503,10.1108,10.3652,9.4222,35.5544290360774,36.0324016493052,35.6425157319212,35.9075007050251
