"Name","Essential.AA_Ro16","Essential.AA_Ro17","Essential.AA_Su16","Essential.AA_Su17","Perc.Essential.AA_Ro16","Perc.Essential.AA_Ro17","Perc.Essential.AA_Su16","Perc.Essential.AA_Su17"
"ILL_6182_AGL",11.0292,10.619,10.987,10.5765,35.004887709632,36.5602578050762,34.9622756186894,35.8195155653093
"ILL_6211_AGL",10.9587,10.4543,11.1614,10.0637,35.4488728444302,37.0382311156145,35.099845907104,35.8052143965161
"ILL_624_AGL",10.7495,10.5833,10.1082,10.2291,35.2742164657857,36.374103389848,34.8876218350498,35.3941973322261
"ILL_6821_AGL",10.1705,10.5653,10.6587,9.1598,35.3736835515241,37.0431532592842,35.6424618368473,36.5221829259054
"ILL_6853_AGL",10.2012,10.5816,10.3068,10.2918,35.6480899064872,36.9381571414608,34.593774543697,35.4725747413264
"ILL_7089_AGL",10.9697,10.6082,10.5025,10.5038,35.2714399629592,37.3005436043854,35.1866121683195,35.4938448905665
"ILL_7558_AGL",10.2479,10.1569,9.9881,10.2242,35.4723812556681,37.2033991428885,34.9885100957025,35.9766353495901
"ILL_7663_AGL",10.6389,11.1778,10.5298,10.5961,35.5768459069021,37.0216543126461,35.1533523180621,35.4803497105278
"ILL_7668_AGL",11.0757,11.1881,10.766,10.9351,35.1611756265119,36.0516860811703,34.9445612941757,35.1449333586165
"ILL_7716_AGL",10.517,9.6485,10.3655,10.6133,35.7284812083205,37.0524690765396,35.1916861317834,36.1401023594431
"ILL_7747_AGL",10.6984,10.4062,10.5232,10.9685,35.7082301422535,36.8773566183767,35.2330634738879,35.7824443045284
"ILL_7946_AGL",10.2065,10.2461,NA,9.2846,35.5772213759616,36.4288939533462,NA,35.9622892910263
"ILL_7978_AGL",10.9097,10.408,11.2239,10.6795,35.2551300694781,36.8199297421402,35.2404276362266,36.0457816360421
"ILL_7979_AGL",10.2706,10.5701,10.7924,10.3158,35.5355802133394,36.3115134234528,35.1664249987781,35.6522490452574
"ILL_8007_AGL",10.3193,10.2451,10.4634,10.1668,35.3982574094402,35.8385688499587,34.8926549150643,35.3424990874802
"ILL_8009_AGL",10.347,10.5016,10.0268,10.6629,35.4167379770666,36.473513843931,35.3175721370604,35.6499498495486
"ILL_8010_AGL",10.7015,11.1115,10.4615,11.0376,34.9705079816349,36.0459873028849,34.6866710875332,34.9594268447958
"ILL_8072_AGL",10.4714,9.9002,9.7258,10.0234,35.6842485499888,36.8990514526379,34.3500342589126,35.8097510958997
"ILL_8174_AGL",10.5639,10.6644,11.1203,10.2142,35.778902982168,37.5203180522816,35.179244805507,36.1740029678109
"ILL_8595_AGL",11.1064,10.6167,11.0966,10.4688,35.6873405438059,36.9561887788136,34.9682038483112,36.1047883127095
"ILL_9_AGL",10.2491,10.024,9.9602,10.1281,35.1328653110474,36.5652586269789,34.6839850959362,35.8098504401937
"ILL_975_AGL",9.8854,9.7563,10.7968,10.2024,36.012123773233,36.9631024410204,34.8925443557509,36.3351449146325
"ILL_9888_AGL",11.0364,10.9085,11.7203,11.0207,35.6246187019242,36.8010714598978,35.1869031214067,36.4168974245438
"ILL_9932_AGL",10.2177,10.52,10.0017,10.445,34.7540816326531,36.0770650004458,34.8547153899231,35.3742832855241
"ILL_9945_AGL",11.4851,11.3217,11.2237,11.5177,35.3108464998447,36.0868248681212,35.3198666972965,35.5605298095032
"ILL_9977_AGL",10.5328,10.5077,10.1039,10.3376,35.3259994633754,35.9090287745199,34.8283041371085,35.7529224597081
"ILL_9997_AGL",10.4111,10.2647,10.3136,10.5286,35.3472217506739,36.5774741740875,34.8660946701554,35.5458173248975
"ILWL_118_AGL",9.8429,9.5387,10.3025,10.0754,35.433136060593,37.2588003687327,34.7474004796001,35.5216629471762
"Indianhead_AGL",11.6918,11.0429,11.2973,10.833,35.8632070697001,36.6560777010991,35.4842559874362,35.6002050634908
"IPL_220_AGL",10.4051,11.1852,10.3766,10.5995,35.1474964616388,36.4797432602556,35.4223916924684,35.5336160512245
"Laird_AGL",10.9868,10.1669,10.7381,10.2877,36.0522006779394,37.3689665818839,35.1496086704616,36.1017532039135
"LIRL.22.46_AGL",10.5063,10.8691,10.4855,10.526,35.5631001905716,36.3522344929999,34.8458514311541,35.5352398443012
"PI_163589_AGL",10.8007,10.3519,10.4256,10.7958,35.3156788181785,36.4647325705912,34.578301664638,35.7301719687041
"PI_169534_LSP_AGL",11.01,10.1856,10.0806,10.4201,35.8189726689201,36.6505823806902,35.5270948460584,35.6852739726027
"PI_175754_LSP_AGL",11.1504,10.6745,11.6684,11.1493,35.3172579587674,36.5578840298778,34.9292637805411,35.4849489812157
"PI_177430_LSP_AGL",10.5227,10.2587,10.982,9.8961,35.5632386688161,36.4831608520929,35.2961216690932,35.4101141084406
"PI_178939_LSP_AGL",10.7469,10.36,10.2141,10.2436,36.0003617823812,37.3562182237767,35.6138925596494,35.9684543915953
"PI_178952_AGL",11.322,11.2789,10.8855,10.4586,35.3654460662891,36.6569381971348,35.3063091114311,35.7988560631732
"PI_178971_LSP_AGL",10.5309,10.8401,10.4077,10.4222,35.0070805991583,36.1590985659914,35.2957734059979,36.2735885174125
"PI_179324_LSP_AGL",10.2483,10.4045,10.3336,10.48,35.6946814809655,36.3783530530615,35.1885147651738,35.6391064378237
"PI_179330_AGL",11.4531,10.4561,10.6148,9.1163,35.543245507867,36.655658856029,35.4073337758638,36.353087079447
"PI_181771_LSP_AGL",10.8914,10.88,10.765,10.4971,35.194628096503,36.5435449253847,35.2422763269462,35.9403567637895
"PI_181886_LSP_AGL",10.1006,10.058,9.9693,9.9943,35.2012100132781,36.3357863059821,34.7845960062945,36.2998772364397
"PI_182217_LSP_AGL",11.6574,10.8964,11.7461,9.9037,34.7801440445858,36.2282267904818,35.0895903162398,36.066308080569
"PI_193546_AGL",11.2098,10.9989,10.6258,10.6487,35.1219420493283,36.3137824586889,35.3712284626242,35.9584519431753
"PI_193547_LSP_AGL",10.818,10.4535,10.0856,9.5789,35.3510927533201,36.86040402402,35.7983062037241,35.5745126511998
"PI_193548_LSP_AGL",11.1596,10.74,11.4245,10.352,35.3824837745205,36.3864279301408,35.0228846631371,35.489853919757
"PI_193550_AGL",11.0811,10.7339,11.6878,11.2577,35.359382229526,36.2645233437729,35.1344770470662,35.5160501616847
"PI_207492_LSP_AGL",10.7121,10.4185,10.5649,10.5748,35.2195612719956,36.8711623874153,35.3593027809108,35.5750825054751
"PI_209858_LSP_AGL",11.1117,10.6506,11.6003,11.1706,35.3767637919617,36.7070938924905,34.871864243736,35.424773176293
"PI_211052_LSP_AGL",10.3951,10.3935,10.4291,10.834,35.6018521689693,36.5154426928712,35.2170271967799,35.5413544687496
"PI_212100_LSP_AGL",10.0215,10.0117,10.7341,10.3168,35.3891517762554,37.4523975190597,34.9363866856308,35.6271388956996
"PI_212610_LSP_AGL",10.4615,9.7825,10.6323,10.4819,35.6088893729854,37.9424027925919,35.1088700889585,35.7904045836193
"PI_217949_LSP_AGL",10.3799,10.3529,10.3391,10.3337,35.0832305274365,36.5930298317546,35.7073537995034,35.3374665303373
"PI_238758_LSP_AGL",11.3098,11.0175,10.9066,11.007,35.7191810024919,36.8126140213709,35.1543437690371,35.7806933139157
"PI_244046_AGL",11.4236,10.7456,12.3251,12.1314,34.9402196686313,36.2160777599525,35.0303119875171,35.4351477267748
"PI_250156_LSP_AGL",9.993,9.6899,10.2853,9.992,35.0938188101183,35.6835364259384,35.4163581957984,35.7601720725654
"PI_250158_LSP_AGL",9.9074,9.8935,9.9139,10.0198,34.9317048747981,36.2836531937756,35.0122724302944,35.1165317351838
"PI_251248_LSP_AGL",11.3278,11.1617,11.6101,12.3377,34.5999010366714,36.7626764158556,34.8993308764737,35.1534474751187
"PI_273664_LSP_AGL",10.009,10.448,10.1939,10.2661,35.3209374217021,36.9428778530134,35.9177906501487,35.8767635043282
"PI_280686_AGL",10.4679,10.5233,10.8417,10.3365,34.9419186861606,36.7707128555804,34.8605475205947,35.9557948782168
"PI_283604_LSP_AGL",11.2847,10.583,11.2805,10.9778,35.2773653031558,36.5213130141903,34.5322133310476,35.7677432808005
"PI_289066_AGL",11.0485,10.9304,11.3831,10.6601,35.303459250123,36.4850159887311,34.5259435178361,35.9236780648575
"PI_289073_LSP_AGL",10.8303,10.3625,10.3551,10.5041,35.2368743838598,37.0616090013662,35.1586452762923,35.9900774683839
"PI_289079_LSP_AGL",10.8747,10.4356,10.3285,10.2694,35.2357376379902,36.6708249143459,35.058926559042,35.840450073465
"PI_290716_LSP_AGL",10.9013,10.4224,10.3149,9.841,35.1672989573655,35.8374824636206,35.1464991157921,35.8208846568242
"PI_297285_LSP_AGL",11.5818,10.6032,10.9795,10.718,35.0395570817009,36.7685356321759,34.8922200788765,36.2064014863609
"PI_297287_AGL",11.4229,11.0002,11.3478,10.745,34.8566267229358,36.6283851504567,34.8265088786452,35.9965293248599
"PI_297754_LSP_AGL",10.0955,10.0298,9.7454,10.3202,35.443326838345,36.9255804021766,35.0469491165798,36.1767015339746
"PI_297767_AGL",10.6765,10.3409,10.933,10.6319,35.4529032429453,37.0346892436842,34.8732245213026,35.8698659253311
"PI_297772_LSP_AGL",10.6582,10.1967,11.1636,10.751,35.6697746333693,36.4554545357039,35.191314709387,36.0262850134542
"PI_297783_AGL",10.84,10.4646,11.2628,10.2225,34.9958515065327,36.2046775532798,35.0296402734494,35.8860492873692
"PI_297787_LSP_AGL",10.429,10.4342,10.4998,10.6778,35.4445781248938,36.3543241793083,34.9727540402627,35.8810305488442
"PI_298023_LSP_AGL",11.2744,11.2084,11.2143,10.942,35.8695202613922,36.4951810367283,35.1395643236739,36.0043170959633
"PI_298121_LSP_AGL",11.2549,11.0729,10.7675,11.0484,35.4291992079906,36.3794961428778,35.1448388412893,36.1842816298058
"PI_298122_LSP_AGL",10.5675,10.4336,10.0872,10.1091,35.672812708872,36.5345154806676,35.6063226708272,35.9227751481813
"PI_298357_LSP_AGL",11.8646,11.5356,11.8706,10.8315,35.1279333479396,35.4548807474797,35.4362135618013,36.106805340267
"PI_298631_LSP_AGL",10.5265,10.468,10.9757,10.5674,35.5354882268546,36.5333137893367,34.4210420678279,35.8553624929171
"PI_298644_LSP_AGL",10.9902,10.8773,11.198,10.1751,35.5001259763164,36.4146136515047,34.2479998042622,36.1902289120631
"PI_298645_AGL",11.0506,10.5207,10.6169,10.655,35.0454456079817,36.3367906249029,34.4660903327176,35.7079422104406
"PI_298921_AGL",10.7369,10.3969,10.58,10.144,35.5419393494013,37.8371788339763,35.5423568815445,36.4678264183231
"PI_298922_LSP_AGL",10.9412,10.0804,10.3002,10.3145,35.2366781962345,36.7340096787359,34.8312744955481,35.7898791100501
"PI_298923_LSP_AGL",11.71,11.1701,11.9222,11.7274,35.1908449709548,36.6140351452256,34.5871772555846,35.42593040116
"PI_299116_LSP_AGL",10.357,9.4671,10.3469,8.9795,35.2893474349888,36.27032929142,35.0530866121459,36.5042583897392
"PI_299120_LSP_AGL",10.0295,9.5792,9.8999,10.335,35.4075245623264,36.137696878242,34.7792025294221,35.9925194067068
"PI_299121_LSP_AGL",10.1573,10.1308,10.3603,10.1793,35.3788388058558,36.413303284846,34.9819861494255,35.8864528138253
"PI_299126_LSP_AGL",10.1151,10.5203,10.4045,10.5648,35.1891987796096,36.5802604356821,34.8850464876899,35.5928092068027
"PI_299163_LSP_AGL",11.221,10.8232,11.0295,10.7394,35.5028649714136,36.6709131813623,34.4842140807023,36.0737234932333
"PI_299164_LSP_AGL",10.8898,9.9499,10.4718,9.7724,35.1618475646179,36.2761683231127,34.595219610499,36.0186499087776
"PI_299165_AGL",10.5553,10.5062,10.4085,10.0353,35.1206478918228,36.6198557680577,34.7702195750139,36.0850913876613
"PI_299177_LSP_AGL",10.8928,10.7102,10.4253,10.5619,35.1734649066157,36.7395383459627,34.9097228733307,36.2227435164036
"PI_299237_LSP_AGL",11.028,10.4559,10.6682,10.8002,35.2766182045007,36.4021543485602,35.2147405321723,36.6304664871355
"PI_299289_AGL",11.2611,11.095,11.0751,10.9866,35.6448524175042,37.0365424993908,35.0640962726332,36.2244965248012
"PI_299312_AGL",11.8177,10.9141,11.5432,11.5908,35.1572865906265,36.2178359759214,34.8158648770925,35.9776140945534
"PI_299345_AGL",11.3571,10.7726,10.985,10.6901,35.2008604096864,36.5042950814117,34.8250347140765,35.8351798278989
"PI_299351_LSP_AGL",10.0139,10.0012,10.8096,10.6788,35.734702689586,36.704884099884,35.3052992569609,36.0697155981896
"PI_299366_LSP_AGL",10.7228,10.136,10.3019,10.2865,35.4864544654263,36.4407693690455,35.0842718631761,35.7856029612312
"PI_299375_LSP_AGL",10.6976,9.9602,10.651,10.5452,35.2931473044173,36.5024334466987,35.4900837020846,36.2284634544361
"PI_300250_LSP_AGL",10.8989,10.5669,10.6572,10.7203,35.6234903430986,36.8809203040689,35.6876875267895,35.7342142192859
"PI_302398_LSP_AGL",9.1282,9.2596,9.5349,9.6517,35.5141423180173,37.4471733442256,35.1162328191983,35.8045895995786
"PI_308614_LSP_AGL",10.7078,10.3872,10.7381,10.5059,35.56569712792,36.5606158199846,35.8775004259954,35.8960078721863
"PI_311107_LSP_AGL",10.5111,10.4674,10.485,10.1951,35.0747638290559,36.4082211887959,34.6875310153174,35.7587300251133
"PI_312175_LSP_AGL",10.8312,10.4952,10.5875,10.9732,35.8550464607409,36.6497302393798,34.938900237271,36.4007895042378
"PI_320935_LSP_AGL",9.701,10.2466,9.7952,10.4995,35.2473966849062,36.3819059792643,35.448626778276,36.2099171615591
"PI_320936_LSP_AGL",11.4503,10.5501,11.2171,10.1781,35.929723928883,36.1583411875589,35.3419158884394,35.9796383689485
"PI_320937_LSP_AGL",11.981,11.2085,10.6799,10.4416,36.0893060467134,36.392533499573,35.7312768698038,35.8406502502283
"PI_320941_LSP_AGL",10.4277,10.5299,10.7397,10.4694,35.6613510528062,36.6908254643019,35.3953747433434,36.134398674651
"PI_320945_LSP_AGL",10.6519,10.5631,10.1627,10.6712,35.5802215935092,37.1315180787266,35.3727597693028,36.376900027612
"PI_320946_LSP_AGL",10.2837,9.6075,10.1139,9.7821,35.4786514683153,36.2344803656826,35.3120472042316,35.6259423551778
"PI_320952_LSP_AGL",12.0131,11.332,11.583,10.7627,36.0770004654864,36.6359104340573,36.1095350620686,36.1289304692562
"PI_320953_LSP_AGL",10.8514,11.1666,10.9129,10.0305,36.0600280467623,36.4943035864855,35.7802346244893,36.0561628521412
"PI_320954_LSP_AGL",10.7817,10.4263,10.4815,10.5359,35.6233768808358,36.2201633438593,35.2981390305177,35.8698242579819
"PI_329157_LSP_AGL",11.5697,10.8235,11.2882,11.2599,36.0604284975159,37.3139216592086,35.138146999863,36.3312822862453
"PI_329167_LSP_AGL",11.6366,10.643,11.8985,11.7157,35.190443789219,36.8040666712774,35.1058619428086,36.3198685556623
"PI_339266_LSP_AGL",11.4248,10.4664,10.6259,10.4002,35.2162950267864,36.9166954718286,35.1805561533444,36.295805123194
"PI_339283_LSP_AGL",10.5043,9.9439,10.6208,9.9775,35.7555457977201,36.3293937124381,35.4685198852536,35.7149249190128
