"Name","Protein_lsm","Histidine_lsm","Serine_lsm","Arginine_lsm","Glycine_lsm","Aspartic.acid_lsm","Glutamic.acid_lsm","Threonine_lsm","Alanine_lsm","Proline_lsm","Cysteine_lsm","Lysine_lsm","Tyrosine_lsm","Methionine_lsm","Valine_lsm","Isoleucine_lsm","Leucine_lsm","Phenylalanine_lsm","Tryptophan_lsm"
"PI_432145_LSP_AGL",29.2776,0.8989,1.4267,2.1184,1.119,3.3897,4.5523,1.1212,1.1422,1.1759,0.2799,1.8965,0.8649,0.2735,1.381,1.2183,2.0621,1.4093,0.2235
"PI_432147_LSP_AGL",28.9206,0.9113,1.3929,2.0386,1.1216,3.3291,4.471,1.1103,1.144,1.1728,0.2762,1.8665,0.8439,0.2726,1.3536,1.1927,2.0301,1.3783,0.2232
"PI_432184_LSP_AGL",30.3727,1.0049,1.4524,2.193,1.1737,3.4866,4.729,1.147,1.2223,1.2262,0.2701,1.9368,0.8846,0.277,1.4259,1.2517,2.1334,1.4565,0.2348
"PI_432188_LSP_AGL",28.8186,0.9164,1.3906,2.0362,1.1145,3.2655,4.4947,1.0771,1.1558,1.1823,0.2571,1.8671,0.849,0.2645,1.3656,1.2035,2.0399,1.3937,0.2219
"PI_432190_LSP_AGL",28.9946,0.8346,1.4067,2.0325,1.1093,3.2113,4.5948,1.0672,1.1664,1.1967,0.2473,1.9078,0.8445,0.2578,1.3853,1.2268,2.0735,1.4219,0.2186
"PI_432201_LSP_AGL",29.0549,1.0085,1.3836,2.0571,1.1259,3.2843,4.4615,1.0953,1.1428,1.1842,0.2632,1.8407,0.8372,0.2616,1.3433,1.1887,2.0255,1.3839,0.2246
"PI_432212_LSP_AGL",29.4048,0.9158,1.4229,2.1339,1.1417,3.4311,4.6155,1.1173,1.1854,1.1808,0.2762,1.9165,0.8641,0.2762,1.4062,1.2114,2.0919,1.4176,0.232
"PI_432236_LSP_AGL",29.0985,0.9487,1.3895,2.0785,1.1131,3.3556,4.4977,1.0946,1.1713,1.1757,0.2713,1.8807,0.844,0.2688,1.3728,1.1883,2.0454,1.3889,0.2259
"PI_432245_LSP_AGL",30.5067,1.0241,1.4701,2.2501,1.1657,3.4281,4.7716,1.0935,1.2246,1.2458,0.2657,1.9399,0.8919,0.2641,1.4423,1.2722,2.1541,1.4752,0.232
"PI_432271_LSP_AGL",29.9301,1.0141,1.4377,2.1951,1.1521,3.3745,4.6568,1.1113,1.1888,1.2108,0.267,1.9204,0.8667,0.2595,1.4236,1.2387,2.1145,1.4469,0.2291
"PI_432286_LSP_AGL",29.6844,0.9903,1.4304,2.1555,1.1206,3.3308,4.6589,1.0633,1.159,1.2073,0.2497,1.8911,0.8523,0.2513,1.4126,1.2406,2.1032,1.4404,0.2218
"PI_451763_LSP_AGL",29.6413,0.9037,1.4324,2.131,1.1506,3.3224,4.6744,1.0976,1.1863,1.2228,0.2589,1.9298,0.8715,0.263,1.4212,1.2472,2.1122,1.4501,0.2277
"PI_458503_LSP_AGL",27.3238,0.8923,1.2981,1.8698,1.0446,3.0233,4.2426,1.0069,1.0733,1.1524,0.2308,1.7726,0.7645,0.244,1.2723,1.1322,1.9237,1.3186,0.2031
"PI_468900_LSP_AGL",29.8563,0.9452,1.4454,2.1751,1.1495,3.3722,4.6975,1.1144,1.1669,1.2125,0.2602,1.9338,0.8654,0.2658,1.4203,1.2491,2.1167,1.4523,0.2247
"PI_468901_AGL",31.4228,0.9795,1.5302,2.3145,1.2158,3.541,4.933,1.1809,1.2641,1.2619,0.2733,2.0336,0.9142,0.2692,1.5139,1.3303,2.2372,1.5367,0.2364
"PI_468902_LSP_AGL",30.6373,1.0109,1.4497,2.2528,1.1736,3.4812,4.8182,1.118,1.1996,1.2406,0.2593,1.9422,0.864,0.2635,1.4396,1.2564,2.157,1.4697,0.2309
"PI_472136_LSP_AGL",28.2661,1.0291,1.3484,2.0402,1.0653,3.1517,4.3516,1.0168,1.0757,1.1447,0.241,1.7904,0.7954,0.2382,1.3193,1.1579,1.9753,1.359,0.2092
"PI_472205_LSP_AGL",28.1221,1.0235,1.3252,2.0187,1.0364,3.1248,4.3043,0.9965,1.0594,1.1472,0.2519,1.7611,0.7999,0.2374,1.2955,1.15,1.9476,1.3409,0.207
"PI_472213_LSP_AGL",28.966,0.9569,1.3862,2.0024,1.1157,3.2803,4.4657,1.096,1.1502,1.1893,0.2577,1.8566,0.8456,0.2594,1.3524,1.2035,2.0339,1.3891,0.2193
"PI_472327_LSP_AGL",28.3495,1.0578,1.3485,2.0327,1.0604,3.1242,4.3389,1.0308,1.0622,1.1426,0.2442,1.7808,0.8027,0.2401,1.3151,1.1566,1.9711,1.3548,0.2074
"PI_472380_LSP_AGL",27.4332,1.0008,1.2951,1.9207,1.0398,3.0547,4.1865,1.0246,1.0588,1.1241,0.2344,1.7399,0.7682,0.239,1.2695,1.115,1.9077,1.3056,0.2047
"PI_472416_LSP_AGL",29.1142,1.0215,1.3952,2.0806,1.1004,3.259,4.5105,1.0831,1.1167,1.1617,0.2547,1.8516,0.8305,0.2465,1.3651,1.2039,2.0368,1.4019,0.217
"PI_472488_LSP_AGL",28.2057,0.8868,1.3652,2.0295,1.0689,3.1728,4.3741,1.0158,1.0851,1.1654,0.2461,1.7741,0.8069,0.2445,1.3232,1.1693,2.0026,1.3625,0.2071
"PI_472559_LSP_AGL",28.8533,1.0785,1.3551,2.0632,1.0706,3.1697,4.3975,1.0199,1.097,1.164,0.2434,1.795,0.7999,0.2364,1.3283,1.1712,1.99,1.3651,0.2118
"PI_472561_LSP_AGL",27.9955,0.9876,1.3231,1.9763,1.0486,3.1047,4.2881,1.0233,1.0705,1.1429,0.2413,1.7661,0.7905,0.2362,1.3052,1.1518,1.9454,1.3371,0.2083
"PI_472569_LSP_AGL",27.9354,1.0257,1.311,1.9543,1.0282,3.0355,4.2535,1.0034,1.0429,1.1325,0.2319,1.7633,0.7721,0.2297,1.2838,1.132,1.9237,1.3204,0.2035
"PI_472588_LSP_AGL",31.5212,1.0743,1.5147,2.2959,1.2044,3.5284,4.9048,1.1544,1.2182,1.2566,0.2693,2.0122,0.9073,0.2703,1.485,1.2965,2.2042,1.5025,0.2367
"PI_472590_LSP_AGL",28.0572,0.9717,1.3383,1.987,1.0873,3.1573,4.2979,1.0349,1.132,1.1622,0.2618,1.8101,0.834,0.2558,1.3217,1.1453,1.9662,1.3359,0.2203
"PI_472615_LSP_AGL",30.0548,1.0491,1.4255,2.2086,1.1266,3.3319,4.6662,1.082,1.1408,1.2274,0.2551,1.8845,0.8625,0.2499,1.3878,1.2379,2.0921,1.4398,0.2216
"PI_472629_LSP_AGL",28.4853,0.88,1.3654,1.991,1.0971,3.2677,4.386,1.0737,1.1369,1.1688,0.2664,1.8315,0.8345,0.2612,1.3411,1.182,1.9982,1.3638,0.2249
"PI_477921_LSP_AGL",29.817,0.9121,1.4196,2.1365,1.1808,3.3711,4.6621,1.143,1.2155,1.2337,0.2599,1.914,0.8811,0.2702,1.4131,1.2387,2.1117,1.4397,0.2372
"PI_490288_LSP_AGL",29.146,0.9749,1.4077,2.1282,1.1204,3.251,4.5749,1.0455,1.1422,1.1831,0.2368,1.8697,0.8301,0.2454,1.3937,1.2159,2.0634,1.4129,0.2175
"PI_490289_LSP_AGL",29.1243,0.8754,1.4146,2.1208,1.1033,3.2169,4.6111,1.0489,1.1353,1.1954,0.2344,1.876,0.8245,0.2411,1.3981,1.2319,2.0723,1.4255,0.2149
"PI_508090_AGL",28.4684,0.7972,1.3889,1.9804,1.1353,3.2039,4.4971,1.1031,1.1644,1.1902,0.2612,1.893,0.8517,0.2647,1.3735,1.2078,2.0456,1.4025,0.2243
"PI_518733_LSP_AGL",30.3932,0.9674,1.4856,2.2091,1.1713,3.4181,4.7967,1.1266,1.1987,1.228,0.2607,1.9843,0.8918,0.2632,1.4635,1.2815,2.1689,1.4888,0.2303
"PI_518734_LSP_AGL",30.3723,1.0168,1.4632,2.1676,1.1554,3.3566,4.731,1.1034,1.216,1.2074,0.2584,1.9667,0.8941,0.2469,1.4616,1.2728,2.1486,1.4751,0.2353
"PI_533688_LSP_AGL",30.271,0.9571,1.4711,2.2094,1.1892,3.4225,4.783,1.1022,1.2411,1.2624,0.2653,1.9527,0.8953,0.2631,1.4453,1.2764,2.1583,1.4738,0.2333
"PI_533693_LSP_AGL",29.4807,0.9385,1.4218,2.1665,1.1356,3.2674,4.6283,1.0799,1.1425,1.195,0.2423,1.8858,0.8437,0.2469,1.4119,1.231,2.085,1.4317,0.2213
"PI_612875_AGL",30.3562,1.1152,1.4325,2.2281,1.1424,3.4187,4.6914,1.0944,1.1576,1.2091,0.26,1.8986,0.8634,0.2485,1.4123,1.2342,2.1064,1.4393,0.2301
"PI_643451_AGL",30.1638,1.0838,1.4236,2.2137,1.1343,3.4059,4.7014,1.0584,1.1494,1.2183,0.2475,1.8797,0.8437,0.2472,1.41,1.2375,2.1121,1.4361,0.2262
"PI_643452_AGL",30.8858,1.1339,1.4481,2.2783,1.1477,3.4419,4.7752,1.0646,1.1555,1.2339,0.2455,1.8984,0.8529,0.2427,1.433,1.2568,2.1433,1.4598,0.2288
"Shasta_AGL",31.2757,1.0881,1.4877,2.2724,1.1639,3.4668,4.6979,1.1286,1.2778,1.2686,0.2862,1.9274,0.9176,0.2465,1.4526,1.2934,2.1634,1.4943,0.2446
"W6_27754_LSP_AGL",27.5179,0.8528,1.3425,1.9177,1.0779,3.1015,4.272,1.0506,1.0855,1.1331,0.2584,1.7975,0.8215,0.2516,1.3081,1.1552,1.9479,1.3409,0.2135
"W6_27760_LSP_AGL",28.724,0.893,1.3751,2.0609,1.1212,3.2021,4.4848,1.0888,1.1579,1.1925,0.2547,1.8515,0.8333,0.251,1.3678,1.1941,2.0425,1.3966,0.2219
"W6_27763_LSP_AGL",28.8536,0.856,1.4318,2.0977,1.1189,3.2909,4.5654,1.0905,1.1212,1.179,0.2685,1.8841,0.8478,0.2543,1.3912,1.2343,2.0632,1.4248,0.2185
"W6_27766_LSP_AGL",28.4872,0.9261,1.3664,2.087,1.0913,3.1621,4.4525,1.0664,1.097,1.1777,0.2477,1.8344,0.8331,0.2455,1.3522,1.1798,2.017,1.3891,0.2126
"W6_27767_LSP_AGL",28.1935,0.9916,1.3495,1.9999,1.0666,3.1344,4.3532,1.0222,1.0969,1.1645,0.2446,1.7881,0.8213,0.241,1.3268,1.1704,1.9811,1.354,0.2119
